703532715	20171004	201710	2017	2017.7507	JUD	PROSECUTOR						JUD													0	110	110	11	3	-2.0	5	1	5	-1.47783251231527	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171103071500	http://www.toledoblade.com/Politics/2017/11/03/Leadership-in-Toledo-schools-at-stake-in-Lucas-Co-general-election-1.html
703532716	20171004	201710	2017	2017.7507	MLT	MALTA	MLT								MED	JOURNALIST						MED			0	190	190	19	4	-10.0	8	1	8	-7.16723549488054	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20171103071500	http://www.bbc.co.uk/news/uk-41851099
703532717	20171004	201710	2017	2017.7507	MLT	MALTA	MLT								MED	JOURNALIST						MED			0	190	190	19	4	-10.0	2	1	2	-7.16723549488054	1	United States	US	US		39.828175	-98.5795	US	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20171103071500	http://www.bbc.co.uk/news/uk-41851099
703532718	20171004	201710	2017	2017.7507	UGA	UGANDA	UGA																		1	015	015	01	1	0.0	10	1	10	0.78740157480315	1	Uganda	UG	UG		2	33	UG	0								1	Uganda	UG	UG		2	33	UG	20171103071500	http://www.techjaja.com/mtn-seeks-renew-telecommunication-license-ucc-needs-input/
703532719	20171004	201710	2017	2017.7507	USA	UNITED STATES	USA																		1	080	080	08	2	5.0	2	1	2	-3.05676855895196	3	New London, Texas, United States	US	USTX	TX401	32.2388	-94.9405	1342494	0								3	New London, Texas, United States	US	USTX		32.2388	-94.9405	1342494	20171103071500	http://www.971talk.com/news/national/doctor-fights-regain-license-lost-lax-computer-skills
703532720	20171004	201710	2017	2017.7507	USA	UNITED STATES	USA								CVL	VOTER						CVL			1	020	020	02	1	3.0	4	1	4	-1.90174326465927	3	Sylvania, Ohio, United States	US	USOH	OH095	41.7189	-83.713	1061668	3	Sylvania, Ohio, United States	US	USOH	OH095	41.7189	-83.713	1061668	3	Sylvania, Ohio, United States	US	USOH	OH095	41.7189	-83.713	1061668	20171103071500	http://www.toledoblade.com/Politics/2017/11/03/Blade-Voters-Guide-11-3.html
703532721	20171027	201710	2017	2017.8137											CHN	CHINA	CHN								1	030	030	03	1	4.0	4	1	4	-0.95238095238095	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103071500	http://www.newsnow.in/news/ready-to-work-with-india-to-promote-bilateral-relations-china
703532722	20171027	201710	2017	2017.8137	BUSBUS	AIRLINE						BUS	BUS		IGOUNOBUS	INTERNATIONAL CIVIL AVIATION ORGANIZATION		UNO				IGO	BUS		1	042	042	04	1	1.9	5	1	5	1.31233595800525	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171103071500	http://www.moneycontrol.com/news/business/fingers-crossed-as-un-body-comes-to-audit-dgca-airlines-next-week-2428107.html
703532723	20171027	201710	2017	2017.8137	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	030	030	03	1	4.0	4	2	4	1.19064493267186	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20171103071500	http://www.kcbd.com/story/36754037/new-mexico-governor-excited-about-federal-drone-program
703532724	20171027	201710	2017	2017.8137	IGOUNOBUS	INTERNATIONAL CIVIL AVIATION ORGANIZATION		UNO				IGO	BUS		BUSBUS	AIRLINE						BUS	BUS		1	043	043	04	1	2.8	5	1	5	1.31233595800525	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171103071500	http://www.moneycontrol.com/news/business/fingers-crossed-as-un-body-comes-to-audit-dgca-airlines-next-week-2428107.html
703532725	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD													0	071	071	07	2	7.4	6	1	6	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532726	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD													0	110	110	11	3	-2.0	6	1	6	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532727	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD			RUS	RUSSIA	RUS								0	071	071	07	2	7.4	1	1	1	-3.07362401715511	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532728	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD			RUS	RUSSIA	RUS								0	071	071	07	2	7.4	1	1	1	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532729	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD			RUS	RUSSIA	RUS								0	110	110	11	3	-2.0	1	1	1	-3.07362401715511	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532730	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD			RUS	RUSSIA	RUS								0	110	110	11	3	-2.0	1	1	1	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532731	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD			SPY	INTELLIGENCE						SPY			0	010	010	01	1	0.0	1	1	1	-3.07362401715511	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532732	20171027	201710	2017	2017.8137	JUD	LAWYER						JUD			SPY	INTELLIGENCE						SPY			0	010	010	01	1	0.0	7	1	7	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532733	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								0	071	071	07	2	7.4	1	1	1	-3.07362401715511	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532734	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								0	071	071	07	2	7.4	1	1	1	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532735	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								0	110	110	11	3	-2.0	1	1	1	-3.07362401715511	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532736	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								0	110	110	11	3	-2.0	1	1	1	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532737	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								SPY	INTELLIGENCE						SPY			0	010	010	01	1	0.0	1	1	1	-3.07362401715511	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532738	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								SPY	INTELLIGENCE						SPY			0	010	010	01	1	0.0	1	1	1	-3.07362401715511	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171103071500	https://yated.com/russia-conspiracy-exposed-clinton-democrat-plot/
703532739	20171027	201710	2017	2017.8137	USAGOV	UNITED STATES	USA					GOV			GOV	GOVERNMENT						GOV			1	030	030	03	1	4.0	2	1	2	1.24223602484472	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	20171103071500	http://www.washingtontimes.com/news/2017/nov/3/new-mexico-governor-excited-about-federal-drone-pr/
703532740	20171027	201710	2017	2017.8137	USAGOV	UNITED STATES	USA					GOV			GOV	GOVERNMENT						GOV			1	030	030	03	1	4.0	4	2	4	1.19064493267186	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20171103071500	http://www.kcbd.com/story/36754037/new-mexico-governor-excited-about-federal-drone-program
703532741	20171027	201710	2017	2017.8137	tel	TELUGU			tel						tam	TAMIL			tam						1	084	084	08	2	7.0	5	1	5	-3.2967032967033	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20171103071500	http://www.thenewsminute.com/article/mersal-telugu-version-adhirindhi-gets-censor-nod-release-nov-9-70973
703532742	20171027	201710	2017	2017.8137	tel	TELUGU			tel						tam	TAMIL			tam						1	1721	172	17	4	-5.0	5	1	5	-3.2967032967033	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20171103071500	http://www.thenewsminute.com/article/mersal-telugu-version-adhirindhi-gets-censor-nod-release-nov-9-70973
703532743	20171102	201711	2017	2017.8274	CVL	VILLAGE						CVL			UAF	MILITANT						UAF			1	073	073	07	2	7.4	10	1	10	-12.5244618395304	0								0								0								20171103071500	http://www.thecitizen.in/index.php/NewsDetail/index/3/12143/Kashmir-Toll-1-BJP-Youth-Leader-2-Army-Soldiers-1-Militant-Killed
703532744	20171102	201711	2017	2017.8274	GOV	MINIST						GOV			MYS	MALAYSIA	MYS								1	043	043	04	1	2.8	2	1	2	2.23577235772358	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	20171103071500	http://www.thesundaily.my/news/2017/11/03/saudi-aramcos-rapid-investment-deal-be-finalised-soon-rahman-dahlan
703532745	20171102	201711	2017	2017.8274	GOV	MINIST						GOV			MYS	MALAYSIA	MYS								1	043	043	04	1	2.8	2	1	2	2.23577235772358	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171103071500	http://www.thesundaily.my/news/2017/11/03/saudi-aramcos-rapid-investment-deal-be-finalised-soon-rahman-dahlan
703532746	20171102	201711	2017	2017.8274	IGOUNO	UNITED NATIONS		UNO				IGO			MMR	MYANMAR	MMR								1	010	010	01	1	0.0	8	1	8	-6.4638783269962	4	Ayers Rock, Northern Territory, Australia	AS	AS03	154716	-25.3833	131.083	-1556648	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Ayers Rock, Northern Territory, Australia	AS	AS03	154716	-25.3833	131.083	-1556648	20171103071500	http://www.newsofbahrain.com/viewNews.php?ppId=39207&pid=22&MNU=
703532747	20171102	201711	2017	2017.8274	IGOUNO	UNITED NATIONS		UNO				IGO			MMR	MYANMAR	MMR								1	010	010	01	1	0.0	2	1	2	-6.4638783269962	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171103071500	http://www.newsofbahrain.com/viewNews.php?ppId=39207&pid=22&MNU=
703532748	20171102	201711	2017	2017.8274	LAB	EMPLOYEE						LAB													1	1014	101	10	3	-5.0	5	1	5	-5.55555555555556	0								0								0								20171103071500	http://www.htxt.co.za/2017/11/03/sabc-strike-enters-its-second-day/
703532749	20171102	201711	2017	2017.8274	MYS	MALAYSIA	MYS								GOV	MINIST						GOV			1	042	042	04	1	1.9	1	1	1	2.23577235772358	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	20171103071500	http://www.thesundaily.my/news/2017/11/03/saudi-aramcos-rapid-investment-deal-be-finalised-soon-rahman-dahlan
703532750	20171102	201711	2017	2017.8274	MYS	MALAYSIA	MYS								GOV	MINIST						GOV			1	042	042	04	1	1.9	1	1	1	2.23577235772358	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	20171103071500	http://www.thesundaily.my/news/2017/11/03/saudi-aramcos-rapid-investment-deal-be-finalised-soon-rahman-dahlan
703532751	20171102	201711	2017	2017.8274	MYS	MALAYSIA	MYS								GOV	MINIST						GOV			1	042	042	04	1	1.9	1	1	1	2.23577235772358	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171103071500	http://www.thesundaily.my/news/2017/11/03/saudi-aramcos-rapid-investment-deal-be-finalised-soon-rahman-dahlan
703532752	20171102	201711	2017	2017.8274	MYS	MALAYSIA	MYS								GOV	MINIST						GOV			1	042	042	04	1	1.9	1	1	1	2.23577235772358	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	1	Saudi Arabia	SA	SA		25	45	SA	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	20171103071500	http://www.thesundaily.my/news/2017/11/03/saudi-aramcos-rapid-investment-deal-be-finalised-soon-rahman-dahlan
703532753	20171102	201711	2017	2017.8274	NGA	NIGERIA	NGA								GOV	MINIST OF WORKS						GOV			1	091	091	09	2	-2.0	10	1	10	-4.61538461538462	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171103071500	http://humanitariannews.org/20171103/nigeriasenate-investigate-us1-billion-fraud-power-ministry
703532754	20171102	201711	2017	2017.8274	THA	BANGKOK	THA								GOV	MINIST						GOV			1	042	042	04	1	1.9	3	1	3	2.23577235772358	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	4	Pengerang, Johor, Malaysia	MY	MY01	18585	1.3651	104.112	-2405423	20171103071500	http://www.thesundaily.my/news/2017/11/03/saudi-aramcos-rapid-investment-deal-be-finalised-soon-rahman-dahlan
703532755	20171102	201711	2017	2017.8274	UGA	UGANDA	UGA																		0	010	010	01	1	0.0	3	1	3	-3.69088811995387	4	Magada, Mayuge, Uganda	UG	UG86	18585	0.516667	33.4667	-1731816	0								4	Magada, Mayuge, Uganda	UG	UG86	18585	0.516667	33.4667	-1731816	20171103071500	http://observer.ug/news/headlines/55754-flying-squad-raids-ciid-police-at-kibuli.html
703532756	20171102	201711	2017	2017.8274	UGA	UGANDA	UGA																		0	190	190	19	4	-10.0	3	1	3	-3.69088811995387	4	Magada, Mayuge, Uganda	UG	UG86	18585	0.516667	33.4667	-1731816	0								4	Magada, Mayuge, Uganda	UG	UG86	18585	0.516667	33.4667	-1731816	20171103071500	http://observer.ug/news/headlines/55754-flying-squad-raids-ciid-police-at-kibuli.html
703532757	20171103	201711	2017	2017.8301											ARE	DUBAI	ARE								1	036	036	03	1	4.0	10	1	10	3.73831775700935	0								4	Makhachkala, Dagestan, Russia	RS	RS17	25069	42.9764	47.5024	-2950390	4	Makhachkala, Dagestan, Russia	RS	RS17	25069	42.9764	47.5024	-2950390	20171103071500	http://www.dubaicityguide.com/site/features/index.asp?id=9409
703532758	20171103	201711	2017	2017.8301											ARE	DUBAI	ARE								1	060	060	06	2	6.0	10	1	10	3.73831775700935	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171103071500	http://www.dubaicityguide.com/site/features/index.asp?id=9409
703532759	20171103	201711	2017	2017.8301											ARMGOV	ARMENIAN	ARM					GOV			0	043	043	04	1	2.8	6	1	6	0	0								1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20171103071500	BBC Monitoring/BBC Monitoring/(c) BBC
703532760	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	2	1	2	-0.329489291598021	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171103071500	http://www.thecourier.com.au/story/5032878/vline-squeeze-as-another-western-suburbs-stop-is-announced/
703532761	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	4	1	4	-0.329489291598021	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	4	Rockbank, Victoria, Australia	AS	AS07	5397	-37.7344	144.672	-1597802	20171103071500	http://www.thecourier.com.au/story/5032878/vline-squeeze-as-another-western-suburbs-stop-is-announced/
703532762	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	1	1	1	-4.08719346049047	0								4	Castle Hill, New South Wales, Australia	AS	AS02	4951	-33.7333	151	-1564649	4	Castle Hill, New South Wales, Australia	AS	AS02	4951	-33.7333	151	-1564649	20171103071500	http://www.hillsnews.com.au/story/5033108/safe-space-for-women-living-in-domestic-abuse-officially-launched/?cs=1454
703532763	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	0.2028397565923	0								4	Wallacia, New South Wales, Australia	AS	AS02	5112	-33.8658	150.64	-1607371	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171103071500	http://www.dailytelegraph.com.au/newslocal/macarthur/fears-sydney-and-macarthur-are-running-out-of-burial-places/news-story/9059eac3ef106278d74c47333dabcb20?nk=ba52951212ee43bfab19e450bfbcc1f1-1509692566
703532764	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								0	173	173	17	4	-5.0	2	1	2	-7.55148741418764	0								4	Pimpama River, Queensland, Australia	AS	AS04	154667	-27.8167	153.4	-1595054	4	Chambers Flat, Queensland, Australia	AS	AS04	154689	-27.75	153.083	-1565068	20171103071500	https://www.ipswichadvertiser.com.au/news/tiahleigh-palmers-foster-mother-pleads-guilty-to-p/3256469/
703532765	20171103	201711	2017	2017.8301											AUS	AUSTRALIA	AUS								0	173	173	17	4	-5.0	2	1	2	-7.55148741418764	0								4	Pimpama River, Queensland, Australia	AS	AS04	154667	-27.8167	153.4	-1595054	4	Pimpama River, Queensland, Australia	AS	AS04	154667	-27.8167	153.4	-1595054	20171103071500	https://www.ipswichadvertiser.com.au/news/tiahleigh-palmers-foster-mother-pleads-guilty-to-p/3256469/
703532766	20171103	201711	2017	2017.8301											AZE	BAKU	AZE								1	040	040	04	1	1.0	8	1	8	2.41379310344828	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Kars, Xizi, Azerbaijan	AJ	AJ63	534	40.8594	49.055	-2706713	20171103071500	http://en.apa.az/world-news/america-news/the-strategic-importance-of-the-baku-tbilisi-kars-railway-was-discussed-at-the-prestigious-us-radio.html
703532767	20171103	201711	2017	2017.8301											AZE	AZERBAIJAN	AZE								1	042	042	04	1	1.9	4	1	4	0	0								4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171103071500	http://en.apa.az/azerbaijan-economy/infrastructure/first-train-sent-off-via-btk-arrives-in-kars.html
703532768	20171103	201711	2017	2017.8301											AZE	AZERBAIJAN	AZE								1	042	042	04	1	1.9	2	1	2	0	0								4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	1	Kazakhstan	KZ	KZ		48	68	KZ	20171103071500	http://en.apa.az/azerbaijan-economy/infrastructure/first-train-sent-off-via-btk-arrives-in-kars.html
