704045892	20161105	201611	2016	2016.8356	GBR	BRITAIN	GBR								PSE	PALESTINE	PSE								0	015	015	01	1	0.0	3	1	3	-2.72727272727273	1	United Kingdom	UK	UK		54	-4	UK	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	United Kingdom	UK	UK		54	-4	UK	20171105093000	https://spectator.org/a-century-since-the-balfour-declaration/
704045893	20161105	201611	2016	2016.8356	PAK	PAKISTAN	PAK								SPY	INTELLIGENCE						SPY			1	036	036	03	1	4.0	1	1	1	-1.50943396226415	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171105093000	http://www.thecitizen.in/index.php/en/NewsDetail/index/3/12161/Sharma-To-Begin-Talks-Tomorrow-Kashmir-Sceptical
704045894	20161105	201611	2016	2016.8356	PAK	PAKISTAN	PAK								SPY	INTELLIGENCE						SPY			1	036	036	03	1	4.0	1	1	1	-1.50943396226415	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	20171105093000	http://www.thecitizen.in/index.php/en/NewsDetail/index/3/12161/Sharma-To-Begin-Talks-Tomorrow-Kashmir-Sceptical
704045895	20161105	201611	2016	2016.8356	SGP	SINGAPOREAN	SGP																		1	042	042	04	1	1.9	8	1	8	0.75301204819277	4	Santorini, Perifereia Notiou Aigaiou, Greece	GR	GR61	16709	36.3956	25.4592	-829276	0								4	Santorini, Perifereia Notiou Aigaiou, Greece	GR	GR61	16709	36.3956	25.4592	-829276	20171105093000	http://www.asiaone.com/travel/5-exotic-destinations-more-singaporeans-are-travelling-and-how-much-it-costs
704045896	20161105	201611	2016	2016.8356	SPY	INTELLIGENCE						SPY			PAK	PAKISTAN	PAK								1	036	036	03	1	4.0	1	1	1	-1.50943396226415	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171105093000	http://www.thecitizen.in/index.php/en/NewsDetail/index/3/12161/Sharma-To-Begin-Talks-Tomorrow-Kashmir-Sceptical
704045897	20161105	201611	2016	2016.8356	SPY	INTELLIGENCE						SPY			PAK	PAKISTAN	PAK								1	036	036	03	1	4.0	1	1	1	-1.50943396226415	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	20171105093000	http://www.thecitizen.in/index.php/en/NewsDetail/index/3/12161/Sharma-To-Begin-Talks-Tomorrow-Kashmir-Sceptical
704045898	20161105	201611	2016	2016.8356	SPY	INTELLIGENCE						SPY			PAK	PAKISTAN	PAK								1	190	190	19	4	-10.0	1	1	1	-1.50943396226415	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	20171105093000	http://www.thecitizen.in/index.php/en/NewsDetail/index/3/12161/Sharma-To-Begin-Talks-Tomorrow-Kashmir-Sceptical
704045899	20161105	201611	2016	2016.8356	SPY	INTELLIGENCE						SPY			PAK	PAKISTAN	PAK								1	190	190	19	4	-10.0	1	1	1	-1.50943396226415	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	20171105093000	http://www.thecitizen.in/index.php/en/NewsDetail/index/3/12161/Sharma-To-Begin-Talks-Tomorrow-Kashmir-Sceptical
704045900	20171006	201710	2017	2017.7562											CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	5	1	5	0.36036036036036	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171105093000	http://www.halifaxcourier.co.uk/news/opinion/reflection-working-to-bring-the-community-together-1-8837052
704045901	20171006	201710	2017	2017.7562											GOV	PROVINCIAL OFFICIALS						GOV			1	042	042	04	1	1.9	2	1	2	-5.79064587973274	0								5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045902	20171006	201710	2017	2017.7562											MIL	LIEUTENANT GENERAL						MIL			1	190	190	19	4	-10.0	3	1	3	-10.3448275862069	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171105093000	https://www.news24.com/Africa/News/former-military-chief-in-lesotho-charged-with-murder-20171016
704045903	20171006	201710	2017	2017.7562	CVL	COMMUNITY						CVL													1	040	040	04	1	1.0	5	1	5	0.36036036036036	4	Todmorden, Calderdale, United Kingdom	UK	UKC2	40138	53.7167	-2.08333	-2609913	0								4	Todmorden, Calderdale, United Kingdom	UK	UKC2	40138	53.7167	-2.08333	-2609913	20171105093000	http://www.halifaxcourier.co.uk/news/opinion/reflection-working-to-bring-the-community-together-1-8837052
704045904	20171006	201710	2017	2017.7562	GOV	PROVINCIAL OFFICIALS						GOV													1	043	043	04	1	2.8	2	1	2	-5.79064587973274	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	0								5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045905	20171006	201710	2017	2017.7562	GOV	PROVINCIAL OFFICIALS						GOV			PHL	PHILIPPINE	PHL								1	043	043	04	1	2.8	2	1	2	-5.79064587973274	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045906	20171006	201710	2017	2017.7562	GOV	PROVINCIAL OFFICIALS						GOV			PHL	PHILIPPINE	PHL								1	043	043	04	1	2.8	4	1	4	-5.79064587973274	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045907	20171006	201710	2017	2017.7562	GOV	PROVINCIAL OFFICIALS						GOV			PHL	PHILIPPINE	PHL								1	043	043	04	1	2.8	2	1	2	-5.79064587973274	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045908	20171006	201710	2017	2017.7562	MIL	LIEUTENANT GENERAL						MIL			AFR	AFRICA	AFR								1	190	190	19	4	-10.0	2	1	2	-10.3448275862069	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171105093000	https://www.news24.com/Africa/News/former-military-chief-in-lesotho-charged-with-murder-20171016
704045909	20171006	201710	2017	2017.7562	PHL	PHILIPPINE	PHL								GOV	PROVINCIAL OFFICIALS						GOV			1	042	042	04	1	1.9	2	1	2	-5.79064587973274	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045910	20171006	201710	2017	2017.7562	PHL	PHILIPPINE	PHL								GOV	PROVINCIAL OFFICIALS						GOV			1	042	042	04	1	1.9	4	1	4	-5.79064587973274	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	4	Buluan, Sub-Province of Apayao, Philippines	RP	RPH6	24216	17.7418	121.37	-2416545	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045911	20171006	201710	2017	2017.7562	PHL	PHILIPPINE	PHL								GOV	PROVINCIAL OFFICIALS						GOV			1	042	042	04	1	1.9	2	1	2	-5.79064587973274	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045912	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA																		1	111	111	11	3	-2.0	2	1	2	-0.946969696969692	3	Port Angeles, Washington, United States	US	USWA	WA009	48.1181	-123.431	1524581	0								3	Port Angeles, Washington, United States	US	USWA		48.1181	-123.431	1524581	20171105093000	https://www.dailyrecordnews.com/ap_news/washington/port-angeles-residents-replace-canadian-teen-s-stolen-shoes/article_22236129-948d-55c6-81f4-43530a38eb90.html
704045913	20171029	201710	2017	2017.8192											GBR	UNITED KINGDOM	GBR								1	030	030	03	1	4.0	18	5	18	-0.837085128283907	0								5	South Lanarkshire, South Lanarkshire, United Kingdom	UK	UKW5	40176	55.5833	-3.83333	6077678	5	South Lanarkshire, South Lanarkshire, United Kingdom	UK	UKW5	40176	55.5833	-3.83333	6077678	20171105093000	https://www.eveningtelegraph.co.uk/2017/11/05/i-was-sexually-assaulted-by-male-colleague-at-a-party-msp-claims/
704045914	20171029	201710	2017	2017.8192											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	4	1	4	5.66318926974665	0								4	Tynemouth, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0206	-1.44944	-2610390	4	Tynemouth, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0206	-1.44944	-2610390	20171105093000	http://www.chroniclelive.co.uk/news/north-east-news/how-one-brave-four-year-13858690
704045915	20171029	201710	2017	2017.8192											GOV	MINISTRY						GOV			0	036	036	03	1	4.0	4	1	4	-6.90335305719921	0								4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	20171105093000	https://citizen.co.za/news/news-world/1716856/vietnam-weather-typhoon-storm/
704045916	20171029	201710	2017	2017.8192											GOV	MINISTRY						GOV			0	036	036	03	1	4.0	1	1	1	-6.90335305719921	0								4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	4	Xuan Hoa, Khá HòM, Vietnam, Republic Of	VM	VM54	32391	12.5	109.117	-3735573	20171105093000	https://citizen.co.za/news/news-world/1716856/vietnam-weather-typhoon-storm/
704045917	20171029	201710	2017	2017.8192											USA	UTAH	USA								1	190	190	19	4	-10.0	1	1	1	-3.32850940665702	0								3	Monument Valley, Utah, United States	US	USUT		37.1397	-110.207	1430457	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171105093000	http://www.egypttoday.com/Article/9/31012/Trump-Stirs-Debate-Over-Utah-National-Monuments
704045918	20171029	201710	2017	2017.8192											USA	UTAH	USA								1	190	190	19	4	-10.0	1	1	1	-3.32850940665702	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171105093000	http://www.egypttoday.com/Article/9/31012/Trump-Stirs-Debate-Over-Utah-National-Monuments
704045919	20171029	201710	2017	2017.8192	FRA	PARIS	FRA								USA	NEW YORK	USA								1	057	057	05	1	8.0	6	1	6	0.76726342710998	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105093000	http://blogs.worldbank.org/africacan/archive/201604
704045920	20171029	201710	2017	2017.8192	FRA	FRANCE	FRA								USA	UNITED STATES	USA								1	057	057	05	1	8.0	1	1	1	0.76726342710998	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105093000	http://blogs.worldbank.org/africacan/archive/201604
704045921	20171029	201710	2017	2017.8192	GBR	UNITED KINGDOM	GBR																		1	017	017	01	1	0.0	4	1	4	5.66318926974665	4	Tynemouth, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0206	-1.44944	-2610390	0								4	Tynemouth, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0206	-1.44944	-2610390	20171105093000	http://www.chroniclelive.co.uk/news/north-east-news/how-one-brave-four-year-13858690
704045922	20171029	201710	2017	2017.8192	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	4	1	4	5.66318926974665	4	Tynemouth, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0206	-1.44944	-2610390	0								4	Tynemouth, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0206	-1.44944	-2610390	20171105093000	http://www.chroniclelive.co.uk/news/north-east-news/how-one-brave-four-year-13858690
704045923	20171029	201710	2017	2017.8192	GOV	MINISTRY						GOV													0	036	036	03	1	4.0	4	1	4	-6.90335305719921	4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	0								4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	20171105093000	https://citizen.co.za/news/news-world/1716856/vietnam-weather-typhoon-storm/
704045924	20171029	201710	2017	2017.8192	GOV	MINISTRY						GOV													0	036	036	03	1	4.0	1	1	1	-6.90335305719921	4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	0								4	Xuan Hoa, Khá HòM, Vietnam, Republic Of	VM	VM54	32391	12.5	109.117	-3735573	20171105093000	https://citizen.co.za/news/news-world/1716856/vietnam-weather-typhoon-storm/
704045925	20171029	201710	2017	2017.8192	PHL	PHILIPPINE	PHL																		1	010	010	01	1	0.0	2	1	2	-5.79064587973274	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	0								5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045926	20171029	201710	2017	2017.8192	PHL	PHILIPPINE	PHL								GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	2	1	2	-5.79064587973274	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	20171105093000	https://news.mb.com.ph/2017/11/05/maguindanao-intensifies-anti-human-trafficking-drive/
704045927	20171029	201710	2017	2017.8192	USA	UTAH	USA																		1	190	190	19	4	-10.0	1	1	1	-3.32850940665702	3	Bears Ears, Utah, United States	US	USUT	UT037	37.63	-109.868	1438507	0								3	Bears Ears, Utah, United States	US	USUT		37.63	-109.868	1438507	20171105093000	http://www.egypttoday.com/Article/9/31012/Trump-Stirs-Debate-Over-Utah-National-Monuments
704045928	20171029	201710	2017	2017.8192	USA	UTAH	USA																		1	190	190	19	4	-10.0	1	1	1	-3.32850940665702	3	Bears Ears, Utah, United States	US	USUT	UT037	37.63	-109.868	1438507	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171105093000	http://www.egypttoday.com/Article/9/31012/Trump-Stirs-Debate-Over-Utah-National-Monuments
704045929	20171029	201710	2017	2017.8192	USA	NEW YORK	USA								FRA	PARIS	FRA								1	057	057	05	1	8.0	7	1	7	0.76726342710998	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171105093000	http://blogs.worldbank.org/africacan/archive/201604
704045930	20171029	201710	2017	2017.8192	VNM	VIETNAM	VNM																		1	036	036	03	1	4.0	4	1	4	-6.90335305719921	4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	0								4	Quang Ngai, Qu?ng NgãVM, Vietnam, Republic Of	VM	VM63	74187	15.1167	108.8	-3727383	20171105093000	https://citizen.co.za/news/news-world/1716856/vietnam-weather-typhoon-storm/
704045931	20171029	201710	2017	2017.8192	kas	KASHMIRI			kas						PAK	PAKISTAN	PAK								1	040	040	04	1	1.0	4	1	4	-1.50943396226415	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171105093000	http://www.thecitizen.in/index.php/en/NewsDetail/index/3/12161/Sharma-To-Begin-Talks-Tomorrow-Kashmir-Sceptical
704045932	20171104	201711	2017	2017.8329	COP	POLICE OFFICER						COP			IND	LUCKNOW	IND								1	013	013	01	1	0.4	2	1	2	-9.20502092050209	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20171105093000	https://www.ndtv.com/mumbai-news/suspected-isis-operative-abu-zaid-arrested-at-mumbai-airport-1771354
704045933	20171104	201711	2017	2017.8329	COP	POLICE OFFICER						COP			IND	LUCKNOW	IND								1	013	013	01	1	0.4	1	1	1	-9.20502092050209	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105093000	https://www.ndtv.com/mumbai-news/suspected-isis-operative-abu-zaid-arrested-at-mumbai-airport-1771354
704045934	20171104	201711	2017	2017.8329	COP	POLICE OFFICER						COP			IND	LUCKNOW	IND								1	013	013	01	1	0.4	2	1	2	-9.20502092050209	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20171105093000	https://www.ndtv.com/mumbai-news/suspected-isis-operative-abu-zaid-arrested-at-mumbai-airport-1771354
704045935	20171104	201711	2017	2017.8329	ESP	SPAIN	ESP								EUR	EUROPEAN	EUR								1	173	173	17	4	-5.0	2	1	2	-4.88245931283906	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171105093000	http://www.heraldscotland.com/news/15641631.Leader_calls_for_pro_independence_coalition_ahead_of_Catalan_elections/
704045936	20171104	201711	2017	2017.8329	GOV	GOVERNMENT						GOV			MYS	MALAYSIA	MYS								1	060	060	06	2	6.0	10	1	10	0.23094688221709	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171105093000	https://www.nst.com.my/news/nation/2017/11/299469/perak-govt-pledges-5-initiatives-conserve-royal-belum-state-park
704045937	20171104	201711	2017	2017.8329	IND	MUMBAI	IND								UAF	TERRORIST						UAF			1	173	173	17	4	-5.0	2	1	2	-9.20502092050209	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105093000	https://www.ndtv.com/mumbai-news/suspected-isis-operative-abu-zaid-arrested-at-mumbai-airport-1771354
704045938	20171104	201711	2017	2017.8329	IND	MUMBAI	IND								UAF	TERRORIST						UAF			1	173	173	17	4	-5.0	2	1	2	-9.20502092050209	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105093000	https://www.ndtv.com/mumbai-news/suspected-isis-operative-abu-zaid-arrested-at-mumbai-airport-1771354
704045939	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			COP	POLICE OFFICER						COP			1	010	010	01	1	0.0	4	1	4	-9.20502092050209	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20171105093000	https://www.ndtv.com/mumbai-news/suspected-isis-operative-abu-zaid-arrested-at-mumbai-airport-1771354
704045940	20171104	201711	2017	2017.8329	USA	BOSTON	USA								GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	10	1	10	-5.70175438596491	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171105093000	http://www.bostonherald.com/news/local_coverage/2017/11/no_common_ground_found_at_boston_rallies
