703946877	20171028	201710	2017	2017.8164	MEX	MEXICO	MEX								GOV	GOVERNMENT						GOV			1	084	084	08	2	7.0	2	1	2	-2.10396039603961	4	Rosa Maria, Sinaloa, Mexico	MX	MX25	20887	24.6708	-107.689	-1694171	4	Rosa Maria, Sinaloa, Mexico	MX	MX25	20887	24.6708	-107.689	-1694171	4	Rosa Maria, Sinaloa, Mexico	MX	MX25	20887	24.6708	-107.689	-1694171	20171104203000	https://wonkette.com/625327/10-year-old-girl-with-cerebral-palsy-out-of-immigration-jail-back-with-parents-ready-to-take-your-job
703946878	20171028	201710	2017	2017.8164	MEX	MEXICO	MEX								GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	2	1	2	-2.10396039603961	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171104203000	https://wonkette.com/625327/10-year-old-girl-with-cerebral-palsy-out-of-immigration-jail-back-with-parents-ready-to-take-your-job
703946879	20171028	201710	2017	2017.8164	RUS	RUSSIA	RUS								RUSGOV	RUSSIA	RUS					GOV			1	090	090	09	2	-2.0	2	1	2	-5.39473684210527	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104203000	http://www.aljazeera.com/blogs/americas/2017/11/trump-week-russia-probe-civil-war-history-lesson-171104162155621.html
703946880	20171028	201710	2017	2017.8164	RUS	RUSSIA	RUS								RUSGOV	RUSSIA	RUS					GOV			1	090	090	09	2	-2.0	2	1	2	-5.39473684210527	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171104203000	http://www.aljazeera.com/blogs/americas/2017/11/trump-week-russia-probe-civil-war-history-lesson-171104162155621.html
703946881	20171103	201711	2017	2017.8301	AUSGOV	AUSTRALIA	AUS					GOV			GOV	ATTORNEY GENERAL						GOV			1	036	036	03	1	4.0	2	1	2	-4.11622276029056	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171104203000	http://www.thedailystar.net/backpage/16th-amendment-govt-seek-review-entire-verdict-1486435
703946882	20171103	201711	2017	2017.8301	AUSGOV	AUSTRALIA	AUS					GOV			JUD	SUPREME COURT						JUD			1	010	010	01	1	0.0	2	1	2	-4.11622276029056	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171104203000	http://www.thedailystar.net/backpage/16th-amendment-govt-seek-review-entire-verdict-1486435
703946883	20171103	201711	2017	2017.8301	BGD	DHAKA	BGD								ZAF	NORTH WEST	ZAF								1	057	057	05	1	8.0	7	1	7	1.04166666666667	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Patuakhali, Khulna, Bangladesh	BG	BG82	5765	22.2609	90.3254	-2730778	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171104203000	http://www.thedailystar.net/business/joint-venture-set-lng-based-power-plants-4b-1486567
703946884	20171103	201711	2017	2017.8301	COP	POLICE						COP													1	073	073	07	2	7.4	5	1	5	-2.99003322259137	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171104203000	http://www.thedailystar.net/backpage/boy-6-rescued-hrs-after-kidnap-1486471
703946885	20171103	201711	2017	2017.8301	COP	POLICE						COP			BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	3	1	3	-6.49606299212598	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	20171104203000	http://www.thedailystar.net/backpage/man-who-killed-mother-son-held-1486444
703946886	20171103	201711	2017	2017.8301	COP	POLICE						COP			BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	2	1	2	-6.49606299212598	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171104203000	http://www.thedailystar.net/backpage/man-who-killed-mother-son-held-1486444
703946887	20171103	201711	2017	2017.8301	COP	POLICE						COP			BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	1	1	1	-6.49606299212598	4	Kakrail, Bangladesh (general), Bangladesh	BG	BG00	5778	23.7333	90.4	-2723537	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	20171104203000	http://www.thedailystar.net/backpage/man-who-killed-mother-son-held-1486444
703946888	20171103	201711	2017	2017.8301	COPGOVEDU	DEPUTY						COP	GOV	EDU	EDU	SCHOOL						EDU			0	1721	172	17	4	-5.0	10	1	10	-1.35135135135135	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	20171104203000	http://www.themalaysianinsight.com/s/21408/
703946889	20171103	201711	2017	2017.8301	GOV	CHIEF MINISTER						GOV			gun	GUAN			gun						0	110	110	11	3	-2.0	2	1	2	-1.35135135135135	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	20171104203000	http://www.themalaysianinsight.com/s/21408/
703946890	20171103	201711	2017	2017.8301	MYSGOV	MALAYSIA	MYS					GOV			MYS	MALAYSIA	MYS								0	110	110	11	3	-2.0	8	1	8	-1.35135135135135	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	20171104203000	http://www.themalaysianinsight.com/s/21408/
703946891	20171103	201711	2017	2017.8301	ZAF	NORTH WEST	ZAF								BGD	DHAKA	BGD								1	057	057	05	1	8.0	7	1	7	1.04166666666667	4	Kutubdia Island, Chittagong, Bangladesh	BG	BG84	5772	21.8624	91.8744	-2726395	4	Kutubdia Island, Chittagong, Bangladesh	BG	BG84	5772	21.8624	91.8744	-2726395	4	Kutubdia Island, Chittagong, Bangladesh	BG	BG84	5772	21.8624	91.8744	-2726395	20171104203000	http://www.thedailystar.net/business/joint-venture-set-lng-based-power-plants-4b-1486567
703946892	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								0	061	061	06	2	6.4	2	1	2	-11.2860892388451	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104203000	http://www.dw.com/en/zimbabwe-charges-us-citizen-over-robert-mugabe-goblin-tweet/a-41229262
703946893	20171104	201711	2017	2017.8329											ALB	ALBANIA	ALB								0	010	010	01	1	0.0	2	1	2	3.62473347547975	0								1	Albania	AL	AL		41	20	AL	1	Turkey	TU	TU		39.059012	34.911546	TU	20171104203000	http://greece.greekreporter.com/2017/11/04/pavlopoulos-respect-for-international-law-necessary-in-order-to-build-real-friendships/
703946894	20171104	201711	2017	2017.8329											AZE	AZERBAIJAN	AZE								1	190	190	19	4	-10.0	4	1	4	-11.2676056338028	0								4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	20171104203000	https://armenianweekly.com/2017/11/04/one-artsakh-soldier-killed-two-others-injured-explosion/
703946895	20171104	201711	2017	2017.8329											BGD	BANGLADESH	BGD								0	042	042	04	1	1.9	4	1	4	0.49813200498132	0								4	Moulvibazar, Sylhet, Bangladesh	BG	BG86	5822	24.4833	91.7833	-2737854	4	Moulvibazar, Sylhet, Bangladesh	BG	BG86	5822	24.4833	91.7833	-2737854	20171104203000	http://www.thedailystar.net/backpage/taking-taboos-1486447
703946896	20171104	201711	2017	2017.8329											BGD	BANGLADESH	BGD								0	042	042	04	1	1.9	6	1	6	0.49813200498132	0								4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	20171104203000	http://www.thedailystar.net/backpage/taking-taboos-1486447
703946897	20171104	201711	2017	2017.8329											BGD	BANGLADESH	BGD								0	100	100	10	3	-5.0	4	1	4	0.49813200498132	0								4	Moulvibazar, Sylhet, Bangladesh	BG	BG86	5822	24.4833	91.7833	-2737854	4	Moulvibazar, Sylhet, Bangladesh	BG	BG86	5822	24.4833	91.7833	-2737854	20171104203000	http://www.thedailystar.net/backpage/taking-taboos-1486447
703946898	20171104	201711	2017	2017.8329											BGD	BANGLADESH	BGD								0	100	100	10	3	-5.0	6	1	6	0.49813200498132	0								4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	20171104203000	http://www.thedailystar.net/backpage/taking-taboos-1486447
703946899	20171104	201711	2017	2017.8329											BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	1	1	1	-6.49606299212598	0								4	Rangamati, Chittagong, Bangladesh	BG	BG84	5777	22.6411	92.19	211599	4	Badda, Bangladesh (general), Bangladesh	BG	BG00	5785	23.8667	90.2333	-2710698	20171104203000	http://www.thedailystar.net/backpage/man-who-killed-mother-son-held-1486444
703946900	20171104	201711	2017	2017.8329											BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	1	1	1	-6.49606299212598	0								4	Rangamati, Chittagong, Bangladesh	BG	BG84	5777	22.6411	92.19	211599	4	Padma River, Bangladesh (general), Bangladesh	BG	BG00	5792	23.3906	90.5575	-2731266	20171104203000	http://www.thedailystar.net/backpage/man-who-killed-mother-son-held-1486444
703946901	20171104	201711	2017	2017.8329											BUS	COMPANY						BUS			0	057	057	05	1	8.0	4	1	4	1.04166666666667	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171104203000	http://www.thedailystar.net/business/joint-venture-set-lng-based-power-plants-4b-1486567
703946902	20171104	201711	2017	2017.8329											BUS	INVESTOR						BUS			1	100	100	10	3	-5.0	5	1	5	-1.48698884758364	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171104203000	http://www.business-standard.com/article/international/berkshire-s-quarterly-earnings-hit-by-hurricanes-117110500025_1.html
703946903	20171104	201711	2017	2017.8329											COL	COLOMBIA	COL								0	043	043	04	1	2.8	3	1	3	-1.63443830570902	0								4	La Virgen, Antioquia, Colombia	CO	CO02	13411	7.1	-76.2333	-590539	4	La Virgen, Antioquia, Colombia	CO	CO02	13411	7.1	-76.2333	-590539	20171104203000	http://bombmagazine.org/articles/barbet-schroeder-1/
703946904	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	019	019	01	1	3.4	10	1	10	1.13636363636364	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171104203000	http://dailyorange.com/2017/11/fan-reactions-syracuses-27-24-loss-florida-state/
703946905	20171104	201711	2017	2017.8329											COP	POLICE						COP			0	020	020	02	1	3.0	5	1	5	2.72904483430799	0								4	Towie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.1833	-2.93333	-2610065	4	Towie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.1833	-2.93333	-2610065	20171104203000	http://www.mirror.co.uk/3am/celebrity-news/amy-childs-puts-party-life-11467038
703946906	20171104	201711	2017	2017.8329											COP	PRISON						COP			1	040	040	04	1	1.0	6	1	6	-2.5693730729702	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171104203000	http://www.sltrib.com/opinion/commentary/2017/11/04/commentary-former-teacher-tortured-by-war-experiences/
703946907	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	043	043	04	1	2.8	2	1	2	-3.36538461538462	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20171104203000	http://www.cambridge-news.co.uk/news/cambridge-news/jackknifed-lorry-closes-a142-a14-13858776
703946908	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	173	173	17	4	-5.0	3	2	3	-11.44750254842	0								3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	20171104203000	http://www.wkdzradio.com/pages/23165699.php?contentType=4&contentId=19201091
703946909	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	190	190	19	4	-10.0	15	2	15	-6.68216653750108	0								3	Muhlenberg County, Kentucky, United States	US	USKY		37.2167	-87.15	516935	3	Muhlenberg County, Kentucky, United States	US	USKY		37.2167	-87.15	516935	20171104203000	http://www.wkdzradio.com/pages/23165700.php?contentType=4&contentId=19201092
703946910	20171104	201711	2017	2017.8329											DEU	GERMANY	DEU								0	042	042	04	1	1.9	1	1	1	0.49813200498132	0								4	Moulvibazar, Sylhet, Bangladesh	BG	BG86	5822	24.4833	91.7833	-2737854	4	Moulvibazar, Sylhet, Bangladesh	BG	BG86	5822	24.4833	91.7833	-2737854	20171104203000	http://www.thedailystar.net/backpage/taking-taboos-1486447
703946911	20171104	201711	2017	2017.8329											EDU	ECONOMIST						EDU			1	040	040	04	1	1.0	5	1	5	-1.37299771167048	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171104203000	http://www.msn.com/en-us/money/markets/5-reasons-the-job-market-is-stronger-than-you-think/ar-AAupwVN
703946912	20171104	201711	2017	2017.8329											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	20	1	20	-2.97101449275362	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171104203000	http://www.justjared.com/2017/11/04/orlando-blooms-longtime-friend-maya-sansa-joins-him-at-romans-premiere/
703946913	20171104	201711	2017	2017.8329											EDU	UNIVERSITY						EDU			1	046	046	04	1	7.0	4	1	4	3.91791044776119	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171104203000	https://www.assamtimes.org/node/20143
703946914	20171104	201711	2017	2017.8329											EDU	SCHOOL						EDU			1	190	190	19	4	-10.0	10	1	10	-4.64	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171104203000	http://www.dailyfreeman.com/lifestyle/20171104/efforts-aim-to-limit-the-spread-of-fire-ants-in-the-us
703946915	20171104	201711	2017	2017.8329											EGY	EGYPTIAN	EGY								1	036	036	03	1	4.0	2	1	2	0	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20171104203000	http://www.egypttoday.com/Article/1/30968/Egyptian-students-off-to-Sharm-El-Sheikh-to-be-part
703946916	20171104	201711	2017	2017.8329											ELI	ACTOR						ELI			1	040	040	04	1	1.0	20	1	20	1.19646015008639	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104203000	http://deadline.com/print-article/1202201325/
703946917	20171104	201711	2017	2017.8329											ELI	ACTOR						ELI			0	190	190	19	4	-10.0	6	1	6	-1.63443830570902	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104203000	http://bombmagazine.org/articles/barbet-schroeder-1/
703946918	20171104	201711	2017	2017.8329											ELI	ACTOR						ELI			0	190	190	19	4	-10.0	4	1	4	-1.63443830570902	0								4	La Virgen, Antioquia, Colombia	CO	CO02	13411	7.1	-76.2333	-590539	4	La Virgen, Antioquia, Colombia	CO	CO02	13411	7.1	-76.2333	-590539	20171104203000	http://bombmagazine.org/articles/barbet-schroeder-1/
703946919	20171104	201711	2017	2017.8329											FIN	FINLAND	FIN								0	080	080	08	2	5.0	10	1	10	-3.51515151515151	0								1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20171104203000	https://blogs.timesofindia.indiatimes.com/Swaminomics/the-1917-russian-revolution-was-a-german-plot/
703946920	20171104	201711	2017	2017.8329											GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	4	1	4	2.26460071513707	0								4	Stretham, Cambridgeshire, United Kingdom	UK	UKC3	40122	52.3667	0.216667	-2608991	4	Stretham, Cambridgeshire, United Kingdom	UK	UKC3	40122	52.3667	0.216667	-2608991	20171104203000	http://www.cambridge-news.co.uk/news/property/you-should-move-ely-13841222
703946921	20171104	201711	2017	2017.8329											GBRCOP	UNITED KINGDOM	GBR					COP			1	043	043	04	1	2.8	8	1	8	-3.36538461538462	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20171104203000	http://www.cambridge-news.co.uk/news/cambridge-news/jackknifed-lorry-closes-a142-a14-13858776
703946922	20171104	201711	2017	2017.8329											GOV	CHIEF OF STAFF						GOV			0	014	014	01	1	0.0	8	1	8	-6.52173913043478	0								3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	20171104203000	http://www.kentucky.com/news/politics-government/article182770501.html
703946923	20171104	201711	2017	2017.8329											GOV	CHIEF OF STAFF						GOV			0	014	014	01	1	0.0	2	1	2	-6.52173913043478	0								3	Dry Ridge, Kentucky, United States	US	USKY		38.682	-84.5899	491228	3	Dry Ridge, Kentucky, United States	US	USKY		38.682	-84.5899	491228	20171104203000	http://www.kentucky.com/news/politics-government/article182770501.html
703946924	20171104	201711	2017	2017.8329											GOV	GOVERNMENT						GOV			0	014	014	01	1	0.0	10	1	10	-2.01912858660999	0								1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	20171104203000	http://www.pireport.org/articles/2013/11/20/former-ag%C3%A2%C2%80%C2%99s-civil-jury-trial-opens-tonga
703946925	20171104	201711	2017	2017.8329											GOV	ENERGY MINIST						GOV			0	031	031	03	1	5.2	10	1	10	1.04166666666667	0								4	Kutubdia, Chittagong, Bangladesh	BG	BG84	5772	21.8091	91.859	9253096	4	Kutubdia, Chittagong, Bangladesh	BG	BG84	5772	21.8091	91.859	9253096	20171104203000	http://www.thedailystar.net/business/joint-venture-set-lng-based-power-plants-4b-1486567
703946926	20171104	201711	2017	2017.8329											GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	5	1	5	-2.32558139534883	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171104203000	http://www.oregonlive.com/opinion/index.ssf/2017/11/the_curious_lack_of_curiosity.html
703946927	20171104	201711	2017	2017.8329											GOV	GOVERNMENT REPRESENTATIVE						GOV			1	045	045	04	1	5.0	30	6	30	-1.91360495649035	0								4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171104203000	http://www.register-herald.com/region/event-tackles-child-malnutrition-as-economic-imperative/article_1b593d2a-d05a-5fbb-9436-b56cd4753679.html
703946928	20171104	201711	2017	2017.8329											GOV	GOVERNMENT REPRESENTATIVE						GOV			1	045	045	04	1	5.0	6	3	6	-1.91947577726342	0								1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	20171104203000	http://www.register-herald.com/region/event-tackles-child-malnutrition-as-economic-imperative/article_1b593d2a-d05a-5fbb-9436-b56cd4753679.html
703946929	20171104	201711	2017	2017.8329											GOV	GOVERNMENT REPRESENTATIVE						GOV			1	045	045	04	1	5.0	24	6	24	-1.91213725129708	0								1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20171104203000	http://www.register-herald.com/region/event-tackles-child-malnutrition-as-economic-imperative/article_1b593d2a-d05a-5fbb-9436-b56cd4753679.html
703946930	20171104	201711	2017	2017.8329											GOV	GOVERNMENT						GOV			0	100	100	10	3	-5.0	6	1	6	-3.88936905790838	0								5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	20171104203000	https://www.tvnz.co.nz/one-news/new-zealand/child-remains-in-hospital-third-degree-burns-after-christchurch-fireworks-display-goes-horribly-wrong
703946931	20171104	201711	2017	2017.8329											GOV	PRESIDENT						GOV			0	110	110	11	3	-2.0	6	1	6	-4.83870967741935	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171104203000	http://www.msn.com/en-us/news/politics/trump-risks-interfering-with-new-york-attack-prosecution-despite-warnings-in-bergdahl-case/ar-AAuq4V9
703946932	20171104	201711	2017	2017.8329											GOV	GOVERNMENT						GOV			0	173	173	17	4	-5.0	10	1	10	-2.01912858660999	0								1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	20171104203000	http://www.pireport.org/articles/2013/11/20/former-ag%C3%A2%C2%80%C2%99s-civil-jury-trial-opens-tonga
703946933	20171104	201711	2017	2017.8329											GOVMED	MINIST OF TRANSPORT						GOV	MED		0	043	043	04	1	2.8	1	1	1	0.4359197907585	0								4	Zhong Tong, Jiangxi, China	CH	CH03	13167	28.3013	116.968	-1939226	4	Zhong Tong, Jiangxi, China	CH	CH03	13167	28.3013	116.968	-1939226	20171104203000	http://www.thesierraleonetelegraph.com/will-sierra-leone-get-a-new-airport/
