704052771	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			1	120	120	12	3	-4.0	4	1	4	-5.34591194968553	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105103000	http://www.thejournal.ie/nine-at-nine-sunday-4-3680706-Nov2017/
704052772	20171029	201710	2017	2017.8192	AFR	AFRICA	AFR																		0	010	010	01	1	0.0	2	1	2	-0.37735849056603	4	Sundays, Eastern Cape, South Africa	SF	SF05	77317	-33.7214	25.8516	-1285135	0								4	Sundays, Eastern Cape, South Africa	SF	SF05	77317	-33.7214	25.8516	-1285135	20171105103000	https://citizen.co.za/news/south-africa/1716716/alleged-cigarette-smuggler-funding-ndz-campaign-met-with-her-more-than-once-report/
704052773	20171029	201710	2017	2017.8192	AFR	AFRICA	AFR																		1	013	013	01	1	0.4	4	1	4	-0.37735849056603	4	Sundays, Eastern Cape, South Africa	SF	SF05	77317	-33.7214	25.8516	-1285135	0								4	Sundays, Eastern Cape, South Africa	SF	SF05	77317	-33.7214	25.8516	-1285135	20171105103000	https://citizen.co.za/news/south-africa/1716716/alleged-cigarette-smuggler-funding-ndz-campaign-met-with-her-more-than-once-report/
704052774	20171029	201710	2017	2017.8192	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	1.06761565836299	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	20171105103000	http://www.faribaultcountyregister.com/page/content.detail/id/522517/Wanted--Judge-for-Faribault-County.html
704052775	20171029	201710	2017	2017.8192	JUD	JUDGE						JUD			USA	MINNESOTA	USA								1	010	010	01	1	0.0	3	1	3	1.06761565836299	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171105103000	http://www.faribaultcountyregister.com/page/content.detail/id/522517/Wanted--Judge-for-Faribault-County.html
704052776	20171029	201710	2017	2017.8192	JUD	JUDGE						JUD			USA	MINNESOTA	USA								1	020	020	02	1	3.0	2	1	2	1.06761565836299	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	20171105103000	http://www.faribaultcountyregister.com/page/content.detail/id/522517/Wanted--Judge-for-Faribault-County.html
704052777	20171029	201710	2017	2017.8192	JUD	JUDGE						JUD			USA	MINNESOTA	USA								1	020	020	02	1	3.0	3	1	3	1.06761565836299	3	Faribault County, Minnesota, United States	US	USMN	MN043	43.6666	-93.9336	659467	3	Faribault County, Minnesota, United States	US	USMN		43.6666	-93.9336	659467	3	Faribault County, Minnesota, United States	US	USMN		43.6666	-93.9336	659467	20171105103000	http://www.faribaultcountyregister.com/page/content.detail/id/522517/Wanted--Judge-for-Faribault-County.html
704052778	20171029	201710	2017	2017.8192	LEG	SENATOR						LEG			GOV	CIVIL SERVANT						GOV			0	070	070	07	2	7.0	5	1	5	-4.83870967741936	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	20171105103000	http://hallmarknews.com/9523-2/
704052779	20171029	201710	2017	2017.8192	MED	NEWSPAPER						MED			ZAFGOV	MALUSI GIGABA	ZAF					GOV			1	010	010	01	1	0.0	10	1	10	-1.36363636363636	0								0								0								20171105103000	https://www.timeslive.co.za/politics/2017-11-05-mahlobo-said-to-be-fast-tracking-nuclear-deal/
704052780	20171029	201710	2017	2017.8192	USAJUD	UNITED STATES	USA					JUD			USA	MINNESOTA	USA								1	010	010	01	1	0.0	2	1	2	1.06761565836299	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	20171105103000	http://www.faribaultcountyregister.com/page/content.detail/id/522517/Wanted--Judge-for-Faribault-County.html
704052781	20171029	201710	2017	2017.8192	USAJUD	UNITED STATES	USA					JUD			USA	MINNESOTA	USA								1	020	020	02	1	3.0	2	1	2	1.06761565836299	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	3	Mankato, Minnesota, United States	US	USMN	MN013	44.1636	-93.9994	647438	3	Faribault County, Minnesota, United States	US	USMN		43.6666	-93.9336	659467	20171105103000	http://www.faribaultcountyregister.com/page/content.detail/id/522517/Wanted--Judge-for-Faribault-County.html
704052782	20171029	201710	2017	2017.8192	ZAFGOV	NKOSAZANA DLAMINI ZUMA	ZAF					GOV													0	010	010	01	1	0.0	6	1	6	-0.37735849056603	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105103000	https://citizen.co.za/news/south-africa/1716716/alleged-cigarette-smuggler-funding-ndz-campaign-met-with-her-more-than-once-report/
704052783	20171029	201710	2017	2017.8192	ZAFGOV	MALUSI GIGABA	ZAF					GOV													0	010	010	01	1	0.0	10	1	10	-3.76811594202898	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171105103000	https://citizen.co.za/news/south-africa/1716930/mahlobo-forges-ahead-with-govts-nuclear-power-plans-report/
704052784	20171029	201710	2017	2017.8192	ZAFGOV	NKOSAZANA DLAMINI ZUMA	ZAF					GOV			AFR	AFRICA	AFR								0	010	010	01	1	0.0	2	1	2	-0.37735849056603	4	Sundays, Eastern Cape, South Africa	SF	SF05	77317	-33.7214	25.8516	-1285135	4	Sundays, Eastern Cape, South Africa	SF	SF05	77317	-33.7214	25.8516	-1285135	4	Sundays, Eastern Cape, South Africa	SF	SF05	77317	-33.7214	25.8516	-1285135	20171105103000	https://citizen.co.za/news/south-africa/1716716/alleged-cigarette-smuggler-funding-ndz-campaign-met-with-her-more-than-once-report/
704052785	20171104	201711	2017	2017.8329											GOV	KING						GOV			1	192	192	19	4	-9.5	10	1	10	2.30607966457023	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105103000	http://bulawayo24.com/news/national/121182
704052786	20171104	201711	2017	2017.8329	BOL	SANTA CRUZ	BOL								COP	POLICE						COP			1	173	173	17	4	-5.0	10	1	10	-4.8582995951417	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20171105103000	http://newsday.co.tt/2017/11/05/6-held-for-drugs-ammunition/
704052787	20171104	201711	2017	2017.8329	COP	POLICE						COP													0	090	090	09	2	-2.0	10	1	10	-8.04195804195804	4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	0								4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	20171105103000	http://newsday.co.tt/2017/11/05/murder-suspect-critical-after-11-storey-jump/
704052788	20171104	201711	2017	2017.8329	OPP	PROTESTER						OPP			FRA	FRANCE	FRA								1	141	141	14	3	-6.5	5	1	5	-2.87356321839081	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105103000	http://www.express.co.uk/news/world/875662/French-Northern-Catalonia-independence-Macron-thousands-protest
704052789	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	193	193	19	4	-10.0	2	1	2	1.64609053497943	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171105103000	https://citizen.co.za/news/south-africa/1716874/sabc-head-of-legal-services-shot-dead/
704052790	20171105	201711	2017	2017.8356											ARE	DUBAI	ARE								1	073	073	07	2	7.4	4	1	4	-1.68711656441717	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171105103000	https://www.thenational.ae/uae/health/radical-new-stem-cell-procedure-helps-dubai-patients-regain-sight-1.673109
704052791	20171105	201711	2017	2017.8356											ARM	ARMENIA	ARM								1	042	042	04	1	1.9	4	1	4	-3.50877192982456	0								1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20171105103000	https://news.am/eng/news/419381.html
704052792	20171105	201711	2017	2017.8356											BUS	INVESTOR						BUS			1	030	030	03	1	4.0	3	1	3	0.97418412079883	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105103000	https://seekingalpha.com/article/4120705-rbc-bearings-roll-ceo-michael-hartnett-q2-2018-results-earnings-call-transcript
704052793	20171105	201711	2017	2017.8356											BUS	BANK						BUS			1	036	036	03	1	4.0	10	1	10	1.01694915254237	0								3	Umpqua, Oregon, United States	US	USOR	OR019	43.3654	-123.468	1128405	3	Umpqua, Oregon, United States	US	USOR	OR019	43.3654	-123.468	1128405	20171105103000	http://lmtribune.com/business/business-on-the-move-wells-fargo-umpqua-closing-local-branches/article_36f0c841-d2a9-57dc-a321-e2ce8c54ec0d.html
704052794	20171105	201711	2017	2017.8356											BUS	COMPANY						BUS			1	036	036	03	1	4.0	10	1	10	0	0								1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171105103000	http://famagusta-gazette.com/president-anastasiades-to-meet-macron-p42530-69.htm
704052795	20171105	201711	2017	2017.8356											BUS	BOSS						BUS			1	190	190	19	4	-10.0	10	1	10	2.57879656160458	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105103000	https://www.christianpost.com/news/pokemon-go-legendary-dogs-now-available-in-new-region-assignments-205440/
704052796	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	020	020	02	1	3.0	2	1	2	0.38610038610039	0								4	Bowen Island, British Columbia, Canada	CA	CA02	12565	49.3833	-123.383	-561538	4	Bowen Island, British Columbia, Canada	CA	CA02	12565	49.3833	-123.383	-561538	20171105103000	http://www.bowenislandundercurrent.com/news/a-gigabit-for-bowen-to-transform-the-island-econom-1.1734096
704052797	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	030	030	03	1	4.0	6	1	6	0.814508580908643	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171105103000	https://seekingalpha.com/article/4120700-ultragenyx-pharmaceutical-incs-rare-ceo-emil-kakkis-q3-2017-results-earnings-call-transcript
704052798	20171105	201711	2017	2017.8356											CHN	CHINESE	CHN								1	046	046	04	1	7.0	2	1	2	5.0314465408805	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105103000	http://www.business-standard.com/article/pti-stories/china-calls-for-stronger-co-op-with-us-in-next-gen-nuke-tech-117110500369_1.html
704052799	20171105	201711	2017	2017.8356											CHN	URUMQI	CHN								1	0874	087	08	2	10.0	4	1	4	3.60655737704918	0								4	Hongshan, Jiangxi, China	CH	CH03	13165	28.1	117.433	-1909519	4	Hongshan, Jiangxi, China	CH	CH03	13165	28.1	117.433	-1909519	20171105103000	https://www.hotelscombined.com/Hotel/Sheraton_Urumqi_Hotel.htm
704052800	20171105	201711	2017	2017.8356											CHN	URUMQI	CHN								1	0874	087	08	2	10.0	6	1	6	3.60655737704918	0								4	Hongshan, Jiangxi, China	CH	CH03	13165	28.1	117.433	-1909519	4	Diwopu, Xinjiang, China	CH	CH13	13284	43.8833	87.4833	136946	20171105103000	https://www.hotelscombined.com/Hotel/Sheraton_Urumqi_Hotel.htm
704052801	20171105	201711	2017	2017.8356											CHR	CHRISTIAN				CHR					0	042	042	04	1	1.9	10	1	10	0.279720279720269	0								4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20171105103000	https://www.thebostonpilot.com/article.asp?Source=Trending&ID=180704
704052802	20171105	201711	2017	2017.8356											CHR	CHRISTIAN				CHR					0	100	100	10	3	-5.0	10	1	10	0.279720279720269	0								4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20171105103000	https://www.thebostonpilot.com/article.asp?Source=Trending&ID=180704
704052803	20171105	201711	2017	2017.8356											COP	DEPUTY						COP			1	036	036	03	1	4.0	5	1	5	-8.82352941176474	0								4	Ganjam, India (general), India	IN	IN00	17811	19.3833	85.0667	-2095914	4	Ganjam, India (general), India	IN	IN00	17811	19.3833	85.0667	-2095914	20171105103000	http://www.business-standard.com/article/pti-stories/nrri-team-to-assess-crop-loss-by-pest-attacks-117110500365_1.html
704052804	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	173	173	17	4	-5.0	4	1	4	-5.81162324649299	0								4	Mirzapur, Uttar Pradesh, India	IN	IN36	17924	27.2494	79.3139	10451923	4	Mirzapur, Uttar Pradesh, India	IN	IN36	17924	27.2494	79.3139	10451923	20171105103000	http://www.thestatesman.com/india/german-tourist-assaulted-by-railway-supervisor-in-up-accused-nabbed-1502522996.html
704052805	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	173	173	17	4	-5.0	6	1	6	-5.81162324649299	0								1	Germany	GM	GM		51.5	10.5	GM	4	Mirzapur, Uttar Pradesh, India	IN	IN36	17924	27.2494	79.3139	10451923	20171105103000	http://www.thestatesman.com/india/german-tourist-assaulted-by-railway-supervisor-in-up-accused-nabbed-1502522996.html
704052806	20171105	201711	2017	2017.8356											CVL	SCIENTIST						CVL			0	036	036	03	1	4.0	10	1	10	0.73467081096355	0								3	Day Point, New York, United States	US	USNY		44.6162	-73.4382	948086	3	Day Point, New York, United States	US	USNY		44.6162	-73.4382	948086	20171105103000	https://seekingalpha.com/article/4120700-ultragenyx-pharmaceutical-incs-rare-ceo-emil-kakkis-q3-2017-results-earnings-call-transcript
704052807	20171105	201711	2017	2017.8356											CVL	TOURIST						CVL			1	043	043	04	1	2.8	5	1	5	-7.08502024291498	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105103000	http://www.scmp.com/news/china/society/article/2118471/chinese-tourists-robbed-paris-hotel-car-park-four-attackers-armed
704052808	20171105	201711	2017	2017.8356											CVL	VILLAGE						CVL			1	043	043	04	1	2.8	4	1	4	-2.78293135435992	0								4	Komotini, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16678	41.1228	25.3964	-821019	4	Komotini, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16678	41.1228	25.3964	-821019	20171105103000	http://www.keeptalkinggreece.com/2017/11/05/turkey-greece-tension-thrace/
704052809	20171105	201711	2017	2017.8356											CVL	VILLAGER						CVL			1	145	145	14	3	-7.5	10	1	10	-11.2676056338028	0								0								0								20171105103000	https://www.direktbroker.de/news/international-villagers-burn-giant-effigy-of-bt-openreach-van-on-bonfire-night-in-protest-over-slow-internet-speeds-55346518
704052810	20171105	201711	2017	2017.8356											DEUCVL	GERMANY	DEU					CVL			1	111	111	11	3	-2.0	1	1	1	-5.81162324649299	0								4	Mirzapur, Uttar Pradesh, India	IN	IN36	17924	27.2494	79.3139	10451923	1	Germany	GM	GM		51.5	10.5	GM	20171105103000	http://www.thestatesman.com/india/german-tourist-assaulted-by-railway-supervisor-in-up-accused-nabbed-1502522996.html
704052811	20171105	201711	2017	2017.8356											DEUCVL	GERMANY	DEU					CVL			1	111	111	11	3	-2.0	1	1	1	-5.81162324649299	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171105103000	http://www.thestatesman.com/india/german-tourist-assaulted-by-railway-supervisor-in-up-accused-nabbed-1502522996.html
704052812	20171105	201711	2017	2017.8356											EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	10	1	10	0	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171105103000	http://athletics.delval.edu/news/2017/11/4/equestrian-dressage-delval-dressage-hosts-show-places-fourth.aspx
704052813	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	0	0								4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	20171105103000	http://www.standard.net.au/story/5035153/its-a-dogs-life-at-city-competition-photos/
704052814	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	5	1	5	-1.47943831494484	0								4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20171105103000	http://hallmarknews.com/buhari-plunged-nigeria-recession-ambassador-keshi/
704052815	20171105	201711	2017	2017.8356											EDU	COLLEGE						EDU			1	0841	084	08	2	7.0	3	1	3	5.12820512820513	0								1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20171105103000	http://timesofoman.com/article/121123/Oman/PDO-donates-fire-trucks-for-students-training-in-Oman
704052816	20171105	201711	2017	2017.8356											EGY	EGYPT	EGY								1	036	036	03	1	4.0	2	1	2	-6.28571428571429	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105103000	http://www.express.co.uk/news/world/875658/british-woman-laura-plummer-egypt-death-penalty-painkillers-drugs-foreign-office
704052817	20171105	201711	2017	2017.8356											GBR	BRITAIN	GBR								1	010	010	01	1	0.0	2	1	2	-3.76940133037694	0								1	United States	US	US		39.828175	-98.5795	US	1	Iraq	IZ	IZ		33	44	IZ	20171105103000	http://www.business-standard.com/article/pti-stories/tony-blair-duped-by-bush-into-backing-2003-iraq-war-brown-117110500358_1.html
704052818	20171105	201711	2017	2017.8356											GBR	LIVERPOOL	GBR								1	042	042	04	1	1.9	6	1	6	-0.90909090909091	0								1	Croatia	HR	HR		45.166667	15.5	HR	1	Croatia	HR	HR		45.166667	15.5	HR	20171105103000	https://www.101greatgoals.com/news/west-hams-new-manager-revealed-liverpool/
704052819	20171105	201711	2017	2017.8356											GBR	BRITAIN	GBR								0	046	046	04	1	7.0	1	1	1	-0.09842519685039	0								4	University Of Hong Kong, Hong Kong (general), Hong Kong	HK	HK00	13031	22.2833	114.133	-1353150	4	University Of Hong Kong, Hong Kong (general), Hong Kong	HK	HK00	13031	22.2833	114.133	-1353150	20171105103000	http://www.scmp.com/news/hong-kong/law-crime/article/2118459/there-future-foreign-police-officers-hong-kong
704052820	20171105	201711	2017	2017.8356											GBR	BRITAIN	GBR								0	046	046	04	1	7.0	1	1	1	-0.09842519685039	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	University Of Hong Kong, Hong Kong (general), Hong Kong	HK	HK00	13031	22.2833	114.133	-1353150	20171105103000	http://www.scmp.com/news/hong-kong/law-crime/article/2118459/there-future-foreign-police-officers-hong-kong
704052821	20171105	201711	2017	2017.8356											GOV	MAYOR						GOV			1	190	190	19	4	-10.0	6	1	6	-6.20915032679738	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20171105103000	http://www.cleveland.com/morris/index.ssf/2017/11/frank_jackson_hands_zack_reed.html
704052822	20171105	201711	2017	2017.8356											GOV	CUSTOMS OFFICIAL						GOV			1	192	192	19	4	-9.5	10	1	10	-1.85873605947956	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105103000	http://www.business-standard.com/article/pti-stories/gold-worth-rs-70l-seized-from-three-people-at-international-117110500367_1.html
704052823	20171105	201711	2017	2017.8356											HLH	HOSPITAL						HLH			1	0841	084	08	2	7.0	10	1	10	1.5625	0								4	Chakulia, Jharkhand, India	IN	IN38	70153	22.4833	86.7167	-2092634	4	Chakulia, Jharkhand, India	IN	IN38	70153	22.4833	86.7167	-2092634	20171105103000	https://www.avenuemail.in/jamshedpur/cm-to-inaugurate-anandlok-hospital-in-chakulia-on-nov-12/115346/
704052824	20171105	201711	2017	2017.8356											HLH	HOSPITAL						HLH			0	090	090	09	2	-2.0	10	1	10	-2.74963820549928	0								4	Tacarigua, Saint George, Trinidad And Tobago	TD	TD08	27422	10.645	-61.367	-1360859	4	Tacarigua, Saint George, Trinidad And Tobago	TD	TD08	27422	10.645	-61.367	-1360859	20171105103000	http://newsday.co.tt/2017/11/05/childrens-authoritykeeps-watch-at-st-marys/
704052825	20171105	201711	2017	2017.8356											IGOUNO	THE SECURITY COUNCIL		UNO				IGO			1	020	020	02	1	3.0	10	1	10	0.4149377593361	0								1	France	FR	FR		46	2	FR	4	Ghouta, Dimashq, Syria	SY	SY13	26333	33.5	36.3833	-2538031	20171105103000	http://famagusta-gazette.com/macron-putin-discuss-situation-in-syria-over-phone-elysee-p42512-69.htm
704052826	20171105	201711	2017	2017.8356											IGOWSTNAT	NATO	WST	NAT				IGO			1	043	043	04	1	2.8	10	1	10	1.5748031496063	0								4	Batumi, Ajaria**, Georgia	GG	GG04	16458	41.6423	41.6339	-2326229	4	Batumi, Ajaria**, Georgia	GG	GG04	16458	41.6423	41.6339	-2326229	20171105103000	http://famagusta-gazette.com/nato-fleet-visits-georgias-black-sea-port-p42509-69.htm
704052827	20171105	201711	2017	2017.8356											IND	TRIPURA	IND								1	071	071	07	2	7.4	1	1	1	-6.76156583629893	0								5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20171105103000	http://www.firstpost.com/politics/bjp-rss-pumping-money-to-foment-divisions-between-tribals-and-non-tribals-in-tripura-cpm-alleges-4194189.html
704052828	20171105	201711	2017	2017.8356											IND	TRIPURA	IND								1	112	112	11	3	-2.0	3	1	3	-6.76156583629893	0								5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20171105103000	http://www.firstpost.com/politics/bjp-rss-pumping-money-to-foment-divisions-between-tribals-and-non-tribals-in-tripura-cpm-alleges-4194189.html
