704709816	20161107	201611	2016	2016.8411	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	1.77966101694915	3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	20171107171500	https://www.nrtoday.com/news/local/south_county/canyonville/canyonville-christian-academy-alumnus-rose-to-the-top-of-the/article_4db2230c-ed00-542c-9662-517748e04cc7.html
704709817	20161107	201611	2016	2016.8411	ELIMIL	RETIRED						ELI	MIL		MIL	NAVY						MIL			1	090	090	09	2	-2.0	20	1	10	-6.9164265129683	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171107171500	http://www.americanthinker.com/blog/2017/11/navy_corruption_investigation_expands_to_60_admirals.html
704709818	20161107	201611	2016	2016.8411	FIN	FINNISH	FIN								FINBUS	FINLAND	FIN					BUS			0	036	036	03	1	4.0	4	1	4	-0.33444816053512	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20171107171500	http://english.ahram.org.eg/NewsContent/1/64/281111/Egypt/Politics-/Egypts-Shoukry-discuss-economic-ties,-illegal-immi.aspx
704709819	20161107	201611	2016	2016.8411	FINBUS	FINNISH	FIN					BUS													0	036	036	03	1	4.0	6	1	6	-0.33444816053512	1	Finland	FI	FI		64	26	FI	0								1	Finland	FI	FI		64	26	FI	20171107171500	http://english.ahram.org.eg/NewsContent/1/64/281111/Egypt/Politics-/Egypts-Shoukry-discuss-economic-ties,-illegal-immi.aspx
704709820	20161107	201611	2016	2016.8411	FINBUS	FINLAND	FIN					BUS			FIN	FINNISH	FIN								0	036	036	03	1	4.0	4	1	4	-0.33444816053512	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20171107171500	http://english.ahram.org.eg/NewsContent/1/64/281111/Egypt/Politics-/Egypts-Shoukry-discuss-economic-ties,-illegal-immi.aspx
704709821	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	16	2	16	-5.47461336935021	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107171500	https://www.yahoo.com/news/britains-boris-johnson-could-clearer-jailed-aid-worker-163336832.html
704709822	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	2	1	2	-6.3973063973064	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709823	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								1	013	013	01	1	0.4	2	1	2	-0.91743119266055	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107171500	http://www.bbc.co.uk/news/av/uk-politics-41906452/boris-johnson-glad-to-clarify-iran-comments
704709824	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	1	1	1	-4.55192034139403	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107171500	https://www.yahoo.com/news/britains-boris-johnson-could-clearer-jailed-aid-worker-163336832.html
704709825	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	LAWMAKER						LEG			0	010	010	01	1	0.0	13	2	13	-5.97144807671124	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709826	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	1	1	1	-4.55192034139403	1	Iran	IR	IR		32	53	IR	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107171500	https://www.yahoo.com/news/britains-boris-johnson-could-clearer-jailed-aid-worker-163336832.html
704709827	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	HOUSE OF COMMONS						LEG			0	042	042	04	1	1.9	2	1	2	-6.3973063973064	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709828	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	HOUSE OF COMMONS						LEG			0	042	042	04	1	1.9	2	1	2	-6.3973063973064	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709829	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			LEG	HOUSE OF COMMONS						LEG			0	042	042	04	1	1.9	6	1	6	-6.3973063973064	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Israel	IS	IS		31.5	34.75	IS	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709830	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV													0	020	020	02	1	3.0	10	1	10	-2.01310861423221	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	0								3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	20171107171500	http://www.timescall.com/news/ci_31427074
704709831	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV													0	070	070	07	2	7.0	3	1	3	-1.11234705228031	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171107171500	https://chicago.suntimes.com/lifestyles/as-loyal-donors-age-industry-is-out-for-young-blood/
704709832	20161107	201611	2016	2016.8411	GOVMIL	DEFENSE SECRETARY						GOV	MIL												0	010	010	01	1	0.0	3	1	3	-1.12820512820513	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	0								4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	20171107171500	http://www.philstar.com/headlines/2017/11/08/1756771/more-chinese-island-building-rody-relies-good-faith
704709833	20161107	201611	2016	2016.8411	GOVMIL	DEFENSE SECRETARY						GOV	MIL		MED	SPOKESMAN						MED			0	010	010	01	1	0.0	3	1	3	-1.12820512820513	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	20171107171500	http://www.philstar.com/headlines/2017/11/08/1756771/more-chinese-island-building-rody-relies-good-faith
704709834	20161107	201611	2016	2016.8411	GOVMIL	DEFENSE SECRETARY						GOV	MIL		PHL	PHILIPPINE	PHL								0	010	010	01	1	0.0	2	1	2	-1.12820512820513	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	20171107171500	http://www.philstar.com/headlines/2017/11/08/1756771/more-chinese-island-building-rody-relies-good-faith
704709835	20161107	201611	2016	2016.8411	ITA	SICILY	ITA																		0	020	020	02	1	3.0	2	1	2	1.04287369640788	5	Sicily, Sicilia, Italy	IT	IT15	18395	37.75	14.25	-129695	0								5	Sicily, Sicilia, Italy	IT	IT15	18395	37.75	14.25	-129695	20171107171500	https://www.thelocal.it/20171107/five-things-sicily-election
704709836	20161107	201611	2016	2016.8411	LAB	WORKER						LAB			PRK	NORTH KOREAN	PRK								0	051	051	05	1	3.4	3	1	2	-2.67363245236632	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107171500	http://www.truth-out.org/news/item/42451-why-does-the-alt-right-support-north-korea
704709837	20161107	201611	2016	2016.8411	LAB	WORKER						LAB			PRK	NORTH KOREAN	PRK								0	051	051	05	1	3.4	1	1	1	-2.67363245236632	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171107171500	http://www.truth-out.org/news/item/42451-why-does-the-alt-right-support-north-korea
704709838	20161107	201611	2016	2016.8411	LAB	WORKER						LAB			PRKGOV	NORTH KOREAN	PRK					GOV			0	051	051	05	1	3.4	6	1	3	-2.67363245236632	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107171500	http://www.truth-out.org/news/item/42451-why-does-the-alt-right-support-north-korea
704709839	20161107	201611	2016	2016.8411	LEG	HOUSE OF REPRESENTATIVES						LEG													0	030	030	03	1	4.0	6	1	6	-1.19840213049268	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171107171500	http://in.reuters.com/article/usa-election/hard-fought-virginia-governors-race-to-test-trumps-clout-idINKBN1D72DG
704709840	20161107	201611	2016	2016.8411	LEG	HOUSE OF REPRESENTATIVES						LEG													0	030	030	03	1	4.0	2	1	2	-1.19840213049268	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171107171500	http://in.reuters.com/article/usa-election/hard-fought-virginia-governors-race-to-test-trumps-clout-idINKBN1D72DG
704709841	20161107	201611	2016	2016.8411	LEG	HOUSE OF REPRESENTATIVES						LEG													0	030	030	03	1	4.0	2	1	2	-1.19840213049268	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171107171500	http://in.reuters.com/article/usa-election/hard-fought-virginia-governors-race-to-test-trumps-clout-idINKBN1D72DG
704709842	20161107	201611	2016	2016.8411	LEG	HOUSE OF COMMONS						LEG			GBRGOV	UNITED KINGDOM	GBR					GOV			0	043	043	04	1	2.8	2	1	2	-6.3973063973064	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709843	20161107	201611	2016	2016.8411	LEG	HOUSE OF COMMONS						LEG			GBRGOV	UNITED KINGDOM	GBR					GOV			0	043	043	04	1	2.8	2	1	2	-6.3973063973064	1	Iran	IR	IR		32	53	IR	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709844	20161107	201611	2016	2016.8411	LEG	HOUSE OF COMMONS						LEG			GBRGOV	UNITED KINGDOM	GBR					GOV			0	043	043	04	1	2.8	6	1	6	-6.3973063973064	1	Israel	IS	IS		31.5	34.75	IS	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	20171107171500	https://timesofindia.indiatimes.com/world/uk/sex-scandal-gaffes-add-to-trials-of-beleaguered-theresa-may/articleshow/61550142.cms
704709845	20161107	201611	2016	2016.8411	MIL	NAVY						MIL			ELIMIL	RETIRED						ELI	MIL		1	090	090	09	2	-2.0	20	1	10	-6.9164265129683	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171107171500	http://www.americanthinker.com/blog/2017/11/navy_corruption_investigation_expands_to_60_admirals.html
704709846	20161107	201611	2016	2016.8411	PHLGOVMIL	PHILIPPINE	PHL					GOV	MIL												0	010	010	01	1	0.0	1	1	1	-1.12820512820513	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	0								4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	20171107171500	http://www.philstar.com/headlines/2017/11/08/1756771/more-chinese-island-building-rody-relies-good-faith
704709847	20161107	201611	2016	2016.8411	PHLGOVMIL	PHILIPPINE	PHL					GOV	MIL		PHLMED	PHILIPPINE	PHL					MED			0	010	010	01	1	0.0	1	1	1	-1.12820512820513	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	4	Kalayaan, Laguna, Philippines	RP	RP33	24234	14.3247	121.477	10747768	20171107171500	http://www.philstar.com/headlines/2017/11/08/1756771/more-chinese-island-building-rody-relies-good-faith
704709848	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								GOV	PRESIDENT						GOV			1	130	130	13	3	-4.4	9	3	9	1.99610824317545	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171107171500	http://www.pressofatlanticcity.com/news/ap/a-year-on-trump-makes-election-win-a-key-topic/article_d1090995-7277-571d-980f-17028baabbf9.html
704709849	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								GOV	PRESIDENT						GOV			1	130	130	13	3	-4.4	3	1	3	2.16919739696312	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171107171500	http://abcnews.go.com/International/wireStory/year-trump-makes-election-win-key-topic-asia-50987862
704709850	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								1	130	130	13	3	-4.4	6	3	6	1.99610824317545	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171107171500	http://www.pressofatlanticcity.com/news/ap/a-year-on-trump-makes-election-win-a-key-topic/article_d1090995-7277-571d-980f-17028baabbf9.html
704709851	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								KORGOV	SOUTH KOREA	KOR					GOV			1	130	130	13	3	-4.4	2	1	2	2.00803212851405	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107171500	http://www.winchesterstar.com/associated_press/washington/a-year-on-trump-makes-election-win-a-key-topic/article_26d7906e-272a-50d4-9dd1-58973fb4f819.html
704709852	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								KORGOV	SOUTH KOREA	KOR					GOV			1	130	130	13	3	-4.4	4	2	4	1.99014630050615	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107171500	http://www.pressofatlanticcity.com/news/ap/a-year-on-trump-makes-election-win-a-key-topic/article_d1090995-7277-571d-980f-17028baabbf9.html
704709853	20161107	201611	2016	2016.8411	PRK	NORTH KOREA	PRK								PRKGOV	NORTH KOREA	PRK					GOV			1	130	130	13	3	-4.4	1	1	1	2.16919739696312	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171107171500	http://abcnews.go.com/International/wireStory/year-trump-makes-election-win-key-topic-asia-50987862
704709854	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								LEG	LAWMAKER						LEG			1	020	020	02	1	3.0	2	1	2	-1.28755364806867	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107171500	https://www.politico.com/story/2017/11/07/jeff-sessions-george-papadopoulos-russia-questions-244639
704709855	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								LEG	LAWMAKER						LEG			1	020	020	02	1	3.0	2	1	2	-1.28755364806867	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107171500	https://www.politico.com/story/2017/11/07/jeff-sessions-george-papadopoulos-russia-questions-244639
704709856	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								UKR	CRIMEA	UKR								0	040	040	04	1	1.0	2	1	2	-0.05422993492408	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107171500	http://www.wmal.com/2017/11/07/page-reveals-new-contacts-with-trump-campaign-russians/
704709857	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	1	1	1	1.77966101694915	3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	0								3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	20171107171500	https://www.nrtoday.com/news/local/south_county/canyonville/canyonville-christian-academy-alumnus-rose-to-the-top-of-the/article_4db2230c-ed00-542c-9662-517748e04cc7.html
704709858	20161107	201611	2016	2016.8411	USA	TEXAS	USA																		1	043	043	04	1	2.8	5	1	5	1.11940298507463	3	Fredonia, Texas, United States	US	USTX	TX319	30.9321	-99.1134	1357701	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171107171500	http://kicks105.com/the-fredonia-brewery-has-extended-distribution-all-over-texas/
704709859	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	4	1	4	-8.4051724137931	3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171107171500	http://www.journalinquirer.com/crime_and_courts/suffield-woman-accused-of-attempting-prison-break/article_4f76d4bc-c3d8-11e7-8035-4f96ce376b0a.html
704709860	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	2	1	2	-8.4051724137931	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	20171107171500	http://www.journalinquirer.com/crime_and_courts/suffield-woman-accused-of-attempting-prison-break/article_4f76d4bc-c3d8-11e7-8035-4f96ce376b0a.html
704709861	20161107	201611	2016	2016.8411	USA	MASSACHUSETTS	USA																		0	193	193	19	4	-10.0	4	1	4	-8.4051724137931	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171107171500	http://www.journalinquirer.com/crime_and_courts/suffield-woman-accused-of-attempting-prison-break/article_4f76d4bc-c3d8-11e7-8035-4f96ce376b0a.html
704709862	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	042	042	04	1	1.9	1	1	1	1.77966101694915	3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	3	Canyonville, Oregon, United States	US	USOR	OR019	42.9273	-123.281	1118589	20171107171500	https://www.nrtoday.com/news/local/south_county/canyonville/canyonville-christian-academy-alumnus-rose-to-the-top-of-the/article_4db2230c-ed00-542c-9662-517748e04cc7.html
704709863	20171008	201710	2017	2017.7616											BUS	BUSINESS						BUS			1	190	190	19	4	-10.0	10	1	10	-0.63795853269538	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171107171500	http://www.pressreleasepoint.com/new-cdnetworks-research-reveals-69-percent-us-companies-ddos-defenses-breached-past-year
704709864	20171008	201710	2017	2017.7616	CRM	DEALER						CRM			FRA	FRANCE	FRA								1	046	046	04	1	7.0	4	1	4	7.63546798029557	4	Le Marais, France (general), France	FR	FR00	16285	48.9958	1.84704	-1441797	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171107171500	https://www.forbes.com/sites/ceciliapelloux/2017/11/07/inside-the-world-of-art-dealer-emmanuel-perrotin/
704709865	20171008	201710	2017	2017.7616	CRM	ASSAILANT						CRM			HIN105	RASHTRIYA SWAYAMSEVAK SANGH				HIN					1	193	193	19	4	-10.0	8	1	8	-7.25	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171107171500	http://www.india.com/news/india/targeted-killings-in-punjab-an-isi-conspiracy-to-spread-communal-disturbances-says-punjab-cm-captain-amarinder-singh-2610206/
704709866	20171008	201710	2017	2017.7616	CRM	ASSAILANT						CRM			HIN105	RASHTRIYA SWAYAMSEVAK SANGH				HIN					1	193	193	19	4	-10.0	2	1	2	-7.25	4	Satpal, North-West Frontier, Pakistan	PK	PK03	40341	32.8736	70.75	-3881012	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171107171500	http://www.india.com/news/india/targeted-killings-in-punjab-an-isi-conspiracy-to-spread-communal-disturbances-says-punjab-cm-captain-amarinder-singh-2610206/
