703698238	20161103	201611	2016	2016.8301	GBR	UNITED KINGDOM	GBR								men	MENDE			men						1	040	040	04	1	1.0	1	1	1	6.19834710743802	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	20171103184500	https://djmag.com/content/unleash-bringing-passion-and-pizzazz-london-party-scene-promoter-focus
703698239	20161103	201611	2016	2016.8301	INDGOV	MAHARASHTRA	IND					GOV			GOV	CHIEF MINISTER						GOV			1	080	080	08	2	5.0	10	1	10	-0.74257425742575	4	Annaram, Andhra Pradesh, India	IN	IN02	17564	17.3653	78.5992	6243425	4	Annaram, Andhra Pradesh, India	IN	IN02	17564	17.3653	78.5992	6243425	4	Annaram, Andhra Pradesh, India	IN	IN02	17564	17.3653	78.5992	6243425	20171103184500	http://www.thehindu.com/news/cities/Hyderabad/kaleshwaram-gets-inter-state-clearance/article19977656.ece
703698240	20161103	201611	2016	2016.8301	JUD	JUDGE						JUD			AFR	AFRICA	AFR								1	190	190	19	4	-10.0	4	1	4	-8.28729281767957	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171103184500	http://www.kshb.com/newsy/prosecutors-want-oscar-pistorius-to-spend-more-time-in-prison
703698241	20161103	201611	2016	2016.8301	JUD	PROSECUTOR						JUD			BUS	COMPANY						BUS			0	190	190	19	4	-10.0	5	1	5	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103184500	https://theubj.com/news/view/ubjam-today-nov-3
703698242	20161103	201611	2016	2016.8301	JUD	JUDGE						JUD			COP	PRISON						COP			1	173	173	17	4	-5.0	6	1	6	-8.28729281767957	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171103184500	http://www.kshb.com/newsy/prosecutors-want-oscar-pistorius-to-spend-more-time-in-prison
703698243	20161103	201611	2016	2016.8301	JUD	JUDGE						JUD			COP	PRISON						COP			1	190	190	19	4	-10.0	6	1	6	-8.28729281767957	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171103184500	http://www.kshb.com/newsy/prosecutors-want-oscar-pistorius-to-spend-more-time-in-prison
703698244	20161103	201611	2016	2016.8301	KWT	KUWAIT	KWT								KWTGOV	KUWAIT	KWT					GOV			1	084	084	08	2	7.0	2	1	2	3.57142857142857	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171103184500	http://me-confidential.com/17442-kuwait-islands-project-to-get-under-way-with-160-billion.html
703698245	20161103	201611	2016	2016.8301	USA	AMERICAN	USA								HLH	REGISTERED NURSE						HLH			1	020	020	02	1	3.0	10	1	10	1.48637489677952	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171103184500	http://www.kevinmd.com/blog/2017/11/one-nurse-per-4000-pupils-not-healthiest-arrangement.html
703698246	20161103	201611	2016	2016.8301	USAGOV	OBAMA	USA					GOV			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	8	1	8	-2.95081967213115	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103184500	http://babalublog.com/2017/11/03/nikki-haleys-speech-at-the-un-on-the-cuba-embargo-the-american-people-have-spoken/
703698247	20161103	201611	2016	2016.8301	USAGOV	OBAMA	USA					GOV			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	2	1	2	-2.95081967213115	1	United States	US	US		39.828175	-98.5795	US	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103184500	http://babalublog.com/2017/11/03/nikki-haleys-speech-at-the-un-on-the-cuba-embargo-the-american-people-have-spoken/
703698248	20161103	201611	2016	2016.8301	men	MENDE			men						GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	1	1	1	6.19834710743802	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	4	Brixton, Lambeth, United Kingdom	UK	UKH1	40133	51.4667	-0.1	-2590937	20171103184500	https://djmag.com/content/unleash-bringing-passion-and-pizzazz-london-party-scene-promoter-focus
703698249	20171004	201710	2017	2017.7507	ARG	ARGENTINE	ARG								GOV	AUTHORITIES						GOV			0	080	080	08	2	5.0	2	1	2	-8.50622406639004	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171103184500	http://infotel.ca/newsitem/lt-argentina-ex-vice-president-detained/cp1820117151
703698250	20171004	201710	2017	2017.7507	LEG	CONGRESS						LEG			USA	CALIFORNIA	USA								0	070	070	07	2	7.0	30	3	30	0.986520464276753	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171103184500	http://www.dailyprogress.com/news/national/wire/california-asks-for-billion-to-help-wildfire-recovery/article_67c42e97-e2de-5354-9fb7-40685d23ec40.html
703698251	20171027	201710	2017	2017.8137	AFRUAF	AFRICA	AFR					UAF			NER	NIGER	NER								1	154	154	15	4	-7.2	2	1	2	-5.33333333333333	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171103184500	https://lobotero.com/2017/11/03/americas-shadow-war/
703698252	20171027	201710	2017	2017.8137	BUS	COMPANY						BUS			NLD	AMSTERDAM	NLD								0	040	040	04	1	1.0	5	1	5	0.54744525547446	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20171103184500	https://diginomica.com/2017/11/03/nga-hr-gets-set-for-the-era-of-packaged-hr-transformation/
703698253	20171027	201710	2017	2017.8137	BUS	COMPANY						BUS			NLD	AMSTERDAM	NLD								0	040	040	04	1	1.0	5	1	5	0.54744525547446	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171103184500	https://diginomica.com/2017/11/03/nga-hr-gets-set-for-the-era-of-packaged-hr-transformation/
703698254	20171027	201710	2017	2017.8137	GTM	GUATEMALA	GTM								USA	UNITED STATES	USA								1	172	172	17	4	-5.0	4	1	4	-1.02040816326531	4	Fronteras, Izabal, Guatemala	GT	GT09	65298	15.65	-89	-1135652	4	Fronteras, Izabal, Guatemala	GT	GT09	65298	15.65	-89	-1135652	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171103184500	http://tpr.org/post/fronteras-us-policy-slow-migration-threatened-dreamer-deferred-conjunto-queen-eva-ybarra
703698255	20171027	201710	2017	2017.8137	GTM	GUATEMALA CITY	GTM								USA	SAN ANTONIO	USA								1	172	172	17	4	-5.0	6	1	6	-1.02040816326531	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171103184500	http://tpr.org/post/fronteras-us-policy-slow-migration-threatened-dreamer-deferred-conjunto-queen-eva-ybarra
703698256	20171027	201710	2017	2017.8137	LEG	LAWMAKER						LEG			USAGOVELI	HILLARY CLINTON	USA					GOV	ELI		0	090	090	09	2	-2.0	2	1	2	-2.5297619047619	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171103184500	https://article.wn.com/view/2017/11/03/Republicans_Try_To_Force_Special_Counsel_Mueller_To_Resign_T/
703698257	20171027	201710	2017	2017.8137	NLD	AMSTERDAM	NLD								BUS	COMPANY						BUS			0	040	040	04	1	1.0	10	1	10	0.54744525547446	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20171103184500	https://diginomica.com/2017/11/03/nga-hr-gets-set-for-the-era-of-packaged-hr-transformation/
703698258	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								NER	NIGER	NER								1	154	154	15	4	-7.2	8	1	8	-5.33333333333333	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171103184500	https://lobotero.com/2017/11/03/americas-shadow-war/
703698259	20171102	201711	2017	2017.8274	BELCOP	BELGIUM	BEL					COP			ESP	SPAIN	ESP								0	173	173	17	4	-5.0	2	1	2	-3.37423312883436	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171103184500	http://www.express.co.uk/news/world/875229/Catalonia-news-Spain-Carles-Puigdemont-regional-elections
703698260	20171102	201711	2017	2017.8274	BELCOP	BELGIUM	BEL					COP			ESPCOP	SPAIN	ESP					COP			0	173	173	17	4	-5.0	2	1	2	-3.37423312883436	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171103184500	http://www.express.co.uk/news/world/875229/Catalonia-news-Spain-Carles-Puigdemont-regional-elections
703698261	20171102	201711	2017	2017.8274	BGD	BANGLADESH	BGD																		1	010	010	01	1	0.0	2	1	2	-5.89254766031196	4	Nabinagar, Chittagong, Bangladesh	BG	BG84	5789	23.8917	90.9733	-2729032	0								4	Nabinagar, Chittagong, Bangladesh	BG	BG84	5789	23.8917	90.9733	-2729032	20171103184500	http://dev.thedailystar.net/backpage/bus-bandits-1486150
703698262	20171102	201711	2017	2017.8274	BUS	INVESTOR						BUS			USA	FLORIDA	USA								1	0842	084	08	2	7.0	3	1	3	-9.33940774487472	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103184500	http://www.pressreleasepoint.com/three-real-estate-investors-indicted-bid-rigging-florida-online-foreclosure-auctions
703698263	20171102	201711	2017	2017.8274	COP	POLICEMEN						COP													0	010	010	01	1	0.0	10	1	10	-2.8169014084507	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171103184500	http://www.business-standard.com/article/current-affairs/mad-traffic-rousing-cuisines-at-inaugural-day-of-world-food-india-117110301640_1.html
703698264	20171102	201711	2017	2017.8274	GOV	MINIST						GOV			COP	DEPUTY						COP			0	173	173	17	4	-5.0	6	1	6	-3.37423312883436	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171103184500	http://www.express.co.uk/news/world/875229/Catalonia-news-Spain-Carles-Puigdemont-regional-elections
703698265	20171102	201711	2017	2017.8274	MED	SPOKESMAN						MED			MMRMIL	MYANMAR	MMR					MIL			0	020	020	02	1	3.0	10	1	10	-6.12557427258805	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103184500	http://dev.thedailystar.net/frontpage/unblock-citizenship-issue-1486075
703698266	20171102	201711	2017	2017.8274	NGA	ABUJA	NGA								KENJUD	KENYA	KEN					JUD			1	020	020	02	1	3.0	8	1	8	-2.97872340425532	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Lamu, Coast, Kenya	KE	KE02	18585	-2.26925	40.8991	-2253047	1	Zambia	ZA	ZA		-15	30	ZA	20171103184500	https://africa.direct.news/news=1263517
703698267	20171102	201711	2017	2017.8274	NGA	ABUJA	NGA								ZMBGOV	ZAMBIAN	ZMB					GOV			1	091	091	09	2	-2.0	5	1	5	-2.97872340425532	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	Zambia	ZA	ZA		-15	30	ZA	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171103184500	https://africa.direct.news/news=1263517
703698268	20171102	201711	2017	2017.8274	NGA	ABUJA	NGA								ZMBGOV	ZAMBIAN	ZMB					GOV			1	091	091	09	2	-2.0	5	1	5	-2.97872340425532	4	Lamu, Coast, Kenya	KE	KE02	18585	-2.26925	40.8991	-2253047	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171103184500	https://africa.direct.news/news=1263517
703698269	20171102	201711	2017	2017.8274	SYRGOVMED	SYRIA	SYR					GOV	MED		SYR	SYRIA	SYR								1	192	192	19	4	-9.5	2	1	2	-3.08641975308642	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	20171103184500	http://dev.thedailystar.net/world/middle-east/twin-iraq-syria-attacks-loses-last-city-1486165
703698270	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	4	1	4	-2.61363636363636	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171103184500	https://hotair.com/archives/2017/11/03/trump-lot-people-disappointed-justice-department-including/
703698271	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								0	173	173	17	4	-5.0	2	1	2	-4.47284345047923	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	20171103184500	https://article.wn.com/view/2017/11/03/mueller_reveals_new_manafort_link_this_time_to_organized_cri/
703698272	20171103	201711	2017	2017.8301											AFG	AFGHANISTAN	AFG								1	173	173	17	4	-5.0	3	1	3	-9.73451327433631	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171103184500	http://nymag.com/daily/intelligencer/2017/11/bowe-bergdahl-avoids-prison-time.html
703698273	20171103	201711	2017	2017.8301											AFR	AFRICA	AFR								1	112	112	11	3	-2.0	5	1	5	-8.6734693877551	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103184500	http://www.dailymail.co.uk/news/article-5047799/Man-accused-female-genital-mutilation-appears-court.html
703698274	20171103	201711	2017	2017.8301											AUS	WESTERN AUSTRALIA	AUS								1	042	042	04	1	1.9	10	1	10	-0.22935779816514	0								4	Perth Airport, Western Australia, Australia	AS	AS08	5547	-31.9417	115.967	126784	4	Perth Airport, Western Australia, Australia	AS	AS08	5547	-31.9417	115.967	126784	20171103184500	http://www.thehindubusinessline.com/economy/logistics/western-australia-to-offer-sops-to-airlines-connecting-an-indian-city-to-perth/article9942673.ece
703698275	20171103	201711	2017	2017.8301											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	2.93040293040293	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20171103184500	http://www.derryjournal.com/news/business/derry-could-get-new-arts-festival-in-european-capital-culture-bid-1-8228727
703698276	20171103	201711	2017	2017.8301											BUS	COMPANY						BUS			1	040	040	04	1	1.0	10	1	10	1.84615384615384	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20171103184500	http://www.dariennewsonline.com/business/article/Preferred-Brands-Mars-merger-completed-12329957.php
703698277	20171103	201711	2017	2017.8301											BUS	BANK						BUS			0	042	042	04	1	1.9	5	1	5	-1.50214592274678	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20171103184500	https://www.cbronline.com/news/cybersecurity/biometrics-financial-services/
703698278	20171103	201711	2017	2017.8301											BUS	INVESTOR						BUS			1	042	042	04	1	1.9	10	1	10	2.52951096121417	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171103184500	https://www.greentechmedia.com/articles/read/european-grid-edge-ma-alert-centrica-buys-restore-for-81m
703698279	20171103	201711	2017	2017.8301											BUS	INDUSTRY						BUS			0	043	043	04	1	2.8	10	1	10	-2.8169014084507	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171103184500	http://www.business-standard.com/article/current-affairs/mad-traffic-rousing-cuisines-at-inaugural-day-of-world-food-india-117110301640_1.html
703698280	20171103	201711	2017	2017.8301											BUS	BOSS						BUS			1	043	043	04	1	2.8	10	1	10	-0.52356020942409	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20171103184500	http://www.belfastlive.co.uk/whats-on/family-kids-news/important-advice-families-heading-disney-13853850
703698281	20171103	201711	2017	2017.8301											BUS	COMPANIES						BUS			0	043	043	04	1	2.8	10	1	10	-5.43382997370728	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171103184500	https://www.ainonline.com/aviation-news/blogs/torqued-lessons-emergency-planning-hurricanes-harvey-and-irma
703698282	20171103	201711	2017	2017.8301											BUS	BUSINESS						BUS			0	046	046	04	1	7.0	6	1	6	1.8641810918775	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171103184500	https://www.cbronline.com/news/cloud/cloud-wars-ai-ace-huawei/
703698283	20171103	201711	2017	2017.8301											BUS	COMPANY						BUS			1	046	046	04	1	7.0	4	1	4	1.42517814726841	0								3	University Of Alabama, Alabama, United States	US	USAL		33.2151	-87.5467	128364	3	University Of Alabama, Alabama, United States	US	USAL		33.2151	-87.5467	128364	20171103184500	http://www.4-traders.com/SOUTHERN-CO-14441/news/Southern-Alabama-Power-announces-leadership-changes-25434325/
703698284	20171103	201711	2017	2017.8301											BUS	COMPANY						BUS			1	046	046	04	1	7.0	1	1	1	1.42517814726841	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171103184500	http://www.4-traders.com/SOUTHERN-CO-14441/news/Southern-Alabama-Power-announces-leadership-changes-25434325/
703698285	20171103	201711	2017	2017.8301											BUS	AIRLINE						BUS			0	050	050	05	1	3.5	10	1	10	-1.25968992248062	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171103184500	https://skift.com/2017/11/03/one-in-five-amadeus-bookings-subject-to-new-fees-as-air-france-adds-surcharge/
703698286	20171103	201711	2017	2017.8301											CAN	CANADA	CAN								1	040	040	04	1	1.0	4	1	4	1.02171136653895	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20171103184500	https://www.kelownacapnews.com/entertainment/koyczan-eager-to-be-in-front-of-hometown-crowd/
703698287	20171103	201711	2017	2017.8301											CAN	CANADA	CAN								1	042	042	04	1	1.9	4	1	2	-1.7293997965412	0								4	Sarnia, Ontario, Canada	CA	CA08	12661	42.9667	-82.4	-573205	4	Sarnia, Ontario, Canada	CA	CA08	12661	42.9667	-82.4	-573205	20171103184500	https://www.kingstonregion.com/news-story/7769970-discovery-channel-show-pays-visit-to-topsy-farms-to-find-out-if-sheep-shearing-is-tougher-than-it-looks-/
703698288	20171103	201711	2017	2017.8301											CAN	CANADA	CAN								1	042	042	04	1	1.9	10	1	10	3.08924485125858	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171103184500	http://www.mtdemocrat.com/prospecting/photographer-lynne-edwards-is-picture-perfect/
703698289	20171103	201711	2017	2017.8301											CAN	CANADA	CAN								1	043	043	04	1	2.8	66	1	64	-0.473691059185032	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20171103184500	https://www.kelownacapnews.com/opinion/column-watching-and-waiting-in-silver-creek/
703698290	20171103	201711	2017	2017.8301											CAN	CANADA	CAN								1	043	043	04	1	2.8	3	1	3	2.14797136038186	0								4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	20171103184500	https://www.kelownacapnews.com/entertainment/kelowna-woman-represents-canada-in-international-pageant/
703698291	20171103	201711	2017	2017.8301											CAN	CANADA	CAN								1	043	043	04	1	2.8	1	1	1	-0.14992503748126	0								4	Sicamous, British Columbia, Canada	CA	CA02	12566	50.8333	-119	-573612	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20171103184500	https://www.kelownacapnews.com/business/the-flavour-of-mexico-in-a-bottle/
703698292	20171103	201711	2017	2017.8301											CANCVL	VANCOUVER	CAN					CVL			1	051	051	05	1	3.4	10	1	10	1.90336749633968	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171103184500	http://www.kelownacapnews.com/news/province-feds-see-lots-of-work-ahead-of-marijuana-legalization/
