703880075	20171028	201710	2017	2017.8164	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	036	036	03	1	4.0	1	1	1	-2.39700374531835	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20171104124500	https://www.politico.com/story/2017/11/04/trump-gop-tax-bill-democrats-244529
703880076	20171028	201710	2017	2017.8164	MED	MEDIA						MED													1	020	020	02	1	3.0	3	1	3	-1.34831460674157	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	0								4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	20171104124500	http://allafrica.com/stories/201711040150.html
703880077	20171028	201710	2017	2017.8164	MED	MEDIA						MED													1	090	090	09	2	-2.0	3	1	3	-1.34831460674157	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	0								4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	20171104124500	http://allafrica.com/stories/201711040150.html
703880078	20171028	201710	2017	2017.8164	MED	PUBLISHER						MED													0	133	133	13	3	-5.8	5	1	5	-2.39700374531835	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20171104124500	https://www.politico.com/story/2017/11/04/trump-gop-tax-bill-democrats-244529
703880079	20171028	201710	2017	2017.8164	MED	MEDIA						MED			LSO	LESOTHO	LSO								1	020	020	02	1	3.0	2	1	2	-1.34831460674157	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	20171104124500	http://allafrica.com/stories/201711040150.html
703880080	20171028	201710	2017	2017.8164	MED	MEDIA						MED			LSO	LESOTHO	LSO								1	090	090	09	2	-2.0	2	1	2	-1.34831460674157	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	4	Mazenod, Lesotho (general), Lesotho	LT	LT00	18925	-29.419	27.5689	-1405865	20171104124500	http://allafrica.com/stories/201711040150.html
703880081	20171028	201710	2017	2017.8164	MED	MEDIA						MED			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.00616332819723	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171104124500	http://www.nevadaappeal.com/news/opinion/teri-vance-celebrating-nevada-every-day/
703880082	20171028	201710	2017	2017.8164	THA	BANGKOK	THA								TUR	TURKISH	TUR								1	043	043	04	1	2.8	6	1	6	1.82926829268293	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171104124500	http://aa.com.tr/en/asia-pacific/turkish-firms-to-attend-bangkok-defense-fair-next-week/956502
703880083	20171028	201710	2017	2017.8164	THA	THAILAND	THA								TUR	TURKEY	TUR								1	043	043	04	1	2.8	2	1	2	1.82926829268293	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171104124500	http://aa.com.tr/en/asia-pacific/turkish-firms-to-attend-bangkok-defense-fair-next-week/956502
703880084	20171028	201710	2017	2017.8164	TUR	TURKISH	TUR								THA	BANGKOK	THA								1	042	042	04	1	1.9	6	1	6	1.82926829268293	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171104124500	http://aa.com.tr/en/asia-pacific/turkish-firms-to-attend-bangkok-defense-fair-next-week/956502
703880085	20171028	201710	2017	2017.8164	TUR	TURKEY	TUR								THA	THAILAND	THA								1	042	042	04	1	1.9	2	1	2	1.82926829268293	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	1	Turkey	TU	TU		39.059012	34.911546	TU	20171104124500	http://aa.com.tr/en/asia-pacific/turkish-firms-to-attend-bangkok-defense-fair-next-week/956502
703880086	20171028	201710	2017	2017.8164	USA	INDIANA	USA								LEG	CHAMBER						LEG			0	036	036	03	1	4.0	6	1	6	-2.39700374531835	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171104124500	https://www.politico.com/story/2017/11/04/trump-gop-tax-bill-democrats-244529
703880087	20171028	201710	2017	2017.8164	USA	UNITED STATES	USA								LEG	SENATE						LEG			0	036	036	03	1	4.0	1	1	1	-2.39700374531835	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171104124500	https://www.politico.com/story/2017/11/04/trump-gop-tax-bill-democrats-244529
703880088	20171028	201710	2017	2017.8164	USA	UNITED STATES	USA								LEG	CHAMBER						LEG			0	036	036	03	1	4.0	1	1	1	-2.39700374531835	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20171104124500	https://www.politico.com/story/2017/11/04/trump-gop-tax-bill-democrats-244529
703880089	20171028	201710	2017	2017.8164	USA	UNITED STATES	USA								LEG	SENATE						LEG			0	036	036	03	1	4.0	2	1	2	-2.39700374531835	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171104124500	https://www.politico.com/story/2017/11/04/trump-gop-tax-bill-democrats-244529
703880090	20171028	201710	2017	2017.8164	USA	UNITED STATES	USA								MED	MEDIA						MED			1	042	042	04	1	1.9	2	1	2	4.00616332819723	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171104124500	http://www.nevadaappeal.com/news/opinion/teri-vance-celebrating-nevada-every-day/
703880091	20171103	201711	2017	2017.8301	ARG	BUENOS AIRES	ARG								GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	1	1	1	-4.58937198067633	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171104124500	https://www.stabroeknews.com/2017/news/regional/11/04/four-guyanese-held-in-tt-over-robbery-of-cop/
703880092	20171103	201711	2017	2017.8301	ARG	BUENOS AIRES	ARG								USAMED	REUTERS	USA					MED			0	173	173	17	4	-5.0	1	1	1	-4.58937198067633	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171104124500	https://www.stabroeknews.com/2017/news/regional/11/04/four-guyanese-held-in-tt-over-robbery-of-cop/
703880093	20171103	201711	2017	2017.8301	BUS	INDUSTRY						BUS													1	036	036	03	1	4.0	5	1	5	2.33918128654971	4	Erzincan, Erzincan, Turkey	TU	TU24	27775	39.7522	39.4928	-748389	0								4	Erzincan, Erzincan, Turkey	TU	TU24	27775	39.7522	39.4928	-748389	20171104124500	http://www.yenisafak.com/en/news/turkish-pm-reveals-5b-defense-projects-2797476
703880094	20171103	201711	2017	2017.8301	LEG	SENATOR						LEG			GOV	ADMINISTRATION						GOV			1	138	138	13	3	-7.0	6	1	6	-5.24109014675053	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104124500	https://article.wn.com/view/2017/11/04/Why_is_Sudan_off_the_Muslim_ban_but_Chad_is_on_it/
703880095	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	042	042	04	1	1.9	1	1	1	-0.74282272636017	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104124500	http://bombmagazine.org/articles/adam-broomberg-and-oliver-chanarin/
703880096	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	042	042	04	1	1.9	3	1	3	-0.74282272636017	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171104124500	http://bombmagazine.org/articles/adam-broomberg-and-oliver-chanarin/
703880097	20171104	201711	2017	2017.8329											AGR	FARMER						AGR			1	040	040	04	1	1.0	3	1	3	2.91479820627802	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20171104124500	http://www.ibtimes.com/hallmark-channel-christmas-festival-ice-premiere-meet-cast-watch-trailer-2610060
703880098	20171104	201711	2017	2017.8329											AUS	AUSTRALIA	AUS								1	030	030	03	1	4.0	4	1	4	-1.22880314573606	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104124500	https://seekingalpha.com/article/4120512-newlink-genetics-nlnk-ceo-charles-link-q3-2017-results-earnings-call-transcript
703880099	20171104	201711	2017	2017.8329											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	-0.883002207505521	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171104124500	http://www.ibtimes.co.in/demonetization-broke-backbone-indian-real-estate-sector-stabilized-just-quickly-anuj-puri-748200
703880100	20171104	201711	2017	2017.8329											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	10	1	10	1.03092783505154	0								4	Gangtok, Sikkim, India	IN	IN29	17861	27.3333	88.6167	-2095904	4	Gangtok, Sikkim, India	IN	IN29	17861	27.3333	88.6167	-2095904	20171104124500	https://yourstory.com/2017/11/this-23-year-old-serial-entrepreneur-has-built-a-tourist-taxi-aggregator-for-the-northeast/
703880101	20171104	201711	2017	2017.8329											BUS	BUSINESS						BUS			1	100	100	10	3	-5.0	5	1	5	0	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171104124500	http://www.businessworld.in/article/-We-Are-Reproducing-Elitism-In-Higher-Education-Kamal-Mitra-Chenoy-/04-11-2017-130527/
703880102	20171104	201711	2017	2017.8329											BUS	AIRLINE						BUS			1	111	111	11	3	-2.0	5	1	5	-0.77220077220077	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171104124500	http://www.moneycontrol.com/news/india/pv-sindhu-claims-indigo-staff-misbehaved-with-her-airline-denies-blaming-her-oversized-bag-2429267.html
703880103	20171104	201711	2017	2017.8329											BUS	AIRLINE						BUS			1	182	182	18	4	-9.5	5	1	5	6.18955512572534	0								0								0								20171104124500	http://www.moneycontrol.com/news/business/stocks-business/time-to-buy-top-7-stocks-which-global-brokerages-upgraded-post-q2-results-2429207.html
703880104	20171104	201711	2017	2017.8329											CHRPRO332	CHRISTIAN CHURCH				CHR	PRO				0	060	060	06	2	6.0	1	1	1	-0.85744908896034	0								3	First Christian Church, Nebraska, United States	US	USNE		42.1033	-102.871	1827719	3	First Christian Church, Nebraska, United States	US	USNE		42.1033	-102.871	1827719	20171104124500	http://www.laramieboomerang.com/opinion/laramie-s-living-history-mystery-at-the-museum-bible-with/article_ec7e2d18-c122-11e7-a8ea-7f65a059c546.html
703880105	20171104	201711	2017	2017.8329											COP	POLICE						COP			1	090	090	09	2	-2.0	3	1	3	-1.22448979591837	0								4	Auchi, Edo, Nigeria	NI	NI37	191255	7.06667	6.26667	-2000903	4	Auchi, Edo, Nigeria	NI	NI37	191255	7.06667	6.26667	-2000903	20171104124500	http://thenewsnigeria.com.ng/2017/11/auchi-poly-student-celebrating-graduation-shot-dead/
703880106	20171104	201711	2017	2017.8329											CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	2	1	2	6.04026845637584	0								3	Shelby County, Illinois, United States	US	USIL		39.4	-88.7834	1785051	3	Shelbyville, Illinois, United States	US	USIL	IL173	39.4064	-88.7901	418336	20171104124500	http://taylorvilledailynews.com/local-news/331836
703880107	20171104	201711	2017	2017.8329											EDU	UNIVERSITY						EDU			1	017	017	01	1	0.0	2	1	2	2.65151515151515	0								4	Baranovichi, Hrodzyenskaya Voblasts', Belarus	BO	BO03	39937	53.67	23.7323	-1941040	4	Baranovichi, Hrodzyenskaya Voblasts', Belarus	BO	BO03	39937	53.67	23.7323	-1941040	20171104124500	http://eng.belta.by/society/view/baranovichi-local-history-readings-to-gather-experts-from-four-countries-106508-2017/
703880108	20171104	201711	2017	2017.8329											EDU	SCHOOL						EDU			1	030	030	03	1	4.0	10	1	10	0.925925925925924	0								4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	20171104124500	http://www.brentwoodlive.co.uk/news/chelmsfordnews/15639342.display/
703880109	20171104	201711	2017	2017.8329											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	10	1	10	0.925925925925924	0								4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	20171104124500	http://www.brentwoodlive.co.uk/news/chelmsfordnews/15639342.display/
703880110	20171104	201711	2017	2017.8329											EDU	UNIVERSITY						EDU			1	040	040	04	1	1.0	2	1	2	2.65151515151515	0								4	Baltic Sea, Oceans (general), Oceans	OS	OS00	154724	56	18	-2621583	4	Baltic Sea, Oceans (general), Oceans	OS	OS00	154724	56	18	-2621583	20171104124500	http://eng.belta.by/society/view/baranovichi-local-history-readings-to-gather-experts-from-four-countries-106508-2017/
703880111	20171104	201711	2017	2017.8329											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	2.91479820627802	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20171104124500	http://www.ibtimes.com/hallmark-channel-christmas-festival-ice-premiere-meet-cast-watch-trailer-2610060
703880112	20171104	201711	2017	2017.8329											EGY	EGYPT	EGY								1	044	044	04	1	2.5	7	1	7	-1.66666666666667	0								4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	20171104124500	https://www.thetimes.co.uk/article/family-fears-for-briton-arrested-for-taking-painkillers-into-egypt-5tj7t7fhq
703880113	20171104	201711	2017	2017.8329											ESP	CATALONIA	ESP								1	042	042	04	1	1.9	1	1	1	-2.81485076437757	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104124500	https://godsandradicals.org/2017/11/04/catalunya-and-the-coming-flood/
703880114	20171104	201711	2017	2017.8329											ESP	CATALONIA	ESP								1	042	042	04	1	1.9	1	1	1	-2.81485076437757	0								4	Catalunya, Spain (general), Spain	SP	SP00	25807	42	2	-377299	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104124500	https://godsandradicals.org/2017/11/04/catalunya-and-the-coming-flood/
703880115	20171104	201711	2017	2017.8329											ESP	SPAIN	ESP								0	042	042	04	1	1.9	1	1	1	-2.81485076437757	0								4	Portbou, Comunidad Autonoma de Cataluna, Spain	SP	SP56	16289	42.4263	3.15767	-397205	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171104124500	https://godsandradicals.org/2017/11/04/catalunya-and-the-coming-flood/
703880116	20171104	201711	2017	2017.8329											ESP	SPAIN	ESP								0	042	042	04	1	1.9	1	1	1	-2.81485076437757	0								4	Portbou, Comunidad Autonoma de Cataluna, Spain	SP	SP56	16289	42.4263	3.15767	-397205	4	Portbou, Comunidad Autonoma de Cataluna, Spain	SP	SP56	16289	42.4263	3.15767	-397205	20171104124500	https://godsandradicals.org/2017/11/04/catalunya-and-the-coming-flood/
703880117	20171104	201711	2017	2017.8329											EUR	EUROPE	EUR								1	036	036	03	1	4.0	9	1	9	4.66562808081472	0								3	Ann Arbor, Michigan, United States	US	USMI		42.2709	-83.7263	620133	3	Ann Arbor, Michigan, United States	US	USMI		42.2709	-83.7263	620133	20171104124500	http://chelseaupdate.com/tag/bank-of-ann-arbor/
703880118	20171104	201711	2017	2017.8329											FRA	MARSEILLE	FRA								1	112	112	11	3	-2.0	2	1	2	-9.31174089068823	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104124500	http://www.njherald.com/article/20171103/AP/311039604
703880119	20171104	201711	2017	2017.8329											GBR	WALES	GBR								1	051	051	05	1	3.4	10	1	10	1.0126582278481	0								4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	20171104124500	http://www.tivysideadvertiser.co.uk/news/15641211.MP__39_s_fury_at_broken_rail_promise/
703880120	20171104	201711	2017	2017.8329											GBR	UNITED KINGDOM	GBR								0	130	130	13	3	-4.4	12	2	12	0.86083213773314	0								1	United Kingdom	UK	UK		54	-4	UK	1	Norway	NO	NO		62	10	NO	20171104124500	http://www.bbc.co.uk/news/uk-northern-ireland-politics-41862575
703880121	20171104	201711	2017	2017.8329											GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	10	1	10	-3.12500000000001	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104124500	https://www.yahoo.com/news/trump-exit-anti-corruption-pact-120031653.html
703880122	20171104	201711	2017	2017.8329											GOV	CHIEF EXECUTIVE						GOV			0	030	030	03	1	4.0	3	1	3	0.0975451146155097	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171104124500	https://seekingalpha.com/article/4120515-karyopharm-therapeutics-kpti-ceo-michael-kauffman-q3-2017-results-earnings-call-transcript
703880123	20171104	201711	2017	2017.8329											GOV	LAW MINIST						GOV			1	040	040	04	1	1.0	10	1	10	-4.93273542600897	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171104124500	http://www.dhakatribune.com/bangladesh/law-rights/2017/11/04/law-minister-amendment-review-november/
703880124	20171104	201711	2017	2017.8329											GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	6	1	6	-0.14641288433383	0								4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	4	Mecca, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20171104124500	https://www.inuth.com/india/heres-why-modi-govt-will-completely-end-haj-subsidy-by-2018/
703880125	20171104	201711	2017	2017.8329											GOV	ADMINISTRATION						GOV			0	080	080	08	2	5.0	5	1	5	0.50632911392405	0								1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171104124500	http://www.richmond.com/opinion/their-opinion/guest-columnists/simon-lester-on-trump-s-trade-policy-new-deals-or/article_07c21ddc-bbab-5ad8-96e6-d13066df5739.html
703880126	20171104	201711	2017	2017.8329											GOV	ADMINISTRATION						GOV			0	080	080	08	2	5.0	5	1	5	0.50632911392405	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104124500	http://www.richmond.com/opinion/their-opinion/guest-columnists/simon-lester-on-trump-s-trade-policy-new-deals-or/article_07c21ddc-bbab-5ad8-96e6-d13066df5739.html
703880127	20171104	201711	2017	2017.8329											GOV	PETROLEUM MINIST						GOV			1	120	120	12	3	-4.0	12	2	12	-3.61799217731422	0								1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20171104124500	https://finance.yahoo.com/news/sri-lankan-motorists-line-buy-122022636.html
703880128	20171104	201711	2017	2017.8329											GOV	ADMINISTRATION						GOV			0	120	120	12	3	-4.0	10	1	10	0.50632911392405	0								1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171104124500	http://www.richmond.com/opinion/their-opinion/guest-columnists/simon-lester-on-trump-s-trade-policy-new-deals-or/article_07c21ddc-bbab-5ad8-96e6-d13066df5739.html
703880129	20171104	201711	2017	2017.8329											IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			0	050	050	05	1	3.5	5	1	5	0.50632911392405	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171104124500	http://www.richmond.com/opinion/their-opinion/guest-columnists/simon-lester-on-trump-s-trade-policy-new-deals-or/article_07c21ddc-bbab-5ad8-96e6-d13066df5739.html
703880130	20171104	201711	2017	2017.8329											IGOWSTNATMIL	NATO	WST	NAT				IGO	MIL		0	160	160	16	4	-4.0	6	1	6	-1.74880763116057	0								4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171104124500	https://sputniknews.com/analysis/201711041058813370-turkey-incirlik-us-nuclear-weapons/
703880131	20171104	201711	2017	2017.8329											IND	RAJASTHAN	IND								1	173	173	17	4	-5.0	3	1	3	1.12359550561798	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20171104124500	https://www.outlookindia.com/website/story/on-demonetisation-anniversary-vasundhara-raje-govt-to-make-50000-people-sing-van/303918
703880132	20171104	201711	2017	2017.8329											JPN	JAPAN	JPN								0	030	030	03	1	4.0	2	1	2	0.0975451146155097	0								4	Sadal, Kyongsang-bukto, South Korea	KS	KS14	24981	36.8215	129.341	10347747	1	Japan	JA	JA		36	138	JA	20171104124500	https://seekingalpha.com/article/4120515-karyopharm-therapeutics-kpti-ceo-michael-kauffman-q3-2017-results-earnings-call-transcript
