703694993	20161103	201611	2016	2016.8301	MIL	NAVY						MIL													0	013	013	01	1	0.4	3	1	3	-0.0651465798045598	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171103183000	https://breakingdefense.com/2017/11/frigate-rfp-pioneers-new-shipbuilding-approach/
703694994	20161103	201611	2016	2016.8301	NGA	NIGER DELTA	NGA																		1	190	190	19	4	-10.0	1	1	1	-8.203125	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171103183000	http://news.trust.org/item/20171103122933-ekjew
703694995	20161103	201611	2016	2016.8301	NGA	NIGER DELTA	NGA																		1	190	190	19	4	-10.0	1	1	1	-8.203125	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171103183000	http://news.trust.org/item/20171103122933-ekjew
703694996	20161103	201611	2016	2016.8301	NGA	NIGER DELTA	NGA								NGAGOV	NIGERIAN	NGA					GOV			1	138	138	13	3	-7.0	10	1	10	-5.12820512820513	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171103183000	http://adelove.com/2017/11/03/niger-delta-avengers-calls-off-ceasefire-nigeria-government/
703694997	20161103	201611	2016	2016.8301	NGA	NIGER DELTA	NGA								NGAGOV	NIGERIA	NGA					GOV			1	160	160	16	4	-4.0	10	1	10	-5.12820512820513	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171103183000	http://adelove.com/2017/11/03/niger-delta-avengers-calls-off-ceasefire-nigeria-government/
703694998	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								MIL	NAVY						MIL			0	013	013	01	1	0.4	4	1	4	-0.0651465798045598	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171103183000	https://breakingdefense.com/2017/11/frigate-rfp-pioneers-new-shipbuilding-approach/
703694999	20161103	201611	2016	2016.8301	dal	DALIT			dal						CVL	COMMUNITY						CVL			0	193	193	19	4	-10.0	2	1	2	1.38888888888888	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	20171103183000	http://www.thehindu.com/elections/gujarat-2017/jignesh-mevani-meets-rahul-gandhi-in-gujarat/article19977669.ece
703695000	20161103	201611	2016	2016.8301	dal	DALIT			dal						GOV	GOVERNMENT						GOV			0	110	110	11	3	-2.0	8	1	8	1.38888888888888	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	20171103183000	http://www.thehindu.com/elections/gujarat-2017/jignesh-mevani-meets-rahul-gandhi-in-gujarat/article19977669.ece
703695001	20161103	201611	2016	2016.8301	dal	DALIT			dal						LEG	CONGRESS						LEG			1	046	046	04	1	7.0	10	1	10	-1.51515151515152	0								0								0								20171103183000	http://www.dnaindia.com/india/report-gujarat-elections-more-power-to-congress-gujarat-dalit-leader-meets-rahul-gandhi-pledges-to-defeat-bjp-2557558
703695002	20161103	201611	2016	2016.8301	dal	DALIT			dal						dalCVL	DALIT			dal			CVL			0	193	193	19	4	-10.0	6	1	6	1.38888888888888	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	20171103183000	http://www.thehindu.com/elections/gujarat-2017/jignesh-mevani-meets-rahul-gandhi-in-gujarat/article19977669.ece
703695003	20171004	201710	2017	2017.7507	AUSGOV	AUSTRALIAN	AUS					GOV			NZLGOV	NEW ZEALAND	NZL					GOV			0	040	040	04	1	1.0	3	1	3	-7.32899022801303	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695004	20171004	201710	2017	2017.7507	GOV	MINISTRY						GOV			CHR	CHRISTIAN				CHR					1	010	010	01	1	0.0	2	1	2	-5.61797752808989	3	Wilkesboro, North Carolina, United States	US	USNC	NC193	36.146	-81.1606	997336	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171103183000	http://www.12403wc.com/home/2017/11/3/wilkes-unemployment-rate-down.html
703695005	20171004	201710	2017	2017.7507	GOV	AUTHORITIES						GOV			USA	UNITED STATES	USA								1	141	141	14	3	-6.5	1	1	1	-13.7777777777778	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	3	Charlottesville, Indiana, United States	US	USIN	IN161	39.5362	-84.853	432429	3	Charlottesville, Indiana, United States	US	USIN	IN161	39.5362	-84.853	432429	20171103183000	http://wina.com/news/064460-two-plead-guilty-for-august-12th-assaults/
703695006	20171004	201710	2017	2017.7507	GOV	AUTHORITIES						GOV			USA	UNITED STATES	USA								1	141	141	14	3	-6.5	1	1	1	-13.7777777777778	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	3	Charlottesville, Indiana, United States	US	USIN	IN161	39.5362	-84.853	432429	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171103183000	http://wina.com/news/064460-two-plead-guilty-for-august-12th-assaults/
703695007	20171004	201710	2017	2017.7507	GOV	AUTHORITIES						GOV			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-13.7777777777778	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171103183000	http://wina.com/news/064460-two-plead-guilty-for-august-12th-assaults/
703695008	20171004	201710	2017	2017.7507	LEG	CONGRESS						LEG			TWN	TAIWANESE	TWN								1	020	020	02	1	3.0	8	1	8	4.65890183028286	4	Lu Li-An, Gansu, China	CH	CH15	13027	33.5523	104.601	10649703	4	Lu Li-An, Gansu, China	CH	CH15	13027	33.5523	104.601	10649703	4	Lu Li-An, Gansu, China	CH	CH15	13027	33.5523	104.601	10649703	20171103183000	http://www.taipeitimes.com/News/editorials/archives/2017/11/04/2003681611
703695009	20171004	201710	2017	2017.7507	NZLGOV	NEW ZEALAND	NZL					GOV			AUSGOV	AUSTRALIAN	AUS					GOV			0	036	036	03	1	4.0	3	1	3	-7.32899022801303	1	New Zealand	NZ	NZ		-42	174	NZ	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695010	20171004	201710	2017	2017.7507	NZLGOV	NEW ZEALAND	NZL					GOV			AUSGOV	AUSTRALIAN	AUS					GOV			0	040	040	04	1	1.0	3	1	3	-7.32899022801303	1	New Zealand	NZ	NZ		-42	174	NZ	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695011	20171004	201710	2017	2017.7507	PHLGOV	PHILIPPINE	PHL					GOV			PHL	PHILIPPINE	PHL								1	173	173	17	4	-5.0	4	1	4	-9.13140311804009	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171103183000	http://www.tribuneindia.com/news/nation/arrested-filipina-also-faces-terror-raps-in-india-officials/491860.html
703695012	20171004	201710	2017	2017.7507	USA	VIRGINIA	USA																		1	141	141	14	3	-6.5	3	1	3	-13.7777777777778	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171103183000	http://wina.com/news/064460-two-plead-guilty-for-august-12th-assaults/
703695013	20171004	201710	2017	2017.7507	USA	LAS VEGAS	USA								USAGOV	LAS VEGAS	USA					GOV			1	193	193	19	4	-10.0	10	1	10	-9.85915492957742	0								0								0								20171103183000	https://www.seattletimes.com/nation-world/sheriff-las-vegas-shooter-had-lost-money-been-depressed/
703695014	20171027	201710	2017	2017.8137											BUS	BANK						BUS			1	046	046	04	1	7.0	3	1	3	1.3681592039801	0								1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	20171103183000	http://www.bta.bg/en/c/DF/id/1684131
703695015	20171027	201710	2017	2017.8137											USAEDU	VIRGINIA	USA					EDU			1	051	051	05	1	3.4	5	1	5	2.03045685279188	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171103183000	http://getschooled.blog.myajc.com/2017/11/03/atlanta-public-schools-down-from-23-to-16-failing-schools-eligible-for-state-intervention/
703695016	20171027	201710	2017	2017.8137	BGR	BULGARIA	BGR								BUS	BANK						BUS			1	046	046	04	1	7.0	1	1	1	1.3681592039801	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171103183000	http://www.bta.bg/en/c/DF/id/1684131
703695017	20171027	201710	2017	2017.8137	BGR	BULGARIA	BGR								BUS	BANK						BUS			1	046	046	04	1	7.0	1	1	1	1.3681592039801	1	Hungary	HU	HU		47	20	HU	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171103183000	http://www.bta.bg/en/c/DF/id/1684131
703695018	20171027	201710	2017	2017.8137	BUS	BANK						BUS													1	046	046	04	1	7.0	3	1	3	1.3681592039801	1	Hungary	HU	HU		47	20	HU	0								1	Hungary	HU	HU		47	20	HU	20171103183000	http://www.bta.bg/en/c/DF/id/1684131
703695019	20171027	201710	2017	2017.8137	BUS	BANK						BUS			BGR	BULGARIA	BGR								1	046	046	04	1	7.0	1	1	1	1.3681592039801	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171103183000	http://www.bta.bg/en/c/DF/id/1684131
703695020	20171027	201710	2017	2017.8137	BUS	BANK						BUS			BGR	BULGARIA	BGR								1	046	046	04	1	7.0	1	1	1	1.3681592039801	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	1	Hungary	HU	HU		47	20	HU	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171103183000	http://www.bta.bg/en/c/DF/id/1684131
703695021	20171027	201710	2017	2017.8137	GBR	UNITED KINGDOM	GBR								GOV	MINIST						GOV			0	060	060	06	2	6.0	1	1	1	-1.03292446739832	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103183000	http://www.middleeasteye.net/columns/priti-patels-israel-blunder-appalling-breach-diplomatic-protocols-1889472850
703695022	20171027	201710	2017	2017.8137	GBR	UNITED KINGDOM	GBR								GOV	MINIST						GOV			0	060	060	06	2	6.0	1	1	1	-1.03292446739832	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20171103183000	http://www.middleeasteye.net/columns/priti-patels-israel-blunder-appalling-breach-diplomatic-protocols-1889472850
703695023	20171027	201710	2017	2017.8137	GBR	UNITED KINGDOM	GBR								GOV	CABINET						GOV			0	1014	101	10	3	-5.0	2	1	2	-1.03292446739832	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103183000	http://www.middleeasteye.net/columns/priti-patels-israel-blunder-appalling-breach-diplomatic-protocols-1889472850
703695024	20171027	201710	2017	2017.8137	GOV	CABINET						GOV													0	060	060	06	2	6.0	3	1	3	-1.03292446739832	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20171103183000	http://www.middleeasteye.net/columns/priti-patels-israel-blunder-appalling-breach-diplomatic-protocols-1889472850
703695025	20171027	201710	2017	2017.8137	GOV	CABINET						GOV													0	1014	101	10	3	-5.0	3	1	3	-1.03292446739832	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103183000	http://www.middleeasteye.net/columns/priti-patels-israel-blunder-appalling-breach-diplomatic-protocols-1889472850
703695026	20171102	201711	2017	2017.8274											HLH	DOCTOR						HLH			1	1821	182	18	4	-9.0	5	1	5	-8.63309352517989	0								0								0								20171103183000	http://www.ptinews.com/news/9207023_Peon-rapes-girl-inside-clinic-in-east-Delhi.html
703695027	20171102	201711	2017	2017.8274	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	-4.22535211267606	1	China	CH	CH		35	105	CH	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695028	20171102	201711	2017	2017.8274	CHN	CHINA	CHN								TWN	TAIWAN	TWN								1	040	040	04	1	1.0	2	1	2	-1.09689213893967	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681618
703695029	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			KOR	SEOUL	KOR								1	141	141	14	3	-6.5	7	1	7	-4.22535211267606	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695030	20171102	201711	2017	2017.8274	IRN	IRAN	IRN								OPP	DETAINEE						OPP			0	010	010	01	1	0.0	1	1	1	-7.32899022801303	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	1	Iran	IR	IR		32	53	IR	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695031	20171102	201711	2017	2017.8274	IRN	IRANIAN	IRN								OPP	DETAINEE						OPP			0	010	010	01	1	0.0	2	1	2	-7.32899022801303	1	Iran	IR	IR		32	53	IR	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695032	20171102	201711	2017	2017.8274	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	1	1	1	-4.22535211267606	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695033	20171102	201711	2017	2017.8274	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	4	1	4	-4.22535211267606	1	Japan	JA	JA		36	138	JA	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695034	20171102	201711	2017	2017.8274	KOR	SOUTH KOREA	KOR								CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	-4.22535211267606	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695035	20171102	201711	2017	2017.8274	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								0	042	042	04	1	1.9	1	1	1	-4.22535211267606	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695036	20171102	201711	2017	2017.8274	KOR	SOUTH KOREA	KOR								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	2	1	2	-4.22535211267606	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Philippines	RP	RP		13	122	RP	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695037	20171102	201711	2017	2017.8274	KOR	SOUTH KOREA	KOR								VNM	VIETNAM	VNM								0	042	042	04	1	1.9	2	1	2	-4.22535211267606	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695038	20171102	201711	2017	2017.8274	KORGOV	SOUTH KOREA	KOR					GOV			KOR	SEOUL	KOR								1	141	141	14	3	-6.5	1	1	1	-4.22535211267606	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695039	20171102	201711	2017	2017.8274	MED	MEDIA						MED													1	192	192	19	4	-9.5	6	1	6	-2.81124497991968	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171103183000	https://www.mediaite.com/online/trump-slams-fake-news-network-tv-for-not-covering-dem-primary-revelations-disgraceful/
703695040	20171102	201711	2017	2017.8274	OPP	PROTESTER						OPP			ESP	CATALONIA	ESP								0	191	191	19	4	-9.5	2	1	2	-7.96747967479675	1	Belgium	BE	BE		50.833333	4	BE	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	1	Belgium	BE	BE		50.833333	4	BE	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681617
703695041	20171102	201711	2017	2017.8274	PHL	PHILIPPINE	PHL								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	-4.22535211267606	1	Philippines	RP	RP		13	122	RP	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695042	20171102	201711	2017	2017.8274	PNGOPP	MANUS	PNG					OPP			OPP	DETAINEE						OPP			0	013	013	01	1	0.4	2	1	2	-7.32899022801303	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695043	20171102	201711	2017	2017.8274	PNGOPP	MANUS	PNG					OPP			OPP	DETAINEE						OPP			0	013	013	01	1	0.4	1	1	1	-7.32899022801303	1	Iran	IR	IR		32	53	IR	1	New Zealand	NZ	NZ		-42	174	NZ	1	Iran	IR	IR		32	53	IR	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695044	20171102	201711	2017	2017.8274	PNGOPP	MANUS	PNG					OPP			OPP	DETAINEE						OPP			0	013	013	01	1	0.4	4	1	4	-7.32899022801303	1	Iran	IR	IR		32	53	IR	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171103183000	http://www.taipeitimes.com/News/world/archives/2017/11/04/2003681643
703695045	20171102	201711	2017	2017.8274	TWN	TAIWAN	TWN								CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	-1.09689213893967	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681618
703695046	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	192	192	19	4	-9.5	2	1	2	-2.81124497991968	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171103183000	https://www.mediaite.com/online/trump-slams-fake-news-network-tv-for-not-covering-dem-primary-revelations-disgraceful/
703695047	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	192	192	19	4	-9.5	2	1	2	-2.81124497991968	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171103183000	https://www.mediaite.com/online/trump-slams-fake-news-network-tv-for-not-covering-dem-primary-revelations-disgraceful/
703695048	20171102	201711	2017	2017.8274	VNM	VIETNAM	VNM								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	-4.22535211267606	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Japan	JA	JA		36	138	JA	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681620
703695049	20171102	201711	2017	2017.8274	sco	SCOTTISH			sco						GBR	UNITED KINGDOM	GBR								0	012	012	01	1	-0.4	1	1	1	-7.96747967479675	1	United Kingdom	UK	UK		54	-4	UK	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171103183000	http://www.taipeitimes.com/News/front/archives/2017/11/04/2003681617
