704297521	20161106	201611	2016	2016.8384	NGA	NIGER DELTA	NGA								NER	NIGER	NER								1	100	100	10	3	-5.0	2	1	2	-5.67375886524823	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Niger	NG	NG		16	8	NG	20171106120000	http://punchng.com/give-peace-talks-a-chance-community-leaders-beg-niger-delta-avengers/
704297522	20161106	201611	2016	2016.8384	RUS	RUSSIA	RUS								SAU	SAUDI ARABIA	SAU								0	1124	112	11	3	-2.0	2	1	2	-5.52529182879378	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106120000	http://eaworldview.com/2017/11/reverse-engineering-russias-propaganda/
704297523	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								SAU	SAUDI	SAU								0	1124	112	11	3	-2.0	5	1	5	-5.52529182879378	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Saudi Arabia	SA	SA		25	45	SA	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106120000	http://eaworldview.com/2017/11/reverse-engineering-russias-propaganda/
704297524	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								SAU	SAUDI	SAU								0	1124	112	11	3	-2.0	1	1	1	-5.52529182879378	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171106120000	http://eaworldview.com/2017/11/reverse-engineering-russias-propaganda/
704297525	20161106	201611	2016	2016.8384	UAF	TERRORIST						UAF			USA	UNITED STATES	USA								1	154	154	15	4	-7.2	8	1	8	-3.26370757180157	1	Russia	RS	RS		60	100	RS	4	Mexico City, Distrito Federal, Mexico	MX	MX09	20887	19.4342	-99.1386	-1658079	1	Russia	RS	RS		60	100	RS	20171106120000	http://prophecyupdate.blogspot.com/2017/11/us-boosts-special-operations-forces.html
704297526	20161106	201611	2016	2016.8384	UAF	TERRORIST						UAF			USA	UNITED STATES	USA								1	154	154	15	4	-7.2	2	1	2	-3.26370757180157	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106120000	http://prophecyupdate.blogspot.com/2017/11/us-boosts-special-operations-forces.html
704297527	20171007	201710	2017	2017.7589											SEP	LIBERATION ARMY						SEP			0	051	051	05	1	3.4	2	1	2	-0.4149377593361	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106120000	https://www.ndtv.com/india-news/china-objects-to-defence-minister-nirmala-sitharamans-visit-to-arunachal-pradesh-1771746
704297528	20171007	201710	2017	2017.7589											USA	CLEVELAND	USA								0	042	042	04	1	1.9	10	1	10	-1.6872890888639	0								3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	20171106120000	http://www.thedailynewsonline.com/bdn06/once-falsely-incarcerated-now-a-police-academy-graduate-20171106
704297529	20171007	201710	2017	2017.7589	AFG	AFGHANISTAN	AFG								ELI	FIRST LADY						ELI			1	190	190	19	4	-10.0	3	1	3	0.21598272138229	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106120000	https://www.newyorker.com/magazine/2017/11/13/a-fireside-chat-with-pete-souza
704297530	20171007	201710	2017	2017.7589	AFG	AFGHANISTAN	AFG								ELI	FIRST LADY						ELI			1	190	190	19	4	-10.0	4	1	4	0.21598272138229	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171106120000	https://www.newyorker.com/magazine/2017/11/13/a-fireside-chat-with-pete-souza
704297531	20171007	201710	2017	2017.7589	AFG	AFGHANISTAN	AFG								ELI	FIRST LADY						ELI			1	190	190	19	4	-10.0	3	1	3	0.21598272138229	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171106120000	https://www.newyorker.com/magazine/2017/11/13/a-fireside-chat-with-pete-souza
704297532	20171007	201710	2017	2017.7589	CVL	RESIDENTS						CVL													1	010	010	01	1	0.0	10	1	10	1.04384133611691	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171106120000	http://www.thedailynewsonline.com/bdn06/our-viewdarien-residents-should-be-upset-with-lack-of-support-20171106
704297533	20171007	201710	2017	2017.7589	RUS	RUSSIA	RUS								EGY	EGYPT	EGY								0	051	051	05	1	3.4	2	1	2	-5.52529182879378	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106120000	http://eaworldview.com/2017/11/reverse-engineering-russias-propaganda/
704297534	20171007	201710	2017	2017.7589	RUS	RUSSIA	RUS								EGY	EGYPT	EGY								0	051	051	05	1	3.4	6	1	6	-5.52529182879378	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Nusra, Kafr ash Shaykh, Egypt	EG	EG21	65762	31.1453	31.0067	-300478	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106120000	http://eaworldview.com/2017/11/reverse-engineering-russias-propaganda/
704297535	20171007	201710	2017	2017.7589	RUS	RUSSIA	RUS								SYR	SYRIA	SYR								0	051	051	05	1	3.4	2	1	2	-5.52529182879378	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106120000	http://eaworldview.com/2017/11/reverse-engineering-russias-propaganda/
704297536	20171007	201710	2017	2017.7589	SAU	SAUDI ARABIA	SAU								SPY	INTELLIGENCE						SPY			1	013	013	01	1	0.4	2	1	2	-2.97619047619048	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171106120000	http://www.dazeddigital.com/science-tech/article/37962/1/stephen-hawking-thinks-ai-will-replace-humans
704297537	20171007	201710	2017	2017.7589	USAEDU	INDIANA	USA					EDU													1	010	010	01	1	0.0	1	1	1	-5.48628428927681	3	Indiana University, Indiana, United States	US	USIN	IN105	39.1662	-86.5264	449676	0								3	Indiana University, Indiana, United States	US	USIN		39.1662	-86.5264	449676	20171106120000	http://www.publicnewsservice.org/2017-11-06/health-issues/critics-presidents-opioid-approach-should-include-treatment/a60134-1
704297538	20171007	201710	2017	2017.7589	USAEDU	INDIANA	USA					EDU													1	010	010	01	1	0.0	1	1	1	-5.48628428927681	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171106120000	http://www.publicnewsservice.org/2017-11-06/health-issues/critics-presidents-opioid-approach-should-include-treatment/a60134-1
704297539	20171007	201710	2017	2017.7589	USAEDU	INDIANA	USA					EDU			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-5.48628428927681	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171106120000	http://www.publicnewsservice.org/2017-11-06/health-issues/critics-presidents-opioid-approach-should-include-treatment/a60134-1
704297540	20171030	201710	2017	2017.8219											USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	-0.451467268623031	0								3	Sugar Land, Texas, United States	US	USTX		29.6197	-95.6349	1348034	3	Sugar Land, Texas, United States	US	USTX		29.6197	-95.6349	1348034	20171106120000	http://www.statesman.com/news/ken-paxton-wins-nra-support-runoff-for-texas-attorney-general/VXDzGZuR6aREPGiWDNpdxN/
704297541	20171030	201710	2017	2017.8219	BEL	BELGIUM	BEL								cat	CATALAN			cat						0	043	043	04	1	2.8	1	1	1	-5.6115107913669	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171106120000	http://www.digitaljournal.com/news/world/ousted-catalan-leader-blasts-spain-after-belgium-frees-him/article/506920
704297542	20171030	201710	2017	2017.8219	BUS	BUSINESS						BUS													1	051	051	05	1	3.4	2	1	2	0.68259385665529	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171106120000	https://thejointblog.com/california-company-becomes-first-offer-commercial-insurance-marijuana-businesses/
704297543	20171030	201710	2017	2017.8219	GOV	TREASURY SECRETARY						GOV			SAU	RIYADH	SAU								0	042	042	04	1	1.9	6	1	6	-3.90846834808752	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106120000	http://www.thepropertypin.com/./viewtopic.php?f=4&p=923391
704297544	20171030	201710	2017	2017.8219	GOV	TREASURY SECRETARY						GOV			UAF	TERRORIST						UAF			0	190	190	19	4	-10.0	2	1	2	-3.90846834808752	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171106120000	http://www.thepropertypin.com/./viewtopic.php?f=4&p=923391
704297545	20171030	201710	2017	2017.8219	GOV	TREASURY SECRETARY						GOV			UAF	TERRORIST						UAF			0	190	190	19	4	-10.0	6	1	6	-3.90846834808752	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106120000	http://www.thepropertypin.com/./viewtopic.php?f=4&p=923391
704297546	20171030	201710	2017	2017.8219	SAU	RIYADH	SAU								GOV	TREASURY SECRETARY						GOV			0	043	043	04	1	2.8	6	1	6	-3.90846834808752	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106120000	http://www.thepropertypin.com/./viewtopic.php?f=4&p=923391
704297547	20171030	201710	2017	2017.8219	SAU	SAUDI	SAU								USA	NEW YORK	USA								1	111	111	11	3	-2.0	4	1	4	-4.52961672473868	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171106120000	http://www.worldbulletin.net/headlines/195664/saudi-king-phones-trump-in-wake-of-anti-graft-purge
704297548	20171030	201710	2017	2017.8219	SAUGOV	SAUDI	SAU					GOV			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	8	1	8	-4.52961672473868	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171106120000	http://www.worldbulletin.net/headlines/195664/saudi-king-phones-trump-in-wake-of-anti-graft-purge
704297549	20171030	201710	2017	2017.8219	SAUGOV	SAUDI ARABIA	SAU					GOV			SAUGOV	SAUDI ARABIA	SAU					GOV			1	020	020	02	1	3.0	2	1	2	-4.52961672473868	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171106120000	http://www.worldbulletin.net/headlines/195664/saudi-king-phones-trump-in-wake-of-anti-graft-purge
704297550	20171030	201710	2017	2017.8219	SAUGOV	SAUDI ARABIA	SAU					GOV			UAF	TERRORIST						UAF			0	190	190	19	4	-10.0	2	1	2	-3.90846834808752	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171106120000	http://www.thepropertypin.com/./viewtopic.php?f=4&p=923391
704297551	20171030	201710	2017	2017.8219	SAUGOV	SAUDI	SAU					GOV			USA	NEW YORK	USA								1	111	111	11	3	-2.0	3	1	3	-4.52961672473868	1	Saudi Arabia	SA	SA		25	45	SA	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Saudi Arabia	SA	SA		25	45	SA	20171106120000	http://www.worldbulletin.net/headlines/195664/saudi-king-phones-trump-in-wake-of-anti-graft-purge
704297552	20171030	201710	2017	2017.8219	SAUGOV	SAUDI	SAU					GOV			USA	NEW YORK	USA								1	111	111	11	3	-2.0	6	1	6	-4.52961672473868	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171106120000	http://www.worldbulletin.net/headlines/195664/saudi-king-phones-trump-in-wake-of-anti-graft-purge
704297553	20171030	201710	2017	2017.8219	SAUGOV	SAUDI	SAU					GOV			USA	NEW YORK	USA								1	190	190	19	4	-10.0	3	1	3	-4.52961672473868	1	Saudi Arabia	SA	SA		25	45	SA	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106120000	http://www.worldbulletin.net/headlines/195664/saudi-king-phones-trump-in-wake-of-anti-graft-purge
704297554	20171030	201710	2017	2017.8219	USA	UNITED STATES	USA																		0	190	190	19	4	-10.0	4	1	4	-0.78125	3	San Bernardino, California, United States	US	USCA	CA071	34.1083	-117.29	1661375	0								3	San Bernardino, California, United States	US	USCA		34.1083	-117.29	1661375	20171106120000	http://www.uniondemocrat.com/home/3812691-151/mcclintock-backs-plan-to-give-away-guns-at
704297555	20171030	201710	2017	2017.8219	USA	NEW JERSEY	USA								COP	POLICE						COP			1	128	128	12	3	-5.0	1	1	1	-1.875	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	20171106120000	http://www.burlingtoncountytimes.com/news/20171106/new-jersey-releases-details-of-data-breaches-cybersecurity
704297556	20171030	201710	2017	2017.8219	USA	NEW JERSEY	USA								COP	POLICE						COP			1	128	128	12	3	-5.0	1	1	1	-1.875	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171106120000	http://www.burlingtoncountytimes.com/news/20171106/new-jersey-releases-details-of-data-breaches-cybersecurity
704297557	20171030	201710	2017	2017.8219	USA	NEW JERSEY	USA								COP	POLICE						COP			1	128	128	12	3	-5.0	8	1	8	-1.875	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171106120000	http://www.burlingtoncountytimes.com/news/20171106/new-jersey-releases-details-of-data-breaches-cybersecurity
704297558	20171030	201710	2017	2017.8219	USAJUD	NEVADA	USA					JUD			USA	UNITED STATES	USA								1	193	193	19	4	-10.0	10	1	10	-5.31829170024174	4	Mandalay, Mandalay, Myanmar	BM	BM08	41806	22	96.0833	-427446	4	Mandalay, Mandalay, Myanmar	BM	BM08	41806	22	96.0833	-427446	4	Mandalay, Mandalay, Myanmar	BM	BM08	41806	22	96.0833	-427446	20171106120000	http://baltimorepostexaminer.com/petitions-filed-court-get-answers-las-vegas-massacre/2017/11/06
704297559	20171105	201711	2017	2017.8356	BELCOP	BELGIUM	BEL					COP													1	071	071	07	2	7.4	2	1	2	-4.76190476190476	1	Belgium	BE	BE		50.833333	4	BE	0								1	Belgium	BE	BE		50.833333	4	BE	20171106120000	http://www.maltatoday.com.mt/news/world/81940/excatalan_leader_freed_in_belgium_
704297560	20171105	201711	2017	2017.8356	BELCOP	BELGIUM	BEL					COP			EUR	EUROPEAN	EUR								1	100	100	10	3	-5.0	1	1	1	-4.76190476190476	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171106120000	http://www.maltatoday.com.mt/news/world/81940/excatalan_leader_freed_in_belgium_
704297561	20171105	201711	2017	2017.8356	BELCOP	BELGIUM	BEL					COP			EUR	EUROPEAN	EUR								1	100	100	10	3	-5.0	1	1	1	-4.76190476190476	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171106120000	http://www.maltatoday.com.mt/news/world/81940/excatalan_leader_freed_in_belgium_
704297562	20171105	201711	2017	2017.8356	BELCOP	BELGIUM	BEL					COP			REB	REBELLION						REB			1	173	173	17	4	-5.0	1	1	1	-4.76190476190476	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	Belgium	BE	BE		50.833333	4	BE	20171106120000	http://www.maltatoday.com.mt/news/world/81940/excatalan_leader_freed_in_belgium_
704297563	20171105	201711	2017	2017.8356	BELCOP	BELGIUM	BEL					COP			REB	REBELLION						REB			1	173	173	17	4	-5.0	1	1	1	-4.76190476190476	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171106120000	http://www.maltatoday.com.mt/news/world/81940/excatalan_leader_freed_in_belgium_
704297564	20171105	201711	2017	2017.8356	BRA	BRAZIL	BRA								ZWE	BULAWAYO	ZWE								1	017	017	01	1	0.0	4	1	4	3.43642611683848	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20171106120000	http://www.chronicle.co.zw/byo-celebrates-74-years-as-a-city/
704297565	20171105	201711	2017	2017.8356	IND	ARUNACHAL PRADESH	IND								MIL	ARMY						MIL			1	042	042	04	1	1.9	1	1	1	-0.4149377593361	4	Nathu La, India (general), India	IN	IN00	17862	27.4	88.8167	-2105882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106120000	https://www.ndtv.com/india-news/china-objects-to-defence-minister-nirmala-sitharamans-visit-to-arunachal-pradesh-1771746
704297566	20171105	201711	2017	2017.8356	IND	ARUNACHAL PRADESH	IND								MIL	ARMY						MIL			1	042	042	04	1	1.9	1	1	1	-0.4149377593361	4	Nathu La, India (general), India	IN	IN00	17862	27.4	88.8167	-2105882	4	Nathu La, India (general), India	IN	IN00	17862	27.4	88.8167	-2105882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106120000	https://www.ndtv.com/india-news/china-objects-to-defence-minister-nirmala-sitharamans-visit-to-arunachal-pradesh-1771746
704297567	20171105	201711	2017	2017.8356	IND	ARUNACHAL PRADESH	IND								MIL	ARMY						MIL			1	042	042	04	1	1.9	2	1	2	-0.4149377593361	4	Nathu La, India (general), India	IN	IN00	17862	27.4	88.8167	-2105882	4	Nathu La, India (general), India	IN	IN00	17862	27.4	88.8167	-2105882	4	Nathu La, India (general), India	IN	IN00	17862	27.4	88.8167	-2105882	20171106120000	https://www.ndtv.com/india-news/china-objects-to-defence-minister-nirmala-sitharamans-visit-to-arunachal-pradesh-1771746
704297568	20171105	201711	2017	2017.8356	ZWE	BULAWAYO	ZWE																		1	017	017	01	1	0.0	6	1	6	3.43642611683848	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	0								4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20171106120000	http://www.chronicle.co.zw/byo-celebrates-74-years-as-a-city/
704297569	20171106	201711	2017	2017.8384											ABR010	FREEMASON									0	040	040	04	1	1.0	6	1	6	1.14285714285715	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171106120000	http://www.lowellsun.com/todaysheadlines/ci_31431471/billerica-freemasons-there-his-lodge-and-community
704297570	20171106	201711	2017	2017.8384											ABR010	FREEMASON									0	040	040	04	1	1.0	4	1	4	1.14285714285715	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171106120000	http://www.lowellsun.com/todaysheadlines/ci_31431471/billerica-freemasons-there-his-lodge-and-community
704297571	20171106	201711	2017	2017.8384											ABR010	FREEMASON									0	046	046	04	1	7.0	6	1	6	1.14285714285715	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171106120000	http://www.lowellsun.com/todaysheadlines/ci_31431471/billerica-freemasons-there-his-lodge-and-community
