704073755	20171006	201710	2017	2017.7562	AFRMIL	AFRICA	AFR					MIL			MWI	MALAWI	MWI								1	020	020	02	1	3.0	2	1	2	0	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171105130000	http://www.aircargoweek.com/tiaca-es-astral-start-testing-flyox-drone/
704073756	20171006	201710	2017	2017.7562	JUD	HIGH COURT						JUD			GOV	GOVERNMENT						GOV			1	172	172	17	4	-5.0	10	1	10	-0.763358778625957	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171105130000	https://article.wn.com/view/2017/11/05/maharashtra_govt_directs_schools_to_observe_november_7_as_82/
704073757	20171006	201710	2017	2017.7562	RUS	RUSSIAN	RUS								SYR	SYRIAN	SYR								1	051	051	05	1	3.4	1	1	1	-4.40985732814527	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105130000	https://www.yahoo.com/news/anti-forces-converge-syria-border-town-113315809.html
704073758	20171006	201710	2017	2017.7562	RUS	RUSSIAN	RUS								SYR	SYRIAN	SYR								1	051	051	05	1	3.4	1	1	1	-4.40985732814527	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171105130000	https://www.yahoo.com/news/anti-forces-converge-syria-border-town-113315809.html
704073759	20171029	201710	2017	2017.8192											VNM	VIETNAM	VNM								0	036	036	03	1	4.0	2	1	2	-10.9243697478991	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105130000	https://www.dailystar.co.uk/news/world-news/657723/Donald-Trump-news-North-Korea-war-US-Japan-China-South-Korea-missile-latest
704073760	20171029	201710	2017	2017.8192	BUS	COMPANIES						BUS			RUS	RUSSIA	RUS								1	010	010	01	1	0.0	10	1	10	-1.17994100294985	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105130000	http://gulfnews.com/business/sectors/technology/mcconnell-to-silicon-valley-uncle-sam-wants-you-on-russia-1.2119010
704073761	20171029	201710	2017	2017.8192	CAN	CANADA	CAN								IGOUNO	UNITED NATIONS		UNO				IGO			0	036	036	03	1	4.0	10	1	10	0.51132213294375	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	20171105130000	https://www.thestar.com/news/world/2017/11/05/japanese-peacekeeping-restrained-by-pacifist-laws-modern-day-risks.html
704073762	20171029	201710	2017	2017.8192	GBR	UNITED KINGDOM	GBR																		1	120	120	12	3	-4.0	1	1	1	-2.01342281879195	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171105130000	https://www.enca.com/south-africa/more-smoke-in-dlamini-zuma-cigarette-backer-saga
704073763	20171029	201710	2017	2017.8192	GBR	UNITED KINGDOM	GBR								AFR	AFRICA	AFR								1	120	120	12	3	-4.0	1	1	1	-2.01342281879195	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171105130000	https://www.enca.com/south-africa/more-smoke-in-dlamini-zuma-cigarette-backer-saga
704073764	20171029	201710	2017	2017.8192	GBR	UNITED KINGDOM	GBR								ZAFGOV	NKOSAZANA DLAMINI ZUMA	ZAF					GOV			1	120	120	12	3	-4.0	2	1	2	-2.01342281879195	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171105130000	https://www.enca.com/south-africa/more-smoke-in-dlamini-zuma-cigarette-backer-saga
704073765	20171029	201710	2017	2017.8192	IGOUNO	UNITED NATIONS		UNO				IGO			CAN	CANADA	CAN								0	036	036	03	1	4.0	10	1	10	0.51132213294375	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171105130000	https://www.thestar.com/news/world/2017/11/05/japanese-peacekeeping-restrained-by-pacifist-laws-modern-day-risks.html
704073766	20171029	201710	2017	2017.8192	PHL	MANILA	PHL								TMPLEG	EAST TIMOR	TMP					LEG			1	0841	084	08	2	7.0	2	1	2	-1.53452685421995	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171105130000	http://timesofoman.com/article/121144/World/Asia/Philippines-frees-four-East-Timorese-to-attend-ASEAN-meeting
704073767	20171029	201710	2017	2017.8192	PHL	PHILIPPINE	PHL								TMPLEG	EAST TIMOR	TMP					LEG			1	0841	084	08	2	7.0	2	1	2	-1.53452685421995	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	East Timor	TT	TT		-8.833333	125.75	TT	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171105130000	http://timesofoman.com/article/121144/World/Asia/Philippines-frees-four-East-Timorese-to-attend-ASEAN-meeting
704073768	20171029	201710	2017	2017.8192	PHL	MANILA	PHL								TMPLEG	EAST TIMOR	TMP					LEG			1	0841	084	08	2	7.0	6	1	6	-1.53452685421995	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	East Timor	TT	TT		-8.833333	125.75	TT	1	East Timor	TT	TT		-8.833333	125.75	TT	20171105130000	http://timesofoman.com/article/121144/World/Asia/Philippines-frees-four-East-Timorese-to-attend-ASEAN-meeting
704073769	20171029	201710	2017	2017.8192	USA	HOUSTON	USA								USACOP	TEXAS	USA					COP			1	173	173	17	4	-5.0	10	1	10	-1.81268882175227	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105130000	http://thetimes-tribune.com/news/news-quiz-1.2264122
704073770	20171029	201710	2017	2017.8192	VNM	VIETNAM	VNM																		0	036	036	03	1	4.0	2	1	2	-10.9243697478991	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105130000	https://www.dailystar.co.uk/news/world-news/657723/Donald-Trump-news-North-Korea-war-US-Japan-China-South-Korea-missile-latest
704073771	20171029	201710	2017	2017.8192	ZAFGOV	MALUSI GIGABA	ZAF					GOV													0	010	010	01	1	0.0	14	2	14	-2.82348261411943	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20171105130000	https://citizen.co.za/news/south-africa/1716998/da-ready-to-interdict-nuclear-deal/
704073772	20171104	201711	2017	2017.8329	COPMED	POLICE						COP	MED		GBR	BIRMINGHAM	GBR								1	012	012	01	1	-0.4	10	1	10	-9.01960784313725	0								0								0								20171105130000	https://www.expressandstar.com/news/crime/2017/11/05/man-arrested-and-homes-evacuated-as-bomb-squad-called-to-birmingham-house/
704073773	20171104	201711	2017	2017.8329	COPMED	POLICE						COP	MED		GBR	BIRMINGHAM	GBR								1	110	110	11	3	-2.0	10	1	10	-9.01960784313725	0								0								0								20171105130000	https://www.expressandstar.com/news/crime/2017/11/05/man-arrested-and-homes-evacuated-as-bomb-squad-called-to-birmingham-house/
704073774	20171104	201711	2017	2017.8329	GBR	UNITED KINGDOM	GBR																		1	190	190	19	4	-10.0	1	1	1	-5.95041322314049	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171105130000	https://www.dailystar.co.uk/news/latest-news/657729/UK-death-row-execution-Laura-Plummer-arrest-Egypt-holiday-drug
704073775	20171104	201711	2017	2017.8329	GBR	UNITED KINGDOM	GBR																		1	190	190	19	4	-10.0	1	1	1	-5.95041322314049	1	United Kingdom	UK	UK		54	-4	UK	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171105130000	https://www.dailystar.co.uk/news/latest-news/657729/UK-death-row-execution-Laura-Plummer-arrest-Egypt-holiday-drug
704073776	20171104	201711	2017	2017.8329	LKA	SRI LANKA	LKA																		0	080	080	08	2	5.0	4	1	4	-2.03549060542797	4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	0								4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	20171105130000	http://www.uktamilnews.com/?p=26727
704073777	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	042	042	04	1	1.9	2	1	2	-0.86956521739131	0								4	Paarl, Western Cape, South Africa	SF	SF11	77338	-33.7338	18.9752	-1270835	4	Paarl, Western Cape, South Africa	SF	SF11	77338	-33.7338	18.9752	-1270835	20171105130000	http://www.enca.com/life/flare-fun-and-glam-at-the-cintronpinkpolo
704073778	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	057	057	05	1	8.0	4	1	4	5.66037735849057	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171105130000	https://www.fin24.com/Companies/TravelAndLeisure/airbnb-deal-with-cape-town-a-first-in-africa-20171018
704073779	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	8	1	8	-7.22891566265061	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171105130000	https://www.iol.co.za/news/south-africa/kwazulu-natal/woman-killed-in-durban-car-crash-11864458
704073780	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	100	100	10	3	-5.0	2	1	2	2.7027027027027	0								4	Mallala, South Australia, Australia	AS	AS05	5285	-34.4374	138.51	-1585422	4	Mallala, South Australia, Australia	AS	AS05	5285	-34.4374	138.51	-1585422	20171105130000	http://www.theadvocate.com.au/story/5035167/formula-vee-history-for-mclean/
704073781	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	100	100	10	3	-5.0	2	1	2	2.7027027027027	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105130000	http://www.theadvocate.com.au/story/5035167/formula-vee-history-for-mclean/
704073782	20171105	201711	2017	2017.8356											AUS	WESTERN AUSTRALIA	AUS								1	190	190	19	4	-10.0	4	1	4	2.7027027027027	0								4	Mallala, South Australia, Australia	AS	AS05	5285	-34.4374	138.51	-1585422	4	Mallala, South Australia, Australia	AS	AS05	5285	-34.4374	138.51	-1585422	20171105130000	http://www.theadvocate.com.au/story/5035167/formula-vee-history-for-mclean/
704073783	20171105	201711	2017	2017.8356											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	10	1	10	0.37105751391466	0								4	Lake Champlain, Canada (general), Canada	CA	CA00	31486	44.5	-73.3333	-562389	4	Lake Champlain, Canada (general), Canada	CA	CA00	31486	44.5	-73.3333	-562389	20171105130000	http://www.pressrepublican.com/news/local_news/bed-sales-tax-soars-in-clinton-co/article_13655a67-659f-5533-a88e-cac1db593d32.html
704073784	20171105	201711	2017	2017.8356											BUS	BUSINESS						BUS			1	043	043	04	1	2.8	3	1	3	1.19521912350598	0								3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	20171105130000	http://www.heraldbulletin.com/opinion/editorials/editorial-under-trump-and-pruitt-epa-serves-big-business/article_e8f8b9a6-6cfd-5e4b-9d13-cc6f1a33e925.html
704073785	20171105	201711	2017	2017.8356											BUS	BUSINESS						BUS			1	043	043	04	1	2.8	2	1	2	1.19521912350598	0								3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171105130000	http://www.heraldbulletin.com/opinion/editorials/editorial-under-trump-and-pruitt-epa-serves-big-business/article_e8f8b9a6-6cfd-5e4b-9d13-cc6f1a33e925.html
704073786	20171105	201711	2017	2017.8356											BUS	BANK						BUS			0	046	046	04	1	7.0	3	1	3	3.46289752650177	0								3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	20171105130000	http://www.pressrepublican.com/news/local_news/spotlight-on-business-nov/article_b54236f9-3d6b-5d77-b9f9-e904d14b7cd5.html
704073787	20171105	201711	2017	2017.8356											BUS	BUSINESS						BUS			1	057	057	05	1	8.0	10	1	10	0.37105751391466	0								4	Lake Champlain, Canada (general), Canada	CA	CA00	31486	44.5	-73.3333	-562389	4	Lake Champlain, Canada (general), Canada	CA	CA00	31486	44.5	-73.3333	-562389	20171105130000	http://www.pressrepublican.com/news/local_news/bed-sales-tax-soars-in-clinton-co/article_13655a67-659f-5533-a88e-cac1db593d32.html
704073788	20171105	201711	2017	2017.8356											BUS	BANK						BUS			1	190	190	19	4	-10.0	4	1	4	-1.98019801980198	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171105130000	http://thetimes-tribune.com/news/local-history-heroes-honored-by-local-veterans-1.2264130
704073789	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	023	023	02	1	3.4	10	1	10	2.48447204968944	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171105130000	http://vocm.com/news/vigil-for-veterans-spends-cold-night-at-memorial-to-help-comrades/
704073790	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	173	173	17	4	-5.0	10	1	10	2.48447204968944	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171105130000	http://vocm.com/news/vigil-for-veterans-spends-cold-night-at-memorial-to-help-comrades/
704073791	20171105	201711	2017	2017.8356											CHN	SHANGHAI	CHN								1	043	043	04	1	2.8	2	1	2	3.75265924164685	0								4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704073792	20171105	201711	2017	2017.8356											CHN	SHANGHAI	CHN								1	043	043	04	1	2.8	2	1	2	3.75265924164685	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704073793	20171105	201711	2017	2017.8356											CHN	SHANGHAI	CHN								1	046	046	04	1	7.0	2	1	2	3.75265924164685	0								4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704073794	20171105	201711	2017	2017.8356											CHN	SHANGHAI	CHN								1	046	046	04	1	7.0	2	1	2	3.75265924164685	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/mobile/articles/view/20171105/business-news/PKF-Malta-expands-business-horizons-in-China.662302
704073795	20171105	201711	2017	2017.8356											CHR	CHRISTIAN				CHR					1	042	042	04	1	1.9	10	1	10	-2.98913043478261	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171105130000	http://onlineathens.com/entertainment/2017-11-05/movie-review-palme-d-or-winner-square-charming-satire
704073796	20171105	201711	2017	2017.8356											CHRCTH	CATHOLIC				CHR	CTH				1	050	050	05	1	3.5	5	1	5	3.18471337579618	0								1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20171105130000	http://newsday.co.tt/2017/11/05/regrello-open-prestige-schools-to-all/
704073797	20171105	201711	2017	2017.8356											CHRCTH603GOV	ORDER OF MALTA				CHR	CTH	GOV			1	043	043	04	1	2.8	2	1	2	2.5	0								4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	4	Gozo, Malta (general), Malta	MT	MT00	19480	36.0494	14.25	-18546	20171105130000	https://www.timesofmalta.com/articles/view/20171105/gozo/Maltese-pilgrims-visit-Gozo.662277
704073798	20171105	201711	2017	2017.8356											COL	COLOMBIA	COL								0	042	042	04	1	1.9	3	1	3	-1.96721311475409	0								4	Macondo, Atláico, Colombia	CO	CO04	13495	10.8522	-75.0711	6245056	4	Macondo, Atláico, Colombia	CO	CO04	13495	10.8522	-75.0711	6245056	20171105130000	http://www.opb.org/artsandlife/article/npr-firsthand-experience-fuels-the-pursuit-of-memory/
704073799	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	042	042	04	1	1.9	6	1	6	-3.92670157068063	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171105130000	http://www.dnaindia.com/india/report-12-drown-in-two-incidents-in-bihar-govt-not-answerable-says-disaster-management-minister-2557861
704073800	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	042	042	04	1	1.9	2	1	2	-3.92670157068063	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Samastipur, Bihar, India	IN	IN34	17626	25.85	85.7833	-2110052	20171105130000	http://www.dnaindia.com/india/report-12-drown-in-two-incidents-in-bihar-govt-not-answerable-says-disaster-management-minister-2557861
704073801	20171105	201711	2017	2017.8356											COP	POLICEMAN						COP			0	043	043	04	1	2.8	10	1	10	-5.95041322314049	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171105130000	https://www.dailystar.co.uk/news/latest-news/657729/UK-death-row-execution-Laura-Plummer-arrest-Egypt-holiday-drug
704073802	20171105	201711	2017	2017.8356											COP	LAW ENFORCEMENT AUTHORITIES						COP			0	046	046	04	1	7.0	3	1	3	-3.38345864661654	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20171105130000	http://www.abc57.com/news/what-we-know-and-dont-know-about-uber-background-checks
704073803	20171105	201711	2017	2017.8356											COP	LAW ENFORCEMENT AUTHORITIES						COP			0	046	046	04	1	7.0	2	1	2	-3.38345864661654	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171105130000	http://www.abc57.com/news/what-we-know-and-dont-know-about-uber-background-checks
704073804	20171105	201711	2017	2017.8356											CRM	DEALER						CRM			1	060	060	06	2	6.0	10	2	10	-10.7219784603111	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171105130000	http://nripress.com/thief-three-scrap-dealers-held-for-theft-at-aaps-delhi-office/
704073805	20171105	201711	2017	2017.8356											DEU	BERLIN	DEU								1	036	036	03	1	4.0	10	1	10	-6.02094240837696	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Agori, Uttar Pradesh, India	IN	IN36	70279	24.55	82.95	-2088240	20171105130000	http://www.thehansindia.com/posts/index/National/2017-11-05/Assault-on-German-tourist-UP-Police-says-he-may-have-depression-issues/337646
704073806	20171105	201711	2017	2017.8356											DEU	GERMANY	DEU								0	0874	087	08	2	10.0	3	1	3	-1.8322762508809	0								4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105130000	https://www.politico.com/story/2017/11/05/trump-california-climate-jerry-brown-244551
704073807	20171105	201711	2017	2017.8356											DEU	GERMANY	DEU								0	0874	087	08	2	10.0	3	1	3	-1.8322762508809	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171105130000	https://www.politico.com/story/2017/11/05/trump-california-climate-jerry-brown-244551
704073808	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	4	1	4	0.74626865671642	0								4	Crownhill, Plymouth, United Kingdom	UK	UKK4	40104	50.4167	-4.13333	-2593770	4	Crownhill, Plymouth, United Kingdom	UK	UKK4	40104	50.4167	-4.13333	-2593770	20171105130000	http://www.plymouthherald.co.uk/news/plymouth-news/former-plymouth-barmaid-geeky-rebel-730563
704073809	20171105	201711	2017	2017.8356											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	3.83693045563549	0								4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	4	Muskoka, Ontario, Canada	CA	CA08	12667	45	-79.3	-569815	20171105130000	https://www.parrysound.com/news-story/7767143-transgender-woman-honoured-as-a-muskoka-woman-of-distinction/
