703779942	20161104	201611	2016	2016.8329	PTY	POLITICIAN									CVL	CITIZEN						CVL			1	114	114	11	3	-2.0	5	1	5	-0.40871934604905	0								0								0								20171104011500	https://www.hopestandard.com/news/pay-hike-approved-for-fraser-valley-regional-district-politicians/
703779943	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		1	033	033	03	1	5.2	2	1	2	1.77514792899409	3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	0								3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	20171104011500	http://m.newson6.com/Story.aspx?story=36761237&catId=112042
703779944	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		1	033	033	03	1	5.2	6	1	6	1.77514792899409	3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171104011500	http://m.newson6.com/Story.aspx?story=36761237&catId=112042
703779945	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		1	072	072	07	2	8.3	8	1	8	1.77514792899409	3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	0								3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	20171104011500	http://m.newson6.com/Story.aspx?story=36761237&catId=112042
703779946	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		0	080	080	08	2	5.0	1	1	1	1.81159420289855	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								3	High Plains, Kansas, United States	US	USKS		39.4167	-101.292	480171	20171104011500	http://kcur.org/post/embattled-head-kansas-social-welfare-agency-retire
703779947	20161104	201611	2016	2016.8329	USA	NEW JERSEY	USA								GOV	PRESIDENT						GOV			1	110	110	11	3	-2.0	8	1	8	1.0752688172043	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104011500	http://www.newsplex.com/content/news/Final-days-in-races-for-governor-in-Virginia-New-Jersey-455033493.html
703779948	20161104	201611	2016	2016.8329	USA	NEW JERSEY	USA								USAGOV	UNITED STATES	USA					GOV			1	110	110	11	3	-2.0	2	1	2	1.0752688172043	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104011500	http://www.newsplex.com/content/news/Final-days-in-races-for-governor-in-Virginia-New-Jersey-455033493.html
703779949	20171005	201710	2017	2017.7534	BUS	ENTREPRENEUR						BUS			GOV	PRESIDENT						GOV			1	046	046	04	1	7.0	14	2	14	1.19284765699108	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171104011500	http://www.1050talk.com/news/vice-president-mike-pence-met-with-elon-musk-source-says/
703779950	20171005	201710	2017	2017.7534	BUS	ENTREPRENEUR						BUS			USAGOV	UNITED STATES	USA					GOV			1	046	046	04	1	7.0	2	2	2	1.19284765699108	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171104011500	http://www.1050talk.com/news/vice-president-mike-pence-met-with-elon-musk-source-says/
703779951	20171005	201710	2017	2017.7534	LEG	CONGRESS						LEG			USA	CALIFORNIA	USA								0	070	070	07	2	7.0	1	1	1	0.50188205771644	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171104011500	http://www.wftv.com/news/national-news/ap-top-news/california-asks-for-74-billion-to-help-wildfire-recovery/638258627
703779952	20171005	201710	2017	2017.7534	LEG	CONGRESS						LEG			USA	CALIFORNIA	USA								0	070	070	07	2	7.0	1	1	1	-1.11111111111111	2	California, United States	US	USCA		36.17	-119.746	CA	3	Calistoga, California, United States	US	USCA	CA055	38.5788	-122.58	277482	2	California, United States	US	USCA		36.17	-119.746	CA	20171104011500	https://www.voanews.com/a/california-asks-for-seven-point-four-billion-dollars-for-wildfire-rebuilding-/4099671.html
703779953	20171005	201710	2017	2017.7534	MOS	ISLAMIC				MOS					SOM	SOMALIA	SOM								0	192	192	19	4	-9.5	10	1	10	-4.61095100864553	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171104011500	http://www.thegazette.com/subject/news/nation-and-world/us-carries-out-first-strikes-against-islamic-state-in-somalia-20171103
703779954	20171005	201710	2017	2017.7534	USA	SEATTLE	USA																		1	015	015	01	1	0.0	10	1	10	-8.83977900552487	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20171104011500	https://www.dailyrecordnews.com/ap_news/washington/seattle-cop-accused-of-groping-coworkers-gets-probation/article_367c665d-073e-5a7d-ae18-3862fe56422a.html
703779955	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		1	084	084	08	2	7.0	4	1	4	-1.86274509803922	3	Lee County, Florida, United States	US	USFL	FL071	26.567	-81.8831	295758	0								3	Lee County, Florida, United States	US	USFL		26.567	-81.8831	295758	20171104011500	http://news.wfsu.org/post/why-isnt-it-mandatory-doctors-use-state-drug-monitoring-database
703779956	20171005	201710	2017	2017.7534	USA	SEATTLE	USA																		1	180	180	18	4	-9.0	10	1	10	-8.83977900552487	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20171104011500	https://www.dailyrecordnews.com/ap_news/washington/seattle-cop-accused-of-groping-coworkers-gets-probation/article_367c665d-073e-5a7d-ae18-3862fe56422a.html
703779957	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	2	2	2	1.19284765699108	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171104011500	http://www.1050talk.com/news/vice-president-mike-pence-met-with-elon-musk-source-says/
703779958	20171005	201710	2017	2017.7534	USAGOV	UNITED STATES	USA					GOV			BUS	ENTREPRENEUR						BUS			1	046	046	04	1	7.0	2	2	2	1.19284765699108	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171104011500	http://www.1050talk.com/news/vice-president-mike-pence-met-with-elon-musk-source-says/
703779959	20171005	201710	2017	2017.7534	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	2	2	1.19284765699108	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171104011500	http://www.1050talk.com/news/vice-president-mike-pence-met-with-elon-musk-source-says/
703779960	20171028	201710	2017	2017.8164	CHN	BEIJING	CHN								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	12	2	12	0.612910481331537	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104011500	https://dailytimes.com.pk/134203/taiwan-president-visits-us-territory-guam-despite-chinese-ire/
703779961	20171028	201710	2017	2017.8164	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	2	1	2	0.46620046620047	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Marshall Islands	RM	RM		10	167	RM	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104011500	https://dailytimes.com.pk/134203/taiwan-president-visits-us-territory-guam-despite-chinese-ire/
703779962	20171028	201710	2017	2017.8164	CYP	CYPRUS	CYP								IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			1	020	020	02	1	3.0	16	2	16	-4.58699902248289	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171104011500	http://www.businessinsider.com/ap-police-boat-with-176-syrians-reaches-cyprus-from-turkey-2017-11
703779963	20171028	201710	2017	2017.8164	CYP	CYPRUS	CYP								IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			1	020	020	02	1	3.0	4	2	4	-4.58699902248289	1	Syria	SY	SY		35	38	SY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171104011500	http://www.businessinsider.com/ap-police-boat-with-176-syrians-reaches-cyprus-from-turkey-2017-11
703779964	20171028	201710	2017	2017.8164	CYPGOV	CYPRUS	CYP					GOV			CYP	CYPRUS	CYP								1	0841	084	08	2	7.0	1	1	1	-2.72277227722772	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171104011500	http://www.lmtonline.com/news/article/Cyprus-said-to-give-Manafort-s-bank-records-to-12329843.php
703779965	20171028	201710	2017	2017.8164	GOV	PRESIDENT						GOV			CHN	BEIJING	CHN								1	036	036	03	1	4.0	12	2	12	0.612910481331537	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104011500	https://dailytimes.com.pk/134203/taiwan-president-visits-us-territory-guam-despite-chinese-ire/
703779966	20171028	201710	2017	2017.8164	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	0.46620046620047	1	Marshall Islands	RM	RM		10	167	RM	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171104011500	https://dailytimes.com.pk/134203/taiwan-president-visits-us-territory-guam-despite-chinese-ire/
703779967	20171028	201710	2017	2017.8164	LAB	STAFF MEMBER						LAB			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	4	1	4	-3.64630811303556	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104011500	http://deadline.com/2017/11/new-republic-publisher-hamilton-fish-takes-leave-in-wake-of-harassment-allegations-1202197497/
703779968	20171103	201711	2017	2017.8301	CVL	VILLAGE						CVL													1	026	026	02	1	4.0	3	1	3	-2.96220633299285	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	0								4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20171104011500	https://24tanzania.com/rwanda-remembers/
703779969	20171103	201711	2017	2017.8301	CVL	VILLAGE						CVL													1	026	026	02	1	4.0	1	1	1	-2.96220633299285	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	0								4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	20171104011500	https://24tanzania.com/rwanda-remembers/
703779970	20171103	201711	2017	2017.8301	CVL	VILLAGE						CVL													1	026	026	02	1	4.0	1	1	1	-2.96220633299285	4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	0								4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	20171104011500	https://24tanzania.com/rwanda-remembers/
703779971	20171103	201711	2017	2017.8301	LEGGOV	PARLIAMENT						LEG	GOV		LEG	PARLIAMENT						LEG			1	010	010	01	1	0.0	8	1	8	6.14035087719298	1	Congo	CF	CF		-1	15	CF	4	Mumba, Central, Zambia	ZA	ZA05	18585	-9.07121	30.6367	-2297038	4	Mumba, Central, Zambia	ZA	ZA05	18585	-9.07121	30.6367	-2297038	20171104011500	http://www.daily-mail.co.zm/state-introduces-quality-assurance-in-civil-service/
703779972	20171103	201711	2017	2017.8301	RWA	RWANDA	RWA								CVL	VILLAGE						CVL			1	026	026	02	1	4.0	1	1	1	-2.96220633299285	4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	20171104011500	https://24tanzania.com/rwanda-remembers/
703779973	20171103	201711	2017	2017.8301	RWAGOVJUD	JEAN DE DIEU MUCYO	RWA					GOV	JUD		CVL	VILLAGE						CVL			1	026	026	02	1	4.0	3	1	3	-2.96220633299285	4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20171104011500	https://24tanzania.com/rwanda-remembers/
703779974	20171103	201711	2017	2017.8301	RWAGOVJUD	JEAN DE DIEU MUCYO	RWA					GOV	JUD		CVL	VILLAGE						CVL			1	026	026	02	1	4.0	1	1	1	-2.96220633299285	4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Amahoro, Ouest, Rwanda	RW	RW14	21998	-1.6907	29.263	10957790	20171104011500	https://24tanzania.com/rwanda-remembers/
703779975	20171103	201711	2017	2017.8301	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			1	114	114	11	3	-2.0	2	1	2	-3.64630811303556	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104011500	http://deadline.com/2017/11/new-republic-publisher-hamilton-fish-takes-leave-in-wake-of-harassment-allegations-1202197497/
703779976	20171104	201711	2017	2017.8329											AFG	AFGHANISTAN	AFG								0	100	100	10	3	-5.0	2	1	2	-7.41687979539642	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171104011500	http://bnonews.com/news/index.php/news/id6696
703779977	20171104	201711	2017	2017.8329											AFG	AFGHANISTAN	AFG								0	1124	112	11	3	-2.0	4	1	4	-7.41687979539642	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171104011500	http://bnonews.com/news/index.php/news/id6696
703779978	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	043	043	04	1	2.8	6	1	6	-8.19277108433735	0								4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	20171104011500	http://www.chronicle.co.zw/horror-crash-12-zimbabweans-killed-in-sa-accident/
703779979	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	111	111	11	3	-2.0	4	1	4	-9.47075208913648	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171104011500	https://www.nbcnews.com/storyline/pistorius-trial/oscar-pistorius-prosecutors-seek-longer-murder-sentence-n817166?cid=public-rss_20171104
703779980	20171104	201711	2017	2017.8329											ARGGOV	ARGENTINA	ARG					GOV			0	040	040	04	1	1.0	2	1	2	-3.01768990634756	0								1	Argentina	AR	AR		-34	-64	AR	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104011500	https://www.nbcnews.com/storyline/nyc-terrorist-attack/who-were-victims-new-york-terrorist-attack-n816341?cid=public-rss_20171104
703779981	20171104	201711	2017	2017.8329											AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	4	1	4	0	0								4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	20171104011500	http://www.watoday.com.au/wa-news/canning-mp-andrew-hastie-renews-call-for-council-to-back-drug-tests-dole-recipients-20171104-gzet3q.html
703779982	20171104	201711	2017	2017.8329											AUS	SYDNEY	AUS								1	043	043	04	1	2.8	10	1	10	-4.65116279069768	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171104011500	http://nypost.com/2017/11/03/cocaine-babe-sentenced-for-round-the-world-drug-run/
703779983	20171104	201711	2017	2017.8329											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	7.35930735930736	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171104011500	http://www.kentonline.co.uk/whats-on/events/2017-11/05/charlie-landsborough-2017-uk-tour-6423/
703779984	20171104	201711	2017	2017.8329											AUSMED	VICTORIA	AUS					MED			1	190	190	19	4	-10.0	3	1	3	-5.17241379310345	0								4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171104011500	http://www.standard.net.au/story/5034291/police-air-wing-called-to-framlingham-forest-rescue/
703779985	20171104	201711	2017	2017.8329											AUSMED	AUSTRALIA	AUS					MED			1	190	190	19	4	-10.0	1	1	1	-5.17241379310345	0								4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	20171104011500	http://www.standard.net.au/story/5034291/police-air-wing-called-to-framlingham-forest-rescue/
703779986	20171104	201711	2017	2017.8329											BEL	BELGIUM	BEL								0	014	014	01	1	0.0	2	1	2	2.82286520818631	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171104011500	https://www.theguardian.com/books/2017/nov/04/hercule-poirot-new-lease-of-life-agatha-christie-orient-express
703779987	20171104	201711	2017	2017.8329											BUS	TRADER						BUS			1	020	020	02	1	3.0	2	1	2	-3.18725099601594	0								4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20171104011500	http://www.newsnow.in/news/seeman-speech-bjp-modi-arasai
703779988	20171104	201711	2017	2017.8329											BUS	PRODUCER						BUS			1	040	040	04	1	1.0	6	1	6	3.84615384615385	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171104011500	http://www.musicconnection.com/steve-martin-peter-asher-grammy-museum/
703779989	20171104	201711	2017	2017.8329											BUS	CORPORATION						BUS			0	043	043	04	1	2.8	4	1	4	-2.94117647058824	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104011500	https://dinmerican.wordpress.com/2017/11/04/on-republican-tax-bill/
703779990	20171104	201711	2017	2017.8329											BUS	COMPANY						BUS			1	046	046	04	1	7.0	3	1	3	1.88679245283019	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171104011500	https://www.institutionalinvestor.com/article/b15gc4tmvndy4x/westpac-sells-infrastructure-firm-hastings
703779991	20171104	201711	2017	2017.8329											BUS	BUSINESS						BUS			1	112	112	11	3	-2.0	2	1	2	-5.06993006993007	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171104011500	https://www.northbaynipissing.com/news-story/7772255-syncrude-faces-federal-charges-over-herons/
703779992	20171104	201711	2017	2017.8329											BWA	BOTSWANA	BWA								0	043	043	04	1	2.8	10	1	10	1.01404056162247	0								4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	20171104011500	http://sunnewsonline.com/what-reinhard-bonnke-plans-for-nigeria-rev-darku/
703779993	20171104	201711	2017	2017.8329											CAN	CANADA	CAN								0	010	010	01	1	0.0	4	1	4	-4.77117818889971	0								4	Powassan, Ontario, Canada	CA	CA08	12673	46.0667	-79.35	-571670	4	Powassan, Ontario, Canada	CA	CA08	12673	46.0667	-79.35	-571670	20171104011500	https://www.northbaynipissing.com/news-story/7772172-home-on-powassan-horse-ranch-raided-by-police/
703779994	20171104	201711	2017	2017.8329											CAN	CANADA	CAN								0	010	010	01	1	0.0	4	1	4	-2.94659300184162	0								4	Prince Rupert, British Columbia, Canada	CA	CA02	154724	54.3167	-130.333	-571743	4	Prince Rupert, British Columbia, Canada	CA	CA02	154724	54.3167	-130.333	-571743	20171104011500	http://www.fitzhugh.ca/man-charged-in-4-million-drug-seizure-appears-in-jasper-court/
703779995	20171104	201711	2017	2017.8329											CAN	CANADA	CAN								0	014	014	01	1	0.0	4	1	4	-4.77117818889971	0								4	Powassan, Ontario, Canada	CA	CA08	12673	46.0667	-79.35	-571670	4	Powassan, Ontario, Canada	CA	CA08	12673	46.0667	-79.35	-571670	20171104011500	https://www.northbaynipissing.com/news-story/7772172-home-on-powassan-horse-ranch-raided-by-police/
703779996	20171104	201711	2017	2017.8329											CAN	SASKATCHEWAN	CAN								1	036	036	03	1	4.0	8	1	8	1.46252285191956	0								4	Willow Bunch, Saskatchewan, Canada	CA	CA11	12795	49.4	-105.633	-576034	4	Willow Bunch, Saskatchewan, Canada	CA	CA11	12795	49.4	-105.633	-576034	20171104011500	http://www.montrealgazette.com/entertainment/books/geographer+exploring+accessibility+french+books/15484240/story.html
703779997	20171104	201711	2017	2017.8329											CAN	SASKATCHEWAN	CAN								1	036	036	03	1	4.0	2	1	2	1.46252285191956	0								1	France	FR	FR		46	2	FR	4	Willow Bunch, Saskatchewan, Canada	CA	CA11	12795	49.4	-105.633	-576034	20171104011500	http://www.montrealgazette.com/entertainment/books/geographer+exploring+accessibility+french+books/15484240/story.html
703779998	20171104	201711	2017	2017.8329											CAN	VANCOUVER	CAN								1	042	042	04	1	1.9	10	1	10	1.72642762284197	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171104011500	http://www.nsnews.com/entertainment/dossier/selwyn-pullan-defined-west-coast-modernism-1.23084289
