705700525	20161110	201611	2016	2016.8493	JPN	JAPAN	JPN								ELI	ACTOR						ELI			1	020	020	02	1	3.0	1	1	1	1.69133192389006	1	Fiji	FJ	FJ		-18	178	FJ	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171110143000	http://wwf.panda.org/wwf_news/?uNewsID=316250
705700526	20161110	201611	2016	2016.8493	PAK	PAKISTAN	PAK								COP	SECURITY FORCE						COP			0	173	173	17	4	-5.0	10	1	10	-2.6578073089701	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171110143000	http://www.news18.com/news/india/pakistan-allows-kulbhushan-jadhav-to-meet-his-wife-on-humanitarian-grounds-1573315.html
705700527	20161110	201611	2016	2016.8493	PTY	PRESIDENTIAL CANDIDATE									USA	CALIFORNIA	USA								1	017	017	01	1	0.0	10	1	10	-2.36336779911374	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171110143000	http://napavalleyregister.com/opinion/editorial/guest-editorial-gop-ideology-versus-constituents/article_2d5d2551-cb4e-59ab-87e4-af5cd765f275.html
705700528	20161110	201611	2016	2016.8493	TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV													1	173	173	17	4	-5.0	6	1	6	-2.10712704736609	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171110143000	https://www.newsmax.com/politics/mueller-probe-flynn-ties/2017/11/10/id/825342/
705700529	20161110	201611	2016	2016.8493	TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV			TUR	TURKEY	TUR								1	173	173	17	4	-5.0	1	1	1	-2.22222222222222	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171110143000	https://www.newsmax.com/politics/mueller-probe-flynn-ties/2017/11/10/id/825342/
705700530	20161110	201611	2016	2016.8493	TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV			TUR	TURKEY	TUR								1	173	173	17	4	-5.0	1	1	1	-1.99203187250996	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110143000	https://www.newsmax.com/politics/mueller-probe-flynn-ties/2017/11/10/id/825344/
705700531	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	073	073	07	2	7.4	6	1	6	0.19342359767891	3	Wake County, North Carolina, United States	US	USNC	NC183	35.7835	-78.6331	1008592	0								3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	20171110143000	http://www.wral.com/wake-county-high-schools-add-food-pantries-to-fight-hunger-in-hallways/17104281/
705700532	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	173	173	17	4	-5.0	6	1	6	0.19193857965451	3	Deschutes, Oregon, United States	US	USOR	OR017	44.1565	-121.256	1637841	0								3	Deschutes, Oregon, United States	US	USOR	OR017	44.1565	-121.256	1637841	20171110143000	http://www.nuggetnews.com/main.asp?SectionID=5&TM=18373.67
705700533	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	173	173	17	4	-5.0	2	1	2	0.19193857965451	3	Sisters Elementary School, Oregon, United States	US	USOR	OR017	44.2908	-121.542	2417018	0								3	Deschutes, Oregon, United States	US	USOR	OR017	44.1565	-121.256	1637841	20171110143000	http://www.nuggetnews.com/main.asp?SectionID=5&TM=18373.67
705700534	20161110	201611	2016	2016.8493	USA	SOUTH DAKOTA	USA								USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	042	042	04	1	1.9	2	1	2	2.99145299145299	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171110143000	http://www.hpj.com/markets/ft-pierre-livestock-auction-report/article_72cceef8-6d9f-5881-bf81-2730d7d88696.html
705700535	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								USAMED	THE ASSOCIATED PRESS	USA					MED			1	013	013	01	1	0.4	52	13	52	-5.93074989843991	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171110143000	https://www.seattletimes.com/nation-world/former-kentucky-speaker-hospitalized-following-resignation/
705700536	20161110	201611	2016	2016.8493	USAGOVAGR	UNITED STATES	USA					GOV	AGR		USA	SOUTH DAKOTA	USA								1	043	043	04	1	2.8	2	1	2	2.99145299145299	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171110143000	http://www.hpj.com/markets/ft-pierre-livestock-auction-report/article_72cceef8-6d9f-5881-bf81-2730d7d88696.html
705700537	20171011	201710	2017	2017.7699											ELI	ACTOR						ELI			1	1124	112	11	3	-2.0	2	1	2	-7.29166666666667	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171110143000	http://thesource.com/2017/11/10/terry-crews-files-lapd-report-alleged-groping-claims/
705700538	20171011	201710	2017	2017.7699	CVL	VOTER						CVL			GOV	PRIME MINISTER						GOV			1	0831	083	08	2	5.0	10	1	10	-1.39165009940358	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171110143000	http://www.express.co.uk/news/uk/877940/Corbyn-Jeremy-Theresa-May-poll-Labour-Conservative-election-vote-support
705700539	20171011	201710	2017	2017.7699	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	1124	112	11	3	-2.0	6	1	6	-7.29166666666667	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171110143000	http://thesource.com/2017/11/10/terry-crews-files-lapd-report-alleged-groping-claims/
705700540	20171011	201710	2017	2017.7699	GBRELI	BRITAIN	GBR					ELI			GBR	UNITED KINGDOM	GBR								0	014	014	01	1	0.0	7	1	7	-2.46406570841889	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20171110143000	http://www.express.co.uk/news/uk/877926/brexit-latest-news-theresa-may-increase-divorce-deal-break-negotiation-deadlock
705700541	20171011	201710	2017	2017.7699	GOV	CHIEF EXECUTIVE						GOV													1	013	013	01	1	0.4	6	1	6	0.68493150684932	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171110143000	http://www.latimes.com/travel/la-tr-hawaii-island-air-shuts-down-20171110-story.html
705700542	20171011	201710	2017	2017.7699	GOV	CHIEF EXECUTIVE						GOV													1	014	014	01	1	0.0	6	1	6	0.68493150684932	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171110143000	http://www.latimes.com/travel/la-tr-hawaii-island-air-shuts-down-20171110-story.html
705700543	20171011	201710	2017	2017.7699	GOV	CHIEF EXECUTIVE						GOV			USA	UNITED STATES	USA								1	013	013	01	1	0.4	4	1	4	0.68493150684932	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171110143000	http://www.latimes.com/travel/la-tr-hawaii-island-air-shuts-down-20171110-story.html
705700544	20171011	201710	2017	2017.7699	GOV	CHIEF EXECUTIVE						GOV			USA	UNITED STATES	USA								1	014	014	01	1	0.0	4	1	4	0.68493150684932	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171110143000	http://www.latimes.com/travel/la-tr-hawaii-island-air-shuts-down-20171110-story.html
705700545	20171011	201710	2017	2017.7699	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	071	071	07	2	7.4	1	1	1	-0.63091482649842	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171110143000	http://time.com/5013618/california-gop-trump/
705700546	20171011	201710	2017	2017.7699	IGOEUREEC	THE EU	EUR	EEC				IGO			GBR	UNITED KINGDOM	GBR								0	014	014	01	1	0.0	3	1	3	-2.46406570841889	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20171110143000	http://www.express.co.uk/news/uk/877926/brexit-latest-news-theresa-may-increase-divorce-deal-break-negotiation-deadlock
705700547	20171011	201710	2017	2017.7699	MIL	MARINE CORP						MIL													0	115	115	11	3	-2.0	6	1	6	-9.70873786407771	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110143000	http://www.foxnews.com/us/2017/11/10/marine-drill-instructor-convicted-physically-abusing-recruits-targeting-muslims-while-drunk-at-times.html
705700548	20171011	201710	2017	2017.7699	MNCUSA	SOUTHWEST AIRLINES	USA					MNC			USA	HAWAII	USA								1	036	036	03	1	4.0	7	1	7	0.68493150684932	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171110143000	http://www.latimes.com/travel/la-tr-hawaii-island-air-shuts-down-20171110-story.html
705700549	20171011	201710	2017	2017.7699	USAELI	UNITED STATES	USA					ELI			USA	UNITED STATES	USA								1	1124	112	11	3	-2.0	2	1	2	-7.29166666666667	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171110143000	http://thesource.com/2017/11/10/terry-crews-files-lapd-report-alleged-groping-claims/
705700550	20171103	201711	2017	2017.8301											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	1	4	-3.54223433242507	0								3	Tiger Bay, Florida, United States	US	USFL		27.7592	-81.847	295673	3	Tiger Bay, Florida, United States	US	USFL		27.7592	-81.847	295673	20171110143000	http://www.bradenton.com/news/local/article183850006.html
705700551	20171103	201711	2017	2017.8301	AUS	MURRAY	AUS								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	6	1	6	-0.84121976866456	3	Youngstown, Ohio, United States	US	USOH	OH099	41.0998	-80.6495	1058156	3	Youngstown, Ohio, United States	US	USOH	OH099	41.0998	-80.6495	1058156	3	Youngstown, Ohio, United States	US	USOH	OH099	41.0998	-80.6495	1058156	20171110143000	https://www.desmogblog.com/2017/11/10/perry-bailout-coal-nuclear-trump-attempt-save-dying-industries
705700552	20171103	201711	2017	2017.8301	AUS	MURRAY	AUS								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	-0.84121976866456	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Youngstown, Ohio, United States	US	USOH	OH099	41.0998	-80.6495	1058156	3	Youngstown, Ohio, United States	US	USOH	OH099	41.0998	-80.6495	1058156	20171110143000	https://www.desmogblog.com/2017/11/10/perry-bailout-coal-nuclear-trump-attempt-save-dying-industries
705700553	20171103	201711	2017	2017.8301	FRA	PARIS	FRA								USA	NEW YORK	USA								1	057	057	05	1	8.0	6	1	6	0.76726342710998	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171110143000	http://blogs.worldbank.org/africacan/arabvoices/miga/impactevaluations/dev4peace/voices/jobs/publicsphere/education/archive/201604
705700554	20171103	201711	2017	2017.8301	FRA	FRANCE	FRA								USA	UNITED STATES	USA								1	057	057	05	1	8.0	1	1	1	0.76726342710998	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110143000	http://blogs.worldbank.org/africacan/arabvoices/miga/impactevaluations/dev4peace/voices/jobs/publicsphere/education/archive/201604
705700555	20171103	201711	2017	2017.8301	IGOSEAASN	ASEAN	SEA	ASN				IGO			CHN	CHINESE	CHN								0	013	013	01	1	0.4	3	1	3	-0.90634441087614	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110143000	http://news.abs-cbn.com/news/11/10/17/ph-counts-on-chinas-commitment-to-sea-code-talks
705700556	20171103	201711	2017	2017.8301	MIL	GOVERNMENT FORCES						MIL			REBMED	REBEL						REB	MED		1	190	190	19	4	-10.0	10	1	10	-9.94475138121549	0								0								0								20171110143000	https://radiotamazuj.org/en/news/article/two-rebel-intelligence-agents-killed-in-torit-town
705700557	20171103	201711	2017	2017.8301	MUS	MAURITIUS	MUS								USAMED	REUTERS	USA					MED			1	080	080	08	2	5.0	10	1	10	3.01204819277108	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20171110143000	https://timesofindia.indiatimes.com/business/international-business/mauritius-91-day-treasury-bill-yield-rises-to-1-83-pct/articleshow/61596165.cms
705700558	20171103	201711	2017	2017.8301	REBMED	REBEL						REB	MED		MIL	GOVERNMENT FORCES						MIL			1	190	190	19	4	-10.0	10	1	10	-9.94475138121549	0								0								0								20171110143000	https://radiotamazuj.org/en/news/article/two-rebel-intelligence-agents-killed-in-torit-town
705700559	20171103	201711	2017	2017.8301	USA	ATLANTA	USA																		1	193	193	19	4	-10.0	7	1	7	-1.34680134680135	3	Dekalb, Texas, United States	US	USTX	TX037	33.5087	-94.6163	1381748	0								3	Dekalb, Texas, United States	US	USTX	TX037	33.5087	-94.6163	1381748	20171110143000	http://www.wsbradio.com/news/metro-atlanta-churches-wrestle-with-security-concerns-wake-texas-church-mass-shooting/tEqmdn2YCRCd4XKjROfUsN/
705700560	20171103	201711	2017	2017.8301	USA	ATLANTA	USA																		1	193	193	19	4	-10.0	1	1	1	-1.34680134680135	3	Dekalb, Texas, United States	US	USTX	TX037	33.5087	-94.6163	1381748	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171110143000	http://www.wsbradio.com/news/metro-atlanta-churches-wrestle-with-security-concerns-wake-texas-church-mass-shooting/tEqmdn2YCRCd4XKjROfUsN/
705700561	20171103	201711	2017	2017.8301	USA	NEW YORK	USA								FRA	PARIS	FRA								1	057	057	05	1	8.0	7	1	7	0.76726342710998	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171110143000	http://blogs.worldbank.org/africacan/arabvoices/miga/impactevaluations/dev4peace/voices/jobs/publicsphere/education/archive/201604
705700562	20171103	201711	2017	2017.8301	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	-0.84121976866456	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Youngstown, Ohio, United States	US	USOH	OH099	41.0998	-80.6495	1058156	3	Youngstown, Ohio, United States	US	USOH	OH099	41.0998	-80.6495	1058156	20171110143000	https://www.desmogblog.com/2017/11/10/perry-bailout-coal-nuclear-trump-attempt-save-dying-industries
705700563	20171103	201711	2017	2017.8301	USA	CALIFORNIA	USA								PTY	PARTY LEADER									1	020	020	02	1	3.0	10	1	10	-2.36336779911374	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171110143000	http://napavalleyregister.com/opinion/editorial/guest-editorial-gop-ideology-versus-constituents/article_2d5d2551-cb4e-59ab-87e4-af5cd765f275.html
705700564	20171109	201711	2017	2017.8466											CHN	SHANGHAI	CHN								1	173	173	17	4	-5.0	8	1	8	-4.23162583518931	0								4	Changning, Shaanxi, China	CH	CH26	13218	34.3015	108.291	9214593	4	Changning, Shaanxi, China	CH	CH26	13218	34.3015	108.291	9214593	20171110143000	http://www.dailymail.co.uk/news/article-5069835/Boy-struggles-s-brutally-tied-chair-teacher.html
705700565	20171109	201711	2017	2017.8466	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	055	055	05	1	7.0	2	1	2	-4.23162583518931	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171110143000	http://www.dailymail.co.uk/news/article-5069835/Boy-struggles-s-brutally-tied-chair-teacher.html
705700566	20171109	201711	2017	2017.8466	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	055	055	05	1	7.0	1	1	1	-4.23162583518931	4	Changning, Shaanxi, China	CH	CH26	13218	34.3015	108.291	9214593	4	Changning, Shaanxi, China	CH	CH26	13218	34.3015	108.291	9214593	4	Changning, Shaanxi, China	CH	CH26	13218	34.3015	108.291	9214593	20171110143000	http://www.dailymail.co.uk/news/article-5069835/Boy-struggles-s-brutally-tied-chair-teacher.html
705700567	20171109	201711	2017	2017.8466	DJI	DJIBOUTI	DJI								DJIGOV	DJIBOUTI	DJI					GOV			1	040	040	04	1	1.0	1	1	1	3.17460317460317	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	20171110143000	http://wam.ae/en/details/1395302645557
705700568	20171109	201711	2017	2017.8466	DJI	DJIBOUTI	DJI								GOV	AMBASSADOR						GOV			1	046	046	04	1	7.0	1	1	1	3.17460317460317	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	20171110143000	http://wam.ae/en/details/1395302645557
705700569	20171109	201711	2017	2017.8466	DJIGOV	DJIBOUTI	DJI					GOV			DJI	DJIBOUTI	DJI								1	040	040	04	1	1.0	1	1	1	3.17460317460317	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	20171110143000	http://wam.ae/en/details/1395302645557
705700570	20171109	201711	2017	2017.8466	GOV	PRESIDENT						GOV													0	055	055	05	1	7.0	3	1	3	-4.23162583518931	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171110143000	http://www.dailymail.co.uk/news/article-5069835/Boy-struggles-s-brutally-tied-chair-teacher.html
705700571	20171109	201711	2017	2017.8466	GOV	PRESIDENT						GOV													0	055	055	05	1	7.0	1	1	1	-4.23162583518931	4	Changning, Shaanxi, China	CH	CH26	13218	34.3015	108.291	9214593	0								4	Changning, Shaanxi, China	CH	CH26	13218	34.3015	108.291	9214593	20171110143000	http://www.dailymail.co.uk/news/article-5069835/Boy-struggles-s-brutally-tied-chair-teacher.html
705700572	20171109	201711	2017	2017.8466	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	055	055	05	1	7.0	3	1	3	-4.23162583518931	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171110143000	http://www.dailymail.co.uk/news/article-5069835/Boy-struggles-s-brutally-tied-chair-teacher.html
705700573	20171109	201711	2017	2017.8466	GOV	AMBASSADOR						GOV			DJI	DJIBOUTI	DJI								1	046	046	04	1	7.0	1	1	1	3.17460317460317	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171110143000	http://wam.ae/en/details/1395302645557
705700574	20171109	201711	2017	2017.8466	LEG	PARLIAMENT						LEG			LSOLEG	LESOTHO	LSO					LEG			1	174	174	17	4	-5.0	2	1	2	-4.28571428571429	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Malingoaneng, Lesotho (general), Lesotho	LT	LT00	18968	-29.3167	28.7833	-1405773	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20171110143000	http://www.thepost.co.ls/news/two-mps-kicked-out-of-parliament/
705700575	20171109	201711	2017	2017.8466	LEG	PARLIAMENT						LEG			LSOLEG	LESOTHO	LSO					LEG			1	174	174	17	4	-5.0	8	1	8	-4.28571428571429	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20171110143000	http://www.thepost.co.ls/news/two-mps-kicked-out-of-parliament/
705700576	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								1	036	036	03	1	4.0	10	1	10	4.59290187891441	0								0								0								20171110143000	https://www.africa.com/university-abomey-calavi-becomes-first-francophone-west-african-university-join-mastercard-foundation-scholars-program/
705700577	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								0	040	040	04	1	1.0	4	1	4	-0.41254125412541	0								4	Buthelezi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3995	31.8505	-1216787	4	Buthelezi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3995	31.8505	-1216787	20171110143000	http://www.freshplaza.com/article/184724/Ebullience-at-Subtrop-2017-marketing-symposium
705700578	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								0	042	042	04	1	1.9	10	1	10	3.84615384615385	0								1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20171110143000	http://www.bizcommunity.com/Article/196/811/169980.html
