704886524	20161108	201611	2016	2016.8438	KWT	KUWAIT	KWT								LBN	LEBANON	LBN								1	050	050	05	1	3.5	6	1	6	-0.54054054054054	1	Kuwait	KU	KU		29.5	47.75	KU	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Saudi Arabia	SA	SA		25	45	SA	20171108053000	http://www.legalbusinessonline.com/news/hfw-expands-indonesia-offering-local-tie/75073
704886525	20161108	201611	2016	2016.8438	KWT	KUWAIT	KWT								LBN	LEBANON	LBN								1	050	050	05	1	3.5	2	1	2	-0.54054054054054	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171108053000	http://www.legalbusinessonline.com/news/hfw-expands-indonesia-offering-local-tie/75073
704886526	20161108	201611	2016	2016.8438	KWT	KUWAIT	KWT								LBN	LEBANON	LBN								1	050	050	05	1	3.5	2	1	2	-0.54054054054054	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	China	CH	CH		35	105	CH	20171108053000	http://www.legalbusinessonline.com/news/hfw-expands-indonesia-offering-local-tie/75073
704886527	20161108	201611	2016	2016.8438	MED	BLOG						MED													1	010	010	01	1	0.0	20	2	20	-0.10548523206751	1	Namibia	WA	WA		-22	17	WA	0								1	Botswana	BC	BC		-22	24	BC	20171108053000	http://www.whig.com/article/20171107/AP/311079915
704886528	20161108	201611	2016	2016.8438	MED	BLOG						MED			BWA	BOTSWANA	BWA								1	042	042	04	1	1.9	12	2	12	-0.10548523206751	1	Namibia	WA	WA		-22	17	WA	1	Botswana	BC	BC		-22	24	BC	1	Namibia	WA	WA		-22	17	WA	20171108053000	http://www.whig.com/article/20171107/AP/311079915
704886529	20161108	201611	2016	2016.8438	MED	BLOG						MED			BWA	BOTSWANA	BWA								1	042	042	04	1	1.9	8	2	8	-0.10548523206751	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20171108053000	http://www.whig.com/article/20171107/AP/311079915
704886530	20161108	201611	2016	2016.8438	MNCKOR	SAMSUNG	KOR					MNC													1	051	051	05	1	3.4	10	1	10	1.23456790123457	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171108053000	http://www.businesskorea.co.kr/english/news/ict/19750-final-patent-winner-apple-won-patent-lawsuit-against-samsung-electronics-us-supreme
704886531	20161108	201611	2016	2016.8438	SAU	SAUDI ARABIA	SAU								LBN	LEBANON	LBN								1	050	050	05	1	3.5	2	1	2	-0.54054054054054	1	China	CH	CH		35	105	CH	1	Saudi Arabia	SA	SA		25	45	SA	1	China	CH	CH		35	105	CH	20171108053000	http://www.legalbusinessonline.com/news/hfw-expands-indonesia-offering-local-tie/75073
704886532	20161108	201611	2016	2016.8438	SAU	SAUDI ARABIA	SAU								LBN	LEBANON	LBN								1	050	050	05	1	3.5	6	1	6	-0.54054054054054	1	Saudi Arabia	SA	SA		25	45	SA	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Saudi Arabia	SA	SA		25	45	SA	20171108053000	http://www.legalbusinessonline.com/news/hfw-expands-indonesia-offering-local-tie/75073
704886533	20161108	201611	2016	2016.8438	SAU	SAUDI ARABIA	SAU								LBN	LEBANON	LBN								1	050	050	05	1	3.5	2	1	2	-0.54054054054054	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171108053000	http://www.legalbusinessonline.com/news/hfw-expands-indonesia-offering-local-tie/75073
704886534	20171009	201710	2017	2017.7644											IRL	IRELAND	IRL								0	043	043	04	1	2.8	4	1	4	-6.65322580645162	0								4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20171108053000	https://www.herald.ie/news/courts/victim-statement-of-woman-punched-by-ex-ruled-to-be-prejudicial-36299800.html
704886535	20171009	201710	2017	2017.7644											LAB	EMPLOYEE						LAB			1	036	036	03	1	4.0	20	2	20	2.43478997289973	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108053000	http://www.finanznachrichten.de/nachrichten-2017-11/42174365-glassdoor-report-reveals-one-third-of-hiring-decision-makers-expect-to-increase-investment-in-diversity-inclusion-programs-in-next-year-008.htm
704886536	20171009	201710	2017	2017.7644	BWA	BOTSWANA	BWA								AFR	AFRICA	AFR								1	110	110	11	3	-2.0	5	1	5	-3.57142857142857	4	Moijabana, Botswana (general), Botswana	BC	BC00	6322	-22.4333	26.4167	-1397823	4	Moijabana, Botswana (general), Botswana	BC	BC00	6322	-22.4333	26.4167	-1397823	4	Moijabana, Botswana (general), Botswana	BC	BC00	6322	-22.4333	26.4167	-1397823	20171108053000	http://africatimes.com/2017/11/06/botswana-khama-reiterates-icc-support-in-final-state-of-nation-address/
704886537	20171009	201710	2017	2017.7644	COP	DETECTIVE						COP			USA	TEXAS	USA								1	043	043	04	1	2.8	2	1	2	-12.9496402877698	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108053000	http://katu.com/news/local/man-accused-of-drowning-6-year-old-nephew-in-wash-pleads-not-guilty-to-murder-charge
704886538	20171009	201710	2017	2017.7644	COP	DETECTIVE						COP			USA	TEXAS	USA								1	043	043	04	1	2.8	2	1	2	-12.9496402877698	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108053000	http://katu.com/news/local/man-accused-of-drowning-6-year-old-nephew-in-wash-pleads-not-guilty-to-murder-charge
704886539	20171009	201710	2017	2017.7644	FRA	FRANCE	FRA								GBR	EDINBURGH	GBR								0	110	110	11	3	-2.0	1	1	1	-1.60142348754448	1	France	FR	FR		46	2	FR	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171108053000	http://gearsofbiz.com/how-catalonias-independence-efforts-raise-tensions-in-belgium/181872
704886540	20171009	201710	2017	2017.7644	FRA	FRANCE	FRA								GBR	EDINBURGH	GBR								0	110	110	11	3	-2.0	1	1	1	-1.60142348754448	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171108053000	http://gearsofbiz.com/how-catalonias-independence-efforts-raise-tensions-in-belgium/181872
704886541	20171009	201710	2017	2017.7644	FRAEDU	FRENCH	FRA					EDU			GBR	EDINBURGH	GBR								0	110	110	11	3	-2.0	3	1	3	-1.60142348754448	1	France	FR	FR		46	2	FR	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	1	France	FR	FR		46	2	FR	20171108053000	http://gearsofbiz.com/how-catalonias-independence-efforts-raise-tensions-in-belgium/181872
704886542	20171009	201710	2017	2017.7644	GBR	EDINBURGH	GBR																		0	110	110	11	3	-2.0	3	1	3	-1.60142348754448	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								1	France	FR	FR		46	2	FR	20171108053000	http://gearsofbiz.com/how-catalonias-independence-efforts-raise-tensions-in-belgium/181872
704886543	20171009	201710	2017	2017.7644	IRL	IRELAND	IRL																		0	042	042	04	1	1.9	4	1	4	-6.65322580645162	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	0								4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20171108053000	https://www.herald.ie/news/courts/victim-statement-of-woman-punched-by-ex-ruled-to-be-prejudicial-36299800.html
704886544	20171009	201710	2017	2017.7644	LAB	EMPLOYEE						LAB													1	036	036	03	1	4.0	20	2	20	2.43478997289973	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171108053000	http://www.finanznachrichten.de/nachrichten-2017-11/42174365-glassdoor-report-reveals-one-third-of-hiring-decision-makers-expect-to-increase-investment-in-diversity-inclusion-programs-in-next-year-008.htm
704886545	20171009	201710	2017	2017.7644	USA	UNITED STATES	USA								COP	DETECTIVE						COP			1	013	013	01	1	0.4	4	1	4	-12.9496402877698	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108053000	http://katu.com/news/local/man-accused-of-drowning-6-year-old-nephew-in-wash-pleads-not-guilty-to-murder-charge
704886546	20171009	201710	2017	2017.7644	USA	TEXAS	USA								COP	DETECTIVE						COP			1	042	042	04	1	1.9	2	1	2	-12.9496402877698	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108053000	http://katu.com/news/local/man-accused-of-drowning-6-year-old-nephew-in-wash-pleads-not-guilty-to-murder-charge
704886547	20171009	201710	2017	2017.7644	USA	TEXAS	USA								COP	DETECTIVE						COP			1	042	042	04	1	1.9	2	1	2	-12.9496402877698	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108053000	http://katu.com/news/local/man-accused-of-drowning-6-year-old-nephew-in-wash-pleads-not-guilty-to-murder-charge
704886548	20171101	201711	2017	2017.8247											BUS	CHAMBER OF COMMERCE						BUS			1	043	043	04	1	2.8	10	1	10	3.07443365695792	0								3	Flint-Gresham Fire Department, Texas, United States	US	USTX		32.2065	-95.348	2655332	3	Flint-Gresham Fire Department, Texas, United States	US	USTX		32.2065	-95.348	2655332	20171108053000	http://www.bullardnews.com/stories/patriotic-pride-returns-with-18th-annual-rwb-festival,118219
704886549	20171101	201711	2017	2017.8247	AFR	AFRICA	AFR								USA	UNITED STATES	USA								0	111	111	11	3	-2.0	2	1	2	0.3125	3	Anne Arundel County, Maryland, United States	US	USMD	MD003	39.0001	-76.6164	1710958	3	Anne Arundel County, Maryland, United States	US	USMD		39.0001	-76.6164	1710958	3	Anne Arundel County, Maryland, United States	US	USMD		39.0001	-76.6164	1710958	20171108053000	http://www.capitalgazette.com/news/elections/ac-cn-ward-results-1108-story.html
704886550	20171101	201711	2017	2017.8247	AFR	AFRICA	AFR								USA	AMERICAN	USA								0	111	111	11	3	-2.0	6	1	6	0.3125	3	Annapolis Police Department, Maryland, United States	US	USMD	MD003	38.9792	-76.5058	2087052	3	Annapolis Police Department, Maryland, United States	US	USMD		38.9792	-76.5058	2087052	3	Annapolis Police Department, Maryland, United States	US	USMD		38.9792	-76.5058	2087052	20171108053000	http://www.capitalgazette.com/news/elections/ac-cn-ward-results-1108-story.html
704886551	20171101	201711	2017	2017.8247	BUS	CHAMBER OF COMMERCE						BUS													1	042	042	04	1	1.9	10	1	10	3.07443365695792	3	Flint-Gresham Fire Department, Texas, United States	US	USTX	TX423	32.2065	-95.348	2655332	0								3	Flint-Gresham Fire Department, Texas, United States	US	USTX		32.2065	-95.348	2655332	20171108053000	http://www.bullardnews.com/stories/patriotic-pride-returns-with-18th-annual-rwb-festival,118219
704886552	20171101	201711	2017	2017.8247	CHN	CHINA	CHN								EDU	STUDENT						EDU			1	190	190	19	4	-10.0	4	1	4	3.5	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108053000	https://ldsmag.com/slain-university-of-utah-student-had-remarkable-mormon-conversion-story/
704886553	20171101	201711	2017	2017.8247	DOM	DOMINICAN REPUBLIC	DOM								GOV	GOVERNMENT						GOV			0	013	013	01	1	0.4	4	1	4	-4.00696864111498	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	20171108053000	https://www.yahoo.com/news/sen-bob-menendez-apos-bribery-220245971.html
704886554	20171101	201711	2017	2017.8247	ESP	SPAIN	ESP								BEL	BRUSSELS	BEL								1	080	080	08	2	5.0	5	1	5	-1.60142348754448	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171108053000	http://gearsofbiz.com/how-catalonias-independence-efforts-raise-tensions-in-belgium/181872
704886555	20171101	201711	2017	2017.8247	GOV	GOVERNOR						GOV													1	010	010	01	1	0.0	2	1	2	-2.97397769516729	3	Randolph County, North Carolina, United States	US	USNC	NC151	35.7001	-79.8164	1008580	0								3	Randolph County, North Carolina, United States	US	USNC		35.7001	-79.8164	1008580	20171108053000	http://www.wfmynews2.com/news/local/2-wants-to-know/deadliest-rural-roads-randolph-co-ranks-in-top-10-for-north-carolina/490120368
704886556	20171101	201711	2017	2017.8247	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								1	010	010	01	1	0.0	8	1	8	-2.97397769516729	3	Randolph County, North Carolina, United States	US	USNC	NC151	35.7001	-79.8164	1008580	3	Randolph County, North Carolina, United States	US	USNC		35.7001	-79.8164	1008580	3	Randolph County, North Carolina, United States	US	USNC		35.7001	-79.8164	1008580	20171108053000	http://www.wfmynews2.com/news/local/2-wants-to-know/deadliest-rural-roads-randolph-co-ranks-in-top-10-for-north-carolina/490120368
704886557	20171101	201711	2017	2017.8247	JUD	PROSECUTOR						JUD			GOV	GOVERNMENT						GOV			0	013	013	01	1	0.4	6	1	6	-4.00696864111498	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	20171108053000	https://www.yahoo.com/news/sen-bob-menendez-apos-bribery-220245971.html
704886558	20171101	201711	2017	2017.8247	PHL	MANILA	PHL								SEA	SOUTHEAST ASIA	SEA								1	141	141	14	3	-6.5	10	1	10	-4.77453580901857	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171108053000	https://www.ucanews.com/news/manilas-poor-protest-ahead-of-asean-meeting/80724
704886559	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA																		0	111	111	11	3	-2.0	2	1	2	0.3125	3	Anne Arundel County, Maryland, United States	US	USMD	MD003	39.0001	-76.6164	1710958	0								3	Anne Arundel County, Maryland, United States	US	USMD		39.0001	-76.6164	1710958	20171108053000	http://www.capitalgazette.com/news/elections/ac-cn-ward-results-1108-story.html
704886560	20171101	201711	2017	2017.8247	USA	PORTLAND	USA																		1	112	112	11	3	-2.0	2	1	2	-4.87012987012987	3	Multnomah County, Oregon, United States	US	USOR	OR051	45.5001	-122.418	1135861	0								3	Multnomah County, Oregon, United States	US	USOR		45.5001	-122.418	1135861	20171108053000	http://www.theweedblog.com/theweedblog/policies/police-confiscate-3-000-lbs-elbows-of-cannabis-in-oregon-leljtkhb6UK_ffkPvn6W4A
704886561	20171101	201711	2017	2017.8247	USA	PORTLAND	USA								USACOP	PORTLAND	USA					COP			1	112	112	11	3	-2.0	8	1	8	-4.87012987012987	3	Multnomah County, Oregon, United States	US	USOR	OR051	45.5001	-122.418	1135861	3	Multnomah County, Oregon, United States	US	USOR		45.5001	-122.418	1135861	3	Multnomah County, Oregon, United States	US	USOR		45.5001	-122.418	1135861	20171108053000	http://www.theweedblog.com/theweedblog/policies/police-confiscate-3-000-lbs-elbows-of-cannabis-in-oregon-leljtkhb6UK_ffkPvn6W4A
704886562	20171101	201711	2017	2017.8247	USAEDU	UTAH	USA					EDU			EDU	STUDENT						EDU			1	190	190	19	4	-10.0	6	1	6	3.5	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108053000	https://ldsmag.com/slain-university-of-utah-student-had-remarkable-mormon-conversion-story/
704886563	20171101	201711	2017	2017.8247	USAEDU	UTAH	USA					EDU			EDU	STUDENT						EDU			1	193	193	19	4	-10.0	10	1	10	3.5	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108053000	https://ldsmag.com/slain-university-of-utah-student-had-remarkable-mormon-conversion-story/
704886564	20171101	201711	2017	2017.8247	VNM	VIETNAM	VNM								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	1	1	1	3.85232744783307	4	Quang Ninh, Qu?ng Bì, Vietnam, Republic Of	VM	VM62	32515	17.4	106.65	-3727394	4	Quang Ninh, Qu?ng Bì, Vietnam, Republic Of	VM	VM62	32515	17.4	106.65	-3727394	4	Quang Ninh, Qu?ng Bì, Vietnam, Republic Of	VM	VM62	32515	17.4	106.65	-3727394	20171108053000	http://hanoitimes.com.vn/investment/industrial-zone/2017/11/81E0BA67/vietnam-to-develop-special-economic-units/
704886565	20171107	201711	2017	2017.8411	CRM	DEALER						CRM			BUS	COMPANY						BUS			1	124	124	12	3	-4.0	10	1	10	-2.0242914979757	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171108053000	http://www.itwebafrica.com/networks/262-kenya/241374-could-boycott-dent-safaricoms-profits
704886566	20171107	201711	2017	2017.8411	CRM	DEALER						CRM			BUS	COMPANY						BUS			1	1312	131	13	3	-5.8	10	1	10	-2.0242914979757	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171108053000	http://www.itwebafrica.com/networks/262-kenya/241374-could-boycott-dent-safaricoms-profits
704886567	20171107	201711	2017	2017.8411	EDU	SCHOOL						EDU													0	060	060	06	2	6.0	5	1	5	-2.64423076923077	5	Flintshire, Flintshire, United Kingdom	UK	UKY1	40179	53.25	-3.16667	-2596318	0								5	Flintshire, Flintshire, United Kingdom	UK	UKY1	40179	53.25	-3.16667	-2596318	20171108053000	http://www.heraldscotland.com/news/15647395.Sturgeon_defends_former_minister_as_sex_scandal_darkens/
704886568	20171107	201711	2017	2017.8411	MIL	AIR FORCE						MIL			USACRM	UNITED STATES	USA					CRM			0	012	012	01	1	-0.4	4	1	4	-6.83544303797468	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108053000	https://tenplay.com.au/news/national/november-2017/texas-church-shooter-escaped-mental-health-facility
704886569	20171107	201711	2017	2017.8411	MIL	AIR FORCE						MIL			USACRM	UNITED STATES	USA					CRM			0	110	110	11	3	-2.0	4	1	4	-6.83544303797468	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108053000	https://tenplay.com.au/news/national/november-2017/texas-church-shooter-escaped-mental-health-facility
704886570	20171108	201711	2017	2017.8438											AFR	AFRICA	AFR								1	042	042	04	1	1.9	16	1	10	2.77777777777778	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20171108053000	http://www.arklatexhomepage.com/news/local-news/shreveport-woman-traveling-to-africa/853220577
704886571	20171108	201711	2017	2017.8438											AUS	AUSTRALIA	AUS								1	030	030	03	1	4.0	6	2	6	-0.49554013875123	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171108053000	http://www.goldcoastbulletin.com.au/news/national/spotlight-falls-on-labor-mps-as-pm-shorten-meet-to-resolve-citizenship-crisis/news-story/e5701aa9f39228d966a1d50d30678fed?nk=fb48a664e54107e98bd235722cd2ea96-1510118207
704886572	20171108	201711	2017	2017.8438											AUS	VICTORIA	AUS								1	043	043	04	1	2.8	5	1	5	5.99571734475375	0								4	Diamond Creek, Victoria, Australia	AS	AS07	5427	-37.6667	145.15	-1569732	4	Diamond Creek, Victoria, Australia	AS	AS07	5427	-37.6667	145.15	-1569732	20171108053000	http://www.4-traders.com/news/Premier-of-Victoria-Diamond-Creek-Men-rsquo-s-Shed-ndash-Bigger-And-Better-Than-Ever--25460916/
704886573	20171108	201711	2017	2017.8438											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	4	1	4	1.45985401459854	0								4	Port Macquarie, New South Wales, Australia	AS	AS02	5096	-31.4308	152.909	-1595897	4	Port Macquarie, New South Wales, Australia	AS	AS02	5096	-31.4308	152.909	-1595897	20171108053000	http://www.portnews.com.au/story/5041969/heart-trouble-doesnt-stop-morton-from-listening-to-success/?cs=258
704886574	20171108	201711	2017	2017.8438											AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	4	1	4	-10.3296703296703	0								4	Ten Mile Beach, Queensland, Australia	AS	AS04	154701	-20.7001	148.731	-1604037	4	Ten Mile Beach, Queensland, Australia	AS	AS04	154701	-20.7001	148.731	-1604037	20171108053000	http://www.dailymail.co.uk/news/article-5060763/Family-fought-justice-daughter-killed-two-men.html
704886575	20171108	201711	2017	2017.8438											AUS	AUSTRALIA	AUS								0	172	172	17	4	-5.0	4	1	4	-5.46448087431694	0								4	Southport, Queensland, Australia	AS	AS04	154667	-27.9667	153.4	-1601419	4	Southport, Queensland, Australia	AS	AS04	154667	-27.9667	153.4	-1601419	20171108053000	http://www.moneymanagement.com.au/news/financial-planning/former-cba-planner-pleads-guilty-forgery
704886576	20171108	201711	2017	2017.8438											BHS	BAHAMA	BHS								0	043	043	04	1	2.8	1	1	1	-1.47727272727273	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20171108053000	https://tribune.com.pk/story/1552645/2-lawmakers-want-rain-hell-paradise/
704886577	20171108	201711	2017	2017.8438											BHS	BAHAMA	BHS								0	043	043	04	1	2.8	1	1	1	-1.47727272727273	0								1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20171108053000	https://tribune.com.pk/story/1552645/2-lawmakers-want-rain-hell-paradise/
