704965322	20161108	201611	2016	2016.8438	USA	THE US	USA								EST	ESTONIA	EST								0	154	154	15	4	-7.2	1	1	1	-3.2171581769437	1	Russia	RS	RS		60	100	RS	1	Estonia	EN	EN		59	26	EN	1	Estonia	EN	EN		59	26	EN	20171108113000	http://www.presstv.com/Detail/2017/11/08/541435/UK-NATO-hodges-US
704965323	20161108	201611	2016	2016.8438	USA	THE US	USA								EST	ESTONIA	EST								0	154	154	15	4	-7.2	1	1	1	-3.2171581769437	1	Russia	RS	RS		60	100	RS	1	Estonia	EN	EN		59	26	EN	1	Russia	RS	RS		60	100	RS	20171108113000	http://www.presstv.com/Detail/2017/11/08/541435/UK-NATO-hodges-US
704965324	20161108	201611	2016	2016.8438	USA	THE US	USA								POL	POLAND	POL								0	154	154	15	4	-7.2	3	1	3	-3.2171581769437	1	Russia	RS	RS		60	100	RS	1	Poland	PL	PL		52	20	PL	1	Russia	RS	RS		60	100	RS	20171108113000	http://www.presstv.com/Detail/2017/11/08/541435/UK-NATO-hodges-US
704965325	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								1	043	043	04	1	2.8	2	2	2	-5.48780487804878	1	United States	US	US		39.828175	-98.5795	US	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	20171108113000	http://team921fm.com/news/articles/2017/nov/08/russia-wants-us-to-extradite-doping-whistleblower-investigators/
704965326	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								1	043	043	04	1	2.8	8	2	8	-5.48780487804878	1	United States	US	US		39.828175	-98.5795	US	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	1	United States	US	US		39.828175	-98.5795	US	20171108113000	http://team921fm.com/news/articles/2017/nov/08/russia-wants-us-to-extradite-doping-whistleblower-investigators/
704965327	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								nai	NATIVE AMERICAN			nai						0	020	020	02	1	3.0	2	1	2	-3.46774193548387	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	20171108113000	http://www.sfreporter.com/news/2017/11/08/justice-undone/
704965328	20161108	201611	2016	2016.8438	ZAF	JOHANNESBURG	ZAF																		1	020	020	02	1	3.0	2	1	2	-6.76532769556026	4	Roodepoort, Free State, South Africa	SF	SF03	77328	-27.1667	28.1667	-1278009	0								4	Roodepoort, Free State, South Africa	SF	SF03	77328	-27.1667	28.1667	-1278009	20171108113000	https://joburg.org.za/index.php?option=com_content&view=article&id=12154&catid=88&Itemid=266
704965329	20171009	201710	2017	2017.7644											PRK	NORTH KOREAN	PRK								0	190	190	19	4	-10.0	8	2	8	-7.39412790546344	0								4	Kilju, Hamgyong-bukto, North Korea	KN	KN17	39539	40.9642	129.328	-177438	4	Kilju, Hamgyong-bukto, North Korea	KN	KN17	39539	40.9642	129.328	-177438	20171108113000	http://www.cairnspost.com.au/north-koreas-nuclear-testing-causing-deformed-babies/news-story/8b776eb650cb21f1236986ed476f4d9d?nk=392347880f328dfefdb39e60e6281293-1510139893
704965330	20171009	201710	2017	2017.7644											PRK	NORTH KOREAN	PRK								0	190	190	19	4	-10.0	10	2	10	-7.39412790546344	0								1	South Korea	KS	KS		37	127.5	KS	4	Kilju, Hamgyong-bukto, North Korea	KN	KN17	39539	40.9642	129.328	-177438	20171108113000	http://www.cairnspost.com.au/north-koreas-nuclear-testing-causing-deformed-babies/news-story/8b776eb650cb21f1236986ed476f4d9d?nk=392347880f328dfefdb39e60e6281293-1510139893
704965331	20171009	201710	2017	2017.7644	BUS	COMPANY						BUS													1	060	060	06	2	6.0	3	1	3	0	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	0								3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	20171108113000	http://idahobusinessreview.com/2017/11/08/boise-mobile-equipment-increases-fire-truck-production/
704965332	20171009	201710	2017	2017.7644	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	060	060	06	2	6.0	2	1	2	0	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	20171108113000	http://idahobusinessreview.com/2017/11/08/boise-mobile-equipment-increases-fire-truck-production/
704965333	20171009	201710	2017	2017.7644	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	1	1	1	-5.20939734422881	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108113000	http://www.presstv.com/Detail/2017/11/08/541428/Press-TV-headlines
704965334	20171009	201710	2017	2017.7644	CHN	BEIJING	CHN								USA	WASHINGTON	USA								0	046	046	04	1	7.0	4	1	4	-5.20939734422881	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108113000	http://www.presstv.com/Detail/2017/11/08/541428/Press-TV-headlines
704965335	20171009	201710	2017	2017.7644	CHN	BEIJING	CHN								USA	WASHINGTON	USA								0	046	046	04	1	7.0	2	1	2	-5.20939734422881	1	Japan	JA	JA		36	138	JA	1	South Korea	KS	KS		37	127.5	KS	1	Japan	JA	JA		36	138	JA	20171108113000	http://www.presstv.com/Detail/2017/11/08/541428/Press-TV-headlines
704965336	20171009	201710	2017	2017.7644	COP	PRISON						COP													1	173	173	17	4	-5.0	1	1	1	-5.85516178736518	3	Monticello, Arkansas, United States	US	USAR	AR043	33.629	-91.791	52144	0								3	Monticello, Arkansas, United States	US	USAR	AR043	33.629	-91.791	52144	20171108113000	http://www.ktlo.com/2017/11/08/snow-files-notice-of-appeal/
704965337	20171009	201710	2017	2017.7644	COP	PRISON						COP													1	173	173	17	4	-5.0	1	1	1	-5.85516178736518	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171108113000	http://www.ktlo.com/2017/11/08/snow-files-notice-of-appeal/
704965338	20171009	201710	2017	2017.7644	PRKGOV	NORTH KOREA	PRK					GOV			PRK	PYONGYANG	PRK								0	040	040	04	1	1.0	1	1	1	-2.81407035175879	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108113000	http://lethbridgeherald.com/news/world-news/2017/11/08/north-korea-trade-deficit-top-trumps-agenda-in-china/
704965339	20171009	201710	2017	2017.7644	SYR	SYRIAN	SYR																		0	181	181	18	4	-9.0	10	1	10	-5.20939734422881	4	Raqqah, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	0								4	Raqqah, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20171108113000	http://www.presstv.com/Detail/2017/11/08/541428/Press-TV-headlines
704965340	20171009	201710	2017	2017.7644	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	046	046	04	1	7.0	1	1	1	-5.20939734422881	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108113000	http://www.presstv.com/Detail/2017/11/08/541428/Press-TV-headlines
704965341	20171009	201710	2017	2017.7644	USA	WASHINGTON	USA								CHN	BEIJING	CHN								0	046	046	04	1	7.0	4	1	4	-5.20939734422881	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108113000	http://www.presstv.com/Detail/2017/11/08/541428/Press-TV-headlines
704965342	20171009	201710	2017	2017.7644	USA	WASHINGTON	USA								CHN	BEIJING	CHN								0	046	046	04	1	7.0	2	1	2	-5.20939734422881	1	South Korea	KS	KS		37	127.5	KS	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171108113000	http://www.presstv.com/Detail/2017/11/08/541428/Press-TV-headlines
704965343	20171101	201711	2017	2017.8247	ARE	ABU DHABI	ARE								REF	REFUGEE						REF			1	051	051	05	1	3.4	2	1	2	0.34602076124567	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20171108113000	http://gulfnews.com/news/uae/government/unhcr-praises-the-uae-s-support-for-south-sudanese-refugees-1.2120959
704965344	20171101	201711	2017	2017.8247	ARE	ABU DHABI	ARE								SDNREF	SUDAN	SDN					REF			1	057	057	05	1	8.0	2	1	2	0.34602076124567	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20171108113000	http://gulfnews.com/news/uae/government/unhcr-praises-the-uae-s-support-for-south-sudanese-refugees-1.2120959
704965345	20171101	201711	2017	2017.8247	CAN	CANADA	CAN								LEG	HOUSE OF REPRESENTATIVES						LEG			1	020	020	02	1	3.0	10	1	10	-3.55029585798816	1	Canada	CA	CA		60	-96	CA	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108113000	http://www.pressreleasepoint.com/kevin-milligan-lessons-canada-republican-tax-plan
704965346	20171101	201711	2017	2017.8247	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	014	014	01	1	0.0	10	1	10	-3.55029585798816	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108113000	http://www.pressreleasepoint.com/kevin-milligan-lessons-canada-republican-tax-plan
704965347	20171101	201711	2017	2017.8247	COP	PRISON						COP													1	015	015	01	1	0.0	12	1	12	-5.14469453376206	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171108113000	http://www.thisisthewestcountry.co.uk/news/15647786.Man_jailed_after_being_caught_on_CCTV_abusing_kids_in_Ilminster_pub/
704965348	20171101	201711	2017	2017.8247	CVL	HUNTER						CVL													1	130	130	13	3	-4.4	10	1	10	-3.22580645161291	3	Port Arthur, Texas, United States	US	USTX	TX245	29.8988	-93.9288	1384151	0								3	Port Arthur, Texas, United States	US	USTX		29.8988	-93.9288	1384151	20171108113000	https://www.aransaspassprogress.com/duck-hunting-dangers
704965349	20171101	201711	2017	2017.8247	CVL	IMMIGRANT						CVL													1	190	190	19	4	-10.0	3	1	3	-5.71791613722999	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171108113000	http://www.pressreleasepoint.com/murderers-slip-through-screen
704965350	20171101	201711	2017	2017.8247	GOVAGR	DEPARTMENT OF AGRICULTURE						GOV	AGR		AGR	FARMER						AGR			1	040	040	04	1	1.0	10	1	10	-4.31654676258993	0								0								0								20171108113000	https://www.oceanfm.ie/2017/11/08/farmers-may-not-get-paid-following-killery-fires-last-summer/
704965351	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	-5.71791613722999	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171108113000	http://www.pressreleasepoint.com/murderers-slip-through-screen
704965352	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA								CVL	IMMIGRANT						CVL			1	190	190	19	4	-10.0	2	1	2	-5.71791613722999	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171108113000	http://www.pressreleasepoint.com/murderers-slip-through-screen
704965353	20171107	201711	2017	2017.8411											DEUBUS	GERMAN	DEU					BUS			0	036	036	03	1	4.0	3	1	3	-0.58918050348152	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171108113000	https://openeurope.org.uk/daily-shakeup/eu27-ambassadors-internal-preparatory-discussions-brexit-transition/
704965354	20171107	201711	2017	2017.8411											GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	5	1	5	-12.1323529411765	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171108113000	https://www.coindesk.com/secret-service-agent-gets-extra-jail-time-over-theft-of-silk-road-bitcoin/
704965355	20171107	201711	2017	2017.8411	AFG	AFGHANISTAN	AFG																		1	016	016	01	1	-2.0	4	1	4	-2.90322580645162	4	Kerala, Konar, Afghanistan	AF	AF34	99934	34.8764	71.1559	-3379923	0								4	Kerala, Konar, Afghanistan	AF	AF34	99934	34.8764	71.1559	-3379923	20171108113000	http://www.business-standard.com/article/pti-stories/ncw-chairperson-meets-kerala-dgp-on-forceful-conversions-117110800796_1.html
704965356	20171107	201711	2017	2017.8411	AFG	AFGHANISTAN	AFG																		1	016	016	01	1	-2.0	1	1	1	-2.90322580645162	4	Kerala, Konar, Afghanistan	AF	AF34	99934	34.8764	71.1559	-3379923	0								1	India	IN	IN		20	77	IN	20171108113000	http://www.business-standard.com/article/pti-stories/ncw-chairperson-meets-kerala-dgp-on-forceful-conversions-117110800796_1.html
704965357	20171107	201711	2017	2017.8411	AFG	AFGHANISTAN	AFG																		1	016	016	01	1	-2.0	1	1	1	-2.90322580645162	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171108113000	http://www.business-standard.com/article/pti-stories/ncw-chairperson-meets-kerala-dgp-on-forceful-conversions-117110800796_1.html
704965358	20171107	201711	2017	2017.8411	COP	POLICE						COP			UAF	ARMED MEN						UAF			0	193	193	19	4	-10.0	2	1	2	-5.2295918367347	4	Eslam, Balkh, Afghanistan	AF	AF30	3478	36.9766	66.678	-3374945	4	Eslam, Balkh, Afghanistan	AF	AF30	3478	36.9766	66.678	-3374945	4	Eslam, Balkh, Afghanistan	AF	AF30	3478	36.9766	66.678	-3374945	20171108113000	Afghan press selection list in Dari and Pashto/BBC Monitoring/(c) BBC
704965359	20171107	201711	2017	2017.8411	COP	POLICE						COP			UAF	ARMED MEN						UAF			0	193	193	19	4	-10.0	8	1	8	-5.2295918367347	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	20171108113000	Afghan press selection list in Dari and Pashto/BBC Monitoring/(c) BBC
704965360	20171107	201711	2017	2017.8411	FRA	FRANCE	FRA								DEUBUS	GERMANY	DEU					BUS			0	012	012	01	1	-0.4	1	1	1	-0.58918050348152	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171108113000	https://openeurope.org.uk/daily-shakeup/eu27-ambassadors-internal-preparatory-discussions-brexit-transition/
704965361	20171107	201711	2017	2017.8411	FRA	FRANCE	FRA								DEUBUS	GERMANY	DEU					BUS			0	012	012	01	1	-0.4	1	1	1	-0.58918050348152	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	1	France	FR	FR		46	2	FR	20171108113000	https://openeurope.org.uk/daily-shakeup/eu27-ambassadors-internal-preparatory-discussions-brexit-transition/
704965362	20171107	201711	2017	2017.8411	FRA	FRANCE	FRA								DEUBUS	GERMANY	DEU					BUS			0	036	036	03	1	4.0	1	1	1	-0.58918050348152	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171108113000	https://openeurope.org.uk/daily-shakeup/eu27-ambassadors-internal-preparatory-discussions-brexit-transition/
704965363	20171107	201711	2017	2017.8411	FRA	FRANCE	FRA								DEUBUS	GERMANY	DEU					BUS			0	036	036	03	1	4.0	1	1	1	-0.58918050348152	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	1	France	FR	FR		46	2	FR	20171108113000	https://openeurope.org.uk/daily-shakeup/eu27-ambassadors-internal-preparatory-discussions-brexit-transition/
704965364	20171107	201711	2017	2017.8411	FRA	FRANCE	FRA								GBRBUS	UNITED KINGDOM	GBR					BUS			0	010	010	01	1	0.0	2	1	2	-0.58918050348152	1	France	FR	FR		46	2	FR	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108113000	https://openeurope.org.uk/daily-shakeup/eu27-ambassadors-internal-preparatory-discussions-brexit-transition/
704965365	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV													1	015	015	01	1	0.0	5	1	5	-12.1323529411765	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171108113000	https://www.coindesk.com/secret-service-agent-gets-extra-jail-time-over-theft-of-silk-road-bitcoin/
704965366	20171107	201711	2017	2017.8411	GOV	MINIST						GOV			BUS	TRADER						BUS			1	051	051	05	1	3.4	5	1	5	-0.43478260869565	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20171108113000	https://www.aninews.in/news/national/general-news/gst-needs-reform-rahul-gandhi201711081635090001/
704965367	20171107	201711	2017	2017.8411	IND	KERALA	IND																		1	016	016	01	1	-2.0	2	1	2	-2.90322580645162	4	Kerala, Konar, Afghanistan	AF	AF34	99934	34.8764	71.1559	-3379923	0								4	Kerala, Konar, Afghanistan	AF	AF34	99934	34.8764	71.1559	-3379923	20171108113000	http://www.business-standard.com/article/pti-stories/ncw-chairperson-meets-kerala-dgp-on-forceful-conversions-117110800796_1.html
704965368	20171107	201711	2017	2017.8411	IND	KERALA	IND								AFG	AFGHANISTAN	AFG								1	016	016	01	1	-2.0	1	1	1	-2.90322580645162	4	Kerala, Konar, Afghanistan	AF	AF34	99934	34.8764	71.1559	-3379923	4	Kerala, Konar, Afghanistan	AF	AF34	99934	34.8764	71.1559	-3379923	1	India	IN	IN		20	77	IN	20171108113000	http://www.business-standard.com/article/pti-stories/ncw-chairperson-meets-kerala-dgp-on-forceful-conversions-117110800796_1.html
704965369	20171107	201711	2017	2017.8411	IND	KERALA	IND								AFG	AFGHANISTAN	AFG								1	016	016	01	1	-2.0	1	1	1	-2.90322580645162	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171108113000	http://www.business-standard.com/article/pti-stories/ncw-chairperson-meets-kerala-dgp-on-forceful-conversions-117110800796_1.html
704965370	20171107	201711	2017	2017.8411	JUD	JUDGE						JUD			GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	8	1	8	-12.1323529411765	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171108113000	https://www.coindesk.com/secret-service-agent-gets-extra-jail-time-over-theft-of-silk-road-bitcoin/
704965371	20171107	201711	2017	2017.8411	USAJUD	UNITED STATES	USA					JUD			GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	2	1	2	-12.1323529411765	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171108113000	https://www.coindesk.com/secret-service-agent-gets-extra-jail-time-over-theft-of-silk-road-bitcoin/
704965372	20171108	201711	2017	2017.8438											AFG	AFGHANISTAN	AFG								0	060	060	06	2	6.0	5	1	5	-5.2295918367347	0								4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20171108113000	Afghan press selection list in Dari and Pashto/BBC Monitoring/(c) BBC
704965373	20171108	201711	2017	2017.8438											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	8	1	8	-6.282722513089	0								4	Chaparhar, Nangarhar, Afghanistan	AF	AF18	3656	34.2774	70.3618	-3371908	4	Chaparhar, Nangarhar, Afghanistan	AF	AF18	3656	34.2774	70.3618	-3371908	20171108113000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
704965374	20171108	201711	2017	2017.8438											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	2	1	2	-6.282722513089	0								4	Chaparhar, Nangarhar, Afghanistan	AF	AF18	3656	34.2774	70.3618	-3371908	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20171108113000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
704965375	20171108	201711	2017	2017.8438											AFR	AFRICA	AFR								0	036	036	03	1	4.0	5	1	5	-4.1025641025641	0								4	Tshwane, Limpopo, South Africa	SF	SF09	77345	-25.1797	28.1135	-1292416	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171108113000	https://citizen.co.za/news/south-africa/1720780/our-intention-was-not-to-block-the-roads-says-protesting-taxi-association/
704965376	20171108	201711	2017	2017.8438											AFR	AFRICA	AFR								0	141	141	14	3	-6.5	4	1	4	-4.1025641025641	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171108113000	https://citizen.co.za/news/south-africa/1720780/our-intention-was-not-to-block-the-roads-says-protesting-taxi-association/
704965377	20171108	201711	2017	2017.8438											AGR	FARMER						AGR			0	060	060	06	2	6.0	10	1	10	2.98062593144561	0								0								0								20171108113000	https://www.graphic.com.gh/news/general-news/oil-mill-under-one-district-one-factory-ready-to-take-off-in-bogoso.html
