703988808	20171105	201711	2017	2017.8356											CAN	CANADIAN	CAN								0	043	043	04	1	2.8	2	1	2	-0.15220700152207	0								4	Vimy Ridge, Ontario, Canada	CA	CA08	12645	48.4833	-80.3833	-575393	4	Vimy Ridge, Ontario, Canada	CA	CA08	12645	48.4833	-80.3833	-575393	20171105020000	http://www.chathamdailynews.ca/2017/11/04/one-of-vimy-oaks-now-planted-in-chatham
703988809	20171105	201711	2017	2017.8356											CAN	ALBERTA	CAN								1	051	051	05	1	3.4	10	1	10	0.36968576709797	0								0								0								20171105020000	http://www.timescolonist.com/news/local/tough-decisions-ahead-horgan-warns-ndp-delegates-1.23084717
703988810	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								0	190	190	19	4	-10.0	8	1	8	-0.15220700152207	0								4	Chatham, New Brunswick, Canada	CA	CA04	12600	47.0333	-65.4333	-562474	4	Chatham, New Brunswick, Canada	CA	CA04	12600	47.0333	-65.4333	-562474	20171105020000	http://www.chathamdailynews.ca/2017/11/04/one-of-vimy-oaks-now-planted-in-chatham
703988811	20171105	201711	2017	2017.8356											CANCOP	EDMONTON	CAN					COP			1	043	043	04	1	2.8	10	1	10	-2.77185501066098	0								0								0								20171105020000	https://www.thegatewayonline.ca/2017/11/campus-crime-beat-nov-1-2017/
703988812	20171105	201711	2017	2017.8356											CHN	CHINA	CHN								0	060	060	06	2	6.0	6	1	6	-1.55961420069772	0								4	Daqing, Sichuan, China	CH	CH32	13003	31.5805	106.142	10341761	4	Daqing, Sichuan, China	CH	CH32	13003	31.5805	106.142	10341761	20171105020000	http://peakoil.com/production/russia-oil-market-overview/comment-page-1
703988813	20171105	201711	2017	2017.8356											CHNGOV	CHINA	CHN					GOV			0	036	036	03	1	4.0	1	1	1	-3.59066427289048	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105020000	https://article.wn.com/view/2017/11/05/The_Observer_view_on_Donald_Trump_s_tour_of_Asia/
703988814	20171105	201711	2017	2017.8356											CHRCTH	HIERARCH				CHR	CTH				0	062	062	06	2	7.4	10	1	10	-2.52808988764045	0								1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20171105020000	http://sunnewsonline.com/john-odigie-oyegun-the-stratification-of-his-nine-lives/
703988815	20171105	201711	2017	2017.8356											CHRCTH	CATHOLIC				CHR	CTH				1	160	160	16	4	-4.0	6	1	6	-3.42984409799555	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171105020000	http://freerepublic.com/focus/f-religion/3601782/posts
703988816	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	010	010	01	1	0.0	5	1	5	-7.63157894736843	0								4	Fatehpur, Uttar Pradesh, India	IN	IN36	17934	25.9333	80.8	-2095617	4	Fatehpur, Uttar Pradesh, India	IN	IN36	17934	25.9333	80.8	-2095617	20171105020000	http://www.dnaindia.com/india/report-in-south-delhi-pig-mauls-baby-girl-to-death-2557789
703988817	20171105	201711	2017	2017.8356											COP	POLICE OFFICER						COP			1	036	036	03	1	4.0	3	1	3	-1.96353436185133	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20171105020000	http://www.tribuneonlineng.com/policing-kadunaabuja-highway-biggest-headache-abeh/
703988818	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	042	042	04	1	1.9	5	1	5	-7.63157894736843	0								4	Fatehpur, Uttar Pradesh, India	IN	IN36	17934	25.9333	80.8	-2095617	4	Fatehpur, Uttar Pradesh, India	IN	IN36	17934	25.9333	80.8	-2095617	20171105020000	http://www.dnaindia.com/india/report-in-south-delhi-pig-mauls-baby-girl-to-death-2557789
703988819	20171105	201711	2017	2017.8356											COP	POLICE						COP			0	043	043	04	1	2.8	2	1	2	-4.06091370558375	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	3	Lindenwold, New Jersey, United States	US	USNJ	NJ007	39.8243	-74.9977	877810	20171105020000	http://nj1015.com/camden-cop-leaves-hospital-after-being-shot-suspect-arrested-10-times-in-2-years/
703988820	20171105	201711	2017	2017.8356											COP	POLICE						COP			0	043	043	04	1	2.8	3	1	3	-4.06091370558375	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171105020000	http://nj1015.com/camden-cop-leaves-hospital-after-being-shot-suspect-arrested-10-times-in-2-years/
703988821	20171105	201711	2017	2017.8356											COP	POLICE						COP			0	081	081	08	2	5.0	10	1	10	-3.48101265822785	0								0								0								20171105020000	https://www.whitsundaytimes.com.au/news/reformed-drug-pusher-had-nine-plants-behind-chicke/3257540/
703988822	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	112	112	11	3	-2.0	6	1	6	-3.41463414634146	0								3	Durham County, North Carolina, United States	US	USNC		36.0335	-78.8664	1008550	3	Durham County, North Carolina, United States	US	USNC		36.0335	-78.8664	1008550	20171105020000	http://5newsonline.com/2017/11/04/police-say-man-used-ice-cream-truck-to-lure-children/
703988823	20171105	201711	2017	2017.8356											CRM	GANG						CRM			0	173	173	17	4	-5.0	5	1	5	-1.96353436185133	0								4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20171105020000	http://www.tribuneonlineng.com/policing-kadunaabuja-highway-biggest-headache-abeh/
703988824	20171105	201711	2017	2017.8356											CRM	DEALER						CRM			0	173	173	17	4	-5.0	2	1	2	-11.0743801652893	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105020000	https://article.wn.com/view/2017/11/05/Sevenyearold_girl_killed_in_south_London/
703988825	20171105	201711	2017	2017.8356											CRM	DEALER						CRM			0	173	173	17	4	-5.0	3	1	3	-11.0743801652893	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171105020000	https://article.wn.com/view/2017/11/05/Sevenyearold_girl_killed_in_south_London/
703988826	20171105	201711	2017	2017.8356											CVL	TRAVELLER						CVL			1	020	020	02	1	3.0	4	1	4	-0.85470085470085	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171105020000	http://indiatoday.intoday.in/story/delhi-airport-asked-to-explore-possibilities-of-launching/1/1082467.html
703988827	20171105	201711	2017	2017.8356											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	5	1	5	-4.51977401129943	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171105020000	http://www.pressherald.com/2017/11/04/lessons-from-1998-improved-storm-response-cmp-says/
703988828	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	1	1	1	-0.22779043280182	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171105020000	http://www.tribuneonlineng.com/will-ask-buhari-seek-re-election-2019-shittu/
703988829	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	4	1	4	-0.22779043280182	0								5	Oyo State, Oyo, Nigeria	NI	NI32	191166	8	4	-2024630	5	Oyo State, Oyo, Nigeria	NI	NI32	191166	8	4	-2024630	20171105020000	http://www.tribuneonlineng.com/will-ask-buhari-seek-re-election-2019-shittu/
703988830	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	1	1	1	-1.93156732891832	0								4	Ilesa, Osun, Nigeria	NI	NI42	191215	7.61667	4.73333	-2012109	4	Ilesa, Osun, Nigeria	NI	NI42	191215	7.61667	4.73333	-2012109	20171105020000	http://www.tribuneonlineng.com/buhari-administrations-many-odious-scandals/
703988831	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	3	1	3	-1.93156732891832	0								4	Ilesa, Osun, Nigeria	NI	NI42	191215	7.61667	4.73333	-2012109	4	Ilesa, Osun, Nigeria	NI	NI42	191215	7.61667	4.73333	-2012109	20171105020000	http://www.tribuneonlineng.com/buhari-administrations-many-odious-scandals/
703988832	20171105	201711	2017	2017.8356											EDU	STUDENT						EDU			0	043	043	04	1	2.8	2	1	2	1.64285714285715	0								4	Mwense, Southern, Zambia	ZA	ZA04	14982	-10.3845	28.698	-2299004	4	Hillcrest, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.7747	30.764	-1237182	20171105020000	https://www.daily-mail.co.zm/mwelwa-a-focused-village-boy/
703988833	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	3	1	3	2.64255910987483	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20171105020000	http://www.fredericksburg.com/news/local/columns/dyson-column-theme-of-new-jersey-wedding-is-eat-drink/article_34f1ea8d-6c5c-5a96-9399-ba0cb0e7ce20.html
703988834	20171105	201711	2017	2017.8356											EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	-3.42857142857142	0								3	Florida State University, Florida, United States	US	USFL		30.4408	-84.2918	305682	3	Florida State University, Florida, United States	US	USFL		30.4408	-84.2918	305682	20171105020000	http://5newsonline.com/2017/11/04/florida-state-fraternity-suspended-pending-death-investigation/
703988835	20171105	201711	2017	2017.8356											ELI	ACTOR						ELI			0	173	173	17	4	-5.0	5	1	5	-0.78109353094332	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105020000	http://bombmagazine.org/articles/zo%C3%AB-wanamaker/
703988836	20171105	201711	2017	2017.8356											GBR	LONDON	GBR								1	040	040	04	1	1.0	4	1	4	-2.81923714759536	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171105020000	https://article.wn.com/view/2017/11/05/PM_Shahbaz_meet_in_London/
