704162760	20161106	201611	2016	2016.8384	LEGLEG	CONGRESS						LEG	LEG		OPP	ELECTORAL ALLIANCE						OPP			1	141	141	14	3	-6.5	10	1	10	-2.82051282051282	0								0								0								20171106000000	http://www.sentinelassam.com/story/news/9/bjp-seeks-judicial-probe-into-academic-irregularities-in-tripura/2017-11-06/1/325050
704162761	20161106	201611	2016	2016.8384	MED	SPOKESMAN						MED													0	010	010	01	1	0.0	10	1	10	-0.57636887608069	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106000000	http://www.adelaidenow.com.au/messenger/north-northeast/mawson-lakes-interchange-commuters-parking-illegally-after-44-spaces-fenced-off-for-work-on-shared-path/news-story/8afb5e7e92c5adcc648612f652bc25bd?nk=63fc65211b2cd0798615c1e0a16a9295-1509925604
704162762	20161106	201611	2016	2016.8384	MNCESP	BANCO SANTANDER	ESP					MNC													1	010	010	01	1	0.0	10	1	10	1.04790419161676	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171106000000	https://weekherald.com/2017/11/05/banco-santander-s-a-san-receives-average-rating-of-buy-from-brokerages.html
704162763	20161106	201611	2016	2016.8384	PAN	PANAMA	PAN																		1	084	084	08	2	7.0	6	1	6	-2.66990291262135	1	Panama	PM	PM		9	-80	PM	0								1	Panama	PM	PM		9	-80	PM	20171106000000	http://www.geelongadvertiser.com.au/news/breaking-news/huge-leak-shows-tax-secrets-of-super-rich/news-story/3179ace031fd9b11efdea768f8d97940?nk=56675afed10dfcbc6352cd357b872105-1509925577
704162764	20161106	201611	2016	2016.8384	PAN	PANAMA	PAN																		1	084	084	08	2	7.0	4	1	4	-2.66990291262135	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171106000000	http://www.geelongadvertiser.com.au/news/breaking-news/huge-leak-shows-tax-secrets-of-super-rich/news-story/3179ace031fd9b11efdea768f8d97940?nk=56675afed10dfcbc6352cd357b872105-1509925577
704162765	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS																		0	070	070	07	2	7.0	24	4	24	-0.730401494474878	1	Russia	RS	RS		60	100	RS	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106000000	http://www.scnow.com/news/politics/wire/article_631c4e54-d7b1-506b-89a5-7aa359a88c76.html
704162766	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								BUS	PRODUCER						BUS			0	070	070	07	2	7.0	7	1	7	-0.77007700770077	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106000000	http://wfla.com/2017/11/05/report-commerce-head-has-stake-in-firm-tied-to-putin-orbit/
704162767	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								BUS	PRODUCER						BUS			0	070	070	07	2	7.0	1	1	1	-0.77007700770077	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171106000000	http://wfla.com/2017/11/05/report-commerce-head-has-stake-in-firm-tied-to-putin-orbit/
704162768	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								USA	UNITED STATES	USA								0	070	070	07	2	7.0	4	4	4	-0.730401494474877	1	Russia	RS	RS		60	100	RS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106000000	http://www.scnow.com/news/politics/wire/article_631c4e54-d7b1-506b-89a5-7aa359a88c76.html
704162769	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								USA	UNITED STATES	USA								0	070	070	07	2	7.0	4	4	4	-0.730401494474877	1	Ukraine	UP	UP		49	32	UP	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106000000	http://www.scnow.com/news/politics/wire/article_631c4e54-d7b1-506b-89a5-7aa359a88c76.html
704162770	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								USAMED	ASSOCIATED PRESS	USA					MED			0	070	070	07	2	7.0	28	4	28	-0.730401494474877	1	Russia	RS	RS		60	100	RS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Russia	RS	RS		60	100	RS	20171106000000	http://www.scnow.com/news/politics/wire/article_631c4e54-d7b1-506b-89a5-7aa359a88c76.html
704162771	20161106	201611	2016	2016.8384	RUS	RUSSIAN	RUS								USAMED	ASSOCIATED PRESS	USA					MED			0	070	070	07	2	7.0	4	4	4	-0.730401494474877	1	Ukraine	UP	UP		49	32	UP	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106000000	http://www.scnow.com/news/politics/wire/article_631c4e54-d7b1-506b-89a5-7aa359a88c76.html
704162772	20161106	201611	2016	2016.8384	USA	PORTLAND	USA																		0	144	144	14	3	-7.5	2	1	2	-2.91666666666667	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106000000	http://koin.com/2017/11/05/global-million-mask-march-set-to-roll-through-portland/
704162773	20161106	201611	2016	2016.8384	USA	PORTLAND	USA																		0	144	144	14	3	-7.5	8	1	8	-2.91666666666667	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171106000000	http://koin.com/2017/11/05/global-million-mask-march-set-to-roll-through-portland/
704162774	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	6	1	6	-9.03614457831325	3	Newport Beach, California, United States	US	USCA	CA059	33.6189	-117.929	1661104	0								3	Newport Beach, California, United States	US	USCA		33.6189	-117.929	1661104	20171106000000	http://am1380theanswer.com/news/regional/man-gets-34-years-in-california-real-estate-fraud-scheme
704162775	20161106	201611	2016	2016.8384	USA	WISCONSIN	USA								CVL	VILLAGE						CVL			0	081	081	08	2	5.0	25	5	25	-2.67763577571985	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171106000000	http://weartv.com/news/offbeat/booze-on-the-ballot-utah-dry-town-mulls-allowing-alcohol
704162776	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	2	1	2	1.25	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106000000	https://www.seattletimes.com/nation-world/sc-gov-hopeful-templeton-to-introduce-bannon-at-the-citadel/
704162777	20171007	201710	2017	2017.7589	AFGGOVMIL	AFGHANISTAN	AFG					GOV	MIL		AFG	AFGHAN	AFG								0	051	051	05	1	3.4	1	1	1	0	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171106000000	http://www.military.com/daily-news/2017/11/05/army-identifies-green-beret-killed-afghanistan.html
704162778	20171007	201710	2017	2017.7589	AUS	AUSTRALIA	AUS																		1	017	017	01	1	0.0	8	1	8	1.38648180242634	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	0								4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	20171106000000	http://www.illawarramercury.com.au/story/5029825/navy-cadets-celebrate-70-years-in-the-illawarra/?cs=300
704162779	20171007	201710	2017	2017.7589	AUS	AUSTRALIA	AUS																		1	017	017	01	1	0.0	8	1	8	1.38648180242634	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	0								4	Lone Pine, New South Wales, Australia	AS	AS02	4968	-28.5667	153.533	-1584334	20171106000000	http://www.illawarramercury.com.au/story/5029825/navy-cadets-celebrate-70-years-in-the-illawarra/?cs=300
704162780	20171007	201710	2017	2017.7589	GOV	MINIST						GOV													0	060	060	06	2	6.0	5	1	5	-8.125	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106000000	http://www.loopjamaica.com/content/american-woman-jailed-insulting-mugabe-faces-20-years-prison
704162781	20171007	201710	2017	2017.7589	GOV	MINIST						GOV													0	173	173	17	4	-5.0	5	1	5	-8.125	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106000000	http://www.loopjamaica.com/content/american-woman-jailed-insulting-mugabe-faces-20-years-prison
704162782	20171007	201710	2017	2017.7589	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	5	1	5	-8.125	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106000000	http://www.loopjamaica.com/content/american-woman-jailed-insulting-mugabe-faces-20-years-prison
704162783	20171007	201710	2017	2017.7589	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	111	111	11	3	-2.0	5	1	5	-8.125	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106000000	http://www.loopjamaica.com/content/american-woman-jailed-insulting-mugabe-faces-20-years-prison
704162784	20171007	201710	2017	2017.7589	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	173	173	17	4	-5.0	5	1	5	-8.125	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171106000000	http://www.loopjamaica.com/content/american-woman-jailed-insulting-mugabe-faces-20-years-prison
704162785	20171007	201710	2017	2017.7589	GOVMIL	DEFENSE SECRETARY						GOV	MIL		AFGCOP	AFGHAN	AFG					COP			0	051	051	05	1	3.4	6	1	6	0	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171106000000	http://www.military.com/daily-news/2017/11/05/army-identifies-green-beret-killed-afghanistan.html
704162786	20171007	201710	2017	2017.7589	SOM	MOGADISHU	SOM								RAD	EXTREMIST						RAD			1	112	112	11	3	-2.0	6	1	6	-2.91970802919708	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171106000000	https://apnews.com/4cbfe438ffe54a9c908b6fe8185c1adc
704162787	20171030	201710	2017	2017.8219											AUS	AUSTRALIA	AUS								1	0841	084	08	2	7.0	2	1	2	0	0								4	Elizabeth Park, New South Wales, Australia	AS	AS02	5096	-32.2527	148.636	11351050	4	Elizabeth Park, New South Wales, Australia	AS	AS02	5096	-32.2527	148.636	11351050	20171106000000	http://www.adelaidenow.com.au/messenger/north-northeast/lions-hearing-dog-sadie-handed-over-to-deaf-and-nonverbal-elizabeth-park-resident/news-story/1523f6a463c3ab1c9c4e4dfcfefe7df0?nk=73e99c1f748f14c9455b86505fe8815d-1509925624
704162788	20171030	201710	2017	2017.8219	AUS	AUSTRALIA	AUS																		1	114	114	11	3	-2.0	2	1	2	-3.38600451467269	4	Hervey Bay, Queensland, Australia	AS	AS04	154665	-25.2905	152.874	11430493	0								4	Hervey Bay, Queensland, Australia	AS	AS04	154665	-25.2905	152.874	11430493	20171106000000	http://www.adelaidenow.com.au/rendezview/rights-discrimination-double-standards-laid-bare/news-story/e7b4d42a4df654699bf08a22eadef838?nk=736440b81460226360a9b2f6386a1de7-1509925580
704162789	20171030	201710	2017	2017.8219	CHN	CHINESE	CHN								PRKOPP	NORTH KOREA	PRK					OPP			1	173	173	17	4	-5.0	4	1	4	-7.63888888888889	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	1	North Korea	KN	KN		40	127	KN	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	20171106000000	http://world.kbs.co.kr/english/news/news_In_detail.htm?No=131399
704162790	20171030	201710	2017	2017.8219	CHN	CHINESE	CHN								PRKOPP	NORTH KOREA	PRK					OPP			1	174	174	17	4	-5.0	4	1	4	-7.63888888888889	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	20171106000000	http://world.kbs.co.kr/english/news/news_In_detail.htm?No=131399
704162791	20171030	201710	2017	2017.8219	CHNCOP	CHINESE	CHN					COP			PRKOPP	NORTH KOREAN	PRK					OPP			1	173	173	17	4	-5.0	6	1	6	-7.63888888888889	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	1	North Korea	KN	KN		40	127	KN	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	20171106000000	http://world.kbs.co.kr/english/news/news_In_detail.htm?No=131399
704162792	20171030	201710	2017	2017.8219	CHNCOP	CHINESE	CHN					COP			PRKOPP	NORTH KOREAN	PRK					OPP			1	174	174	17	4	-5.0	6	1	6	-7.63888888888889	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	4	Shenyang, Liaoning, China	CH	CH19	13177	41.7922	123.433	-1925258	20171106000000	http://world.kbs.co.kr/english/news/news_In_detail.htm?No=131399
704162793	20171030	201710	2017	2017.8219	GOV	MINIST						GOV			ESPGOV	SPANISH	ESP					GOV			0	161	161	16	4	-4.0	3	1	3	-5.04201680672269	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171106000000	https://www.abqjournal.com/1088341/belgian-judge-to-decide-next-phase-in-spain-catalonia-fight.html
704162794	20171030	201710	2017	2017.8219	GOV	GOVERNOR						GOV			GOVBUS	CENTRAL BANK						GOV	BUS		0	036	036	03	1	4.0	4	1	4	1.1400651465798	1	Australia	AS	AS		-25	135	AS	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106000000	https://www.insidefutures.com/article/2075935/4%20Tradable%20Events%20this%20Week.html
704162795	20171030	201710	2017	2017.8219	GOV	GOVERNOR						GOV			GOVBUS	CENTRAL BANK						GOV	BUS		0	036	036	03	1	4.0	1	1	1	1.1400651465798	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106000000	https://www.insidefutures.com/article/2075935/4%20Tradable%20Events%20this%20Week.html
704162796	20171030	201710	2017	2017.8219	GOVBUS	CENTRAL BANK						GOV	BUS		GOV	GOVERNOR						GOV			0	036	036	03	1	4.0	4	1	4	1.1400651465798	1	Japan	JA	JA		36	138	JA	1	Australia	AS	AS		-25	135	AS	1	Japan	JA	JA		36	138	JA	20171106000000	https://www.insidefutures.com/article/2075935/4%20Tradable%20Events%20this%20Week.html
704162797	20171030	201710	2017	2017.8219	GOVBUS	CENTRAL BANK						GOV	BUS		GOV	GOVERNOR						GOV			0	036	036	03	1	4.0	1	1	1	1.1400651465798	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106000000	https://www.insidefutures.com/article/2075935/4%20Tradable%20Events%20this%20Week.html
704162798	20171030	201710	2017	2017.8219	ISRMIL	ISRAELI	ISR					MIL			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	3	1	3	-11.9565217391304	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171106000000	http://news.xinhuanet.com/english/2017-11/06/c_136730198.htm
704162799	20171030	201710	2017	2017.8219	MYS	MALAYSIAN	MYS																		1	120	120	12	3	-4.0	10	1	7	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	0								4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162800	20171030	201710	2017	2017.8219	MYS	MALAYSIAN	MYS																		1	120	120	12	3	-4.0	1	1	1	-3.96375990939977	1	Zimbabwe	ZI	ZI		-19	29	ZI	0								4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162801	20171030	201710	2017	2017.8219	MYS	JOHOR	MYS								ZWE	ZIMBABWEAN	ZWE								0	031	031	03	1	5.2	1	1	1	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162802	20171030	201710	2017	2017.8219	MYS	JOHOR	MYS								ZWE	ZIMBABWEAN	ZWE								0	031	031	03	1	5.2	1	1	1	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162803	20171030	201710	2017	2017.8219	MYS	MALAYSIA	MYS								ZWE	ZIMBABWEAN	ZWE								1	100	100	10	3	-5.0	1	1	1	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162804	20171030	201710	2017	2017.8219	MYS	JOHOR	MYS								ZWE	ZIMBABWE	ZWE								0	120	120	12	3	-4.0	2	1	2	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162805	20171030	201710	2017	2017.8219	MYS	JOHOR	MYS								ZWE	ZIMBABWE	ZWE								0	120	120	12	3	-4.0	1	1	1	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	1	Zimbabwe	ZI	ZI		-19	29	ZI	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162806	20171030	201710	2017	2017.8219	MYSMOS	JOHOR	MYS			MOS					MYS	JOHOR	MYS								1	051	051	05	1	3.4	4	1	4	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162807	20171030	201710	2017	2017.8219	MYSMOS	JOHOR	MYS			MOS					ZWE	ZIMBABWEAN	ZWE								1	100	100	10	3	-5.0	9	1	6	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	1	Zimbabwe	ZI	ZI		-19	29	ZI	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162808	20171030	201710	2017	2017.8219	MYSMOS	MALAYSIA	MYS			MOS					ZWE	ZIMBABWEAN	ZWE								1	100	100	10	3	-5.0	1	1	1	-3.96375990939977	4	Johor, Johor, Malaysia	MY	MY01	18585	1.4655	103.758	-2405456	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171106000000	http://www.themalaymailonline.com/malaysia/article/should-controversial-preachers-be-banned-from-speaking
704162809	20171030	201710	2017	2017.8219	NZL	TASMAN	NZL								AUSJUD	BRISBANE	AUS					JUD			1	015	015	01	1	0.0	3	1	3	-4.5016077170418	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171106000000	http://home.nzcity.co.nz/news/article.aspx?id=258740
704162810	20171030	201710	2017	2017.8219	NZL	TASMAN	NZL								AUSJUD	BRISBANE	AUS					JUD			1	030	030	03	1	4.0	3	1	3	-4.5016077170418	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	1	New Zealand	NZ	NZ		-42	174	NZ	20171106000000	http://home.nzcity.co.nz/news/article.aspx?id=258740
704162811	20171030	201710	2017	2017.8219	SPY	INTELLIGENCE						SPY													0	064	064	06	2	7.0	8	1	8	-0.7564841498559	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106000000	https://www.washingtonpost.com/politics/at-least-nine-people-in-trumps-orbit-had-contact-with-russians-during-campaign-and-transition/2017/11/05/07c9993c-bf4c-11e7-959c-fe2b598d8c00_story.html
704162812	20171030	201710	2017	2017.8219	SPY	INTELLIGENCE						SPY													0	064	064	06	2	7.0	2	1	2	-0.7564841498559	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106000000	https://www.washingtonpost.com/politics/at-least-nine-people-in-trumps-orbit-had-contact-with-russians-during-campaign-and-transition/2017/11/05/07c9993c-bf4c-11e7-959c-fe2b598d8c00_story.html
704162813	20171030	201710	2017	2017.8219	USA	THE US	USA																		0	026	026	02	1	4.0	10	1	10	1.04602510460252	4	East China Sea, Japan (general), Japan	JA	JA00		29	125	-226888	0								4	East China Sea, Japan (general), Japan	JA	JA00		29	125	-226888	20171106000000	http://www.sentinelassam.com/story/news/4/quadrilateral-meet-that-includes-india-should-not-hurt-us-china/2017-11-06/1/325107
