704837194	20171009	201710	2017	2017.7644	AUS	AUSTRALIA	AUS								BUS	CONGLOMERATE						BUS			1	042	042	04	1	1.9	2	1	2	1.08695652173914	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	20171108014500	http://www.proactiveinvestors.com.au/companies/news/186911
704837195	20171009	201710	2017	2017.7644	BUS	COMPANY						BUS													1	043	043	04	1	2.8	1	1	1	1.08695652173914	4	Pilbara, Western Australia, Australia	AS	AS08	5536	-21.25	118.3	-1594999	0								4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	20171108014500	http://www.proactiveinvestors.com.au/companies/news/186911
704837196	20171009	201710	2017	2017.7644	BUS	CONGLOMERATE						BUS													1	043	043	04	1	2.8	3	1	3	1.08695652173914	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	0								4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	20171108014500	http://www.proactiveinvestors.com.au/companies/news/186911
704837197	20171009	201710	2017	2017.7644	BUS	COMPANY						BUS			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	4	1	4	1.08695652173914	4	Pilbara, Western Australia, Australia	AS	AS08	5536	-21.25	118.3	-1594999	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	20171108014500	http://www.proactiveinvestors.com.au/companies/news/186911
704837198	20171009	201710	2017	2017.7644	BUS	CONGLOMERATE						BUS			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	1.08695652173914	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	4	Mallina, Western Australia, Australia	AS	AS08	5540	-20.8828	118.039	11456427	20171108014500	http://www.proactiveinvestors.com.au/companies/news/186911
704837199	20171009	201710	2017	2017.7644	BUS	BANK						BUS			GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	3	1	3	0.37037037037037	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171108014500	https://www.dawn.com/news/1369059/bop-to-make-provisions-for-bad-debt
704837200	20171009	201710	2017	2017.7644	BUS	BANK						BUS			PAK	PAKISTAN	PAK								1	010	010	01	1	0.0	1	1	1	0.37037037037037	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171108014500	https://www.dawn.com/news/1369059/bop-to-make-provisions-for-bad-debt
704837201	20171009	201710	2017	2017.7644	BUS	BANK						BUS			PAKGOV	PAKISTAN	PAK					GOV			1	010	010	01	1	0.0	1	1	1	0.37037037037037	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171108014500	https://www.dawn.com/news/1369059/bop-to-make-provisions-for-bad-debt
704837202	20171009	201710	2017	2017.7644	ESP	SPAIN	ESP								BEL	BELGIUM	BEL								1	1044	104	10	3	-5.0	4	1	4	-6.47773279352226	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171108014500	https://www.dawn.com/news/1369190/axed-catalan-leader-urges-separatist-unity
704837203	20171009	201710	2017	2017.7644	ESP	SPAIN	ESP								BEL	BELGIUM	BEL								1	112	112	11	3	-2.0	4	1	4	-6.47773279352226	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171108014500	https://www.dawn.com/news/1369190/axed-catalan-leader-urges-separatist-unity
704837204	20171009	201710	2017	2017.7644	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								0	011	011	01	1	-0.1	6	1	6	-0.44742729306488	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108014500	http://www.wsbtv.com/news/national-news/ap-top-news/top-eu-diplomat-us-should-stick-to-iran-nuclear-deal/642140993
704837205	20171009	201710	2017	2017.7644	RUS	RUSSIA	RUS								IGOUNO	THE UN		UNO				IGO			0	129	129	12	3	-5.0	10	1	10	-5.79470198675497	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Khan Sheikhoun, Idlib, Syria	SY	SY12	26362	35.4406	36.65	-2543610	20171108014500	http://www.dw.com/en/russia-rejects-un-report-condemning-syrian-regime-for-gas-attack/a-41286854
704837206	20171009	201710	2017	2017.7644	RUSGOV	RUSSIA	RUS					GOV			RUS	RUSSIA	RUS								1	046	046	04	1	7.0	2	1	2	-2.09601081812036	3	Langley, Kansas, United States	US	USKS	KS053	38.5467	-97.9628	477049	3	Langley, Kansas, United States	US	USKS	KS053	38.5467	-97.9628	477049	3	Langley, Kansas, United States	US	USKS	KS053	38.5467	-97.9628	477049	20171108014500	http://www.zerohedge.com/news/2017-11-07/cia-director-met-nsa-whistleblower-who-disputes-russias-role-dnc-hack
704837207	20171009	201710	2017	2017.7644	USA	LAS VEGAS	USA																		1	040	040	04	1	1.0	1	1	1	-5.14905149051491	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108014500	http://www.statesman.com/news/crime--law/trump-says-tougher-gun-laws-not-answer-after-texas-church-shooting/u61VbV9CXMaAHLJVagIPsI/
704837208	20171009	201710	2017	2017.7644	USA	LAS VEGAS	USA																		1	040	040	04	1	1.0	3	1	3	-5.14905149051491	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171108014500	http://www.statesman.com/news/crime--law/trump-says-tougher-gun-laws-not-answer-after-texas-church-shooting/u61VbV9CXMaAHLJVagIPsI/
704837209	20171009	201710	2017	2017.7644	USA	UNITED STATES	USA								IRN	IRAN	IRN								0	011	011	01	1	-0.1	4	1	4	-0.44742729306488	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108014500	http://www.wsbtv.com/news/national-news/ap-top-news/top-eu-diplomat-us-should-stick-to-iran-nuclear-deal/642140993
704837210	20171009	201710	2017	2017.7644	USA	NEVADA	USA								UAF	GUNMAN						UAF			1	182	182	18	4	-9.5	8	1	8	-3.34261838440111	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171108014500	https://cruxnow.com/church-in-the-usa/2017/11/07/u-s-bishops-call-national-debate-americas-gun-policies/
704837211	20171009	201710	2017	2017.7644	USAGOV	US AMBASSADOR	USA					GOV			AFG	AFGHANISTAN	AFG								0	072	072	07	2	8.3	2	1	2	-1.45348837209302	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108014500	https://www.thenews.com.pk/print/242718-Nato-to-boost-Afghan-mission-by-3000-troops
704837212	20171009	201710	2017	2017.7644	USAGOV	US AMBASSADOR	USA					GOV			AFG	AFGHANISTAN	AFG								0	072	072	07	2	8.3	1	1	1	-1.45348837209302	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108014500	https://www.thenews.com.pk/print/242718-Nato-to-boost-Afghan-mission-by-3000-troops
704837213	20171009	201710	2017	2017.7644	USAGOV	US AMBASSADOR	USA					GOV			AFG	AFGHANISTAN	AFG								0	072	072	07	2	8.3	1	1	1	-1.45348837209302	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108014500	https://www.thenews.com.pk/print/242718-Nato-to-boost-Afghan-mission-by-3000-troops
704837214	20171009	201710	2017	2017.7644	USAGOV	US AMBASSADOR	USA					GOV			AFG	AFGHANISTAN	AFG								0	072	072	07	2	8.3	1	1	1	-1.45348837209302	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108014500	https://www.thenews.com.pk/print/242718-Nato-to-boost-Afghan-mission-by-3000-troops
704837215	20171009	201710	2017	2017.7644	USAGOV	US AMBASSADOR	USA					GOV			USA	WASHINGTON	USA								0	072	072	07	2	8.3	2	1	2	-1.45348837209302	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108014500	https://www.thenews.com.pk/print/242718-Nato-to-boost-Afghan-mission-by-3000-troops
704837216	20171009	201710	2017	2017.7644	USAGOV	US AMBASSADOR	USA					GOV			USA	UNITED STATES	USA								0	072	072	07	2	8.3	1	1	1	-1.45348837209302	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108014500	https://www.thenews.com.pk/print/242718-Nato-to-boost-Afghan-mission-by-3000-troops
704837217	20171009	201710	2017	2017.7644	catLEG	CATALAN			cat			LEG			ESP	SPAIN	ESP								1	016	016	01	1	-2.0	2	1	2	-6.47773279352226	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171108014500	https://www.dawn.com/news/1369190/axed-catalan-leader-urges-separatist-unity
704837218	20171101	201711	2017	2017.8247											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	1	1	1	2.84552845528456	0								3	Berkshire, Massachusetts, United States	US	USMA	MA003	42.5126	-73.1929	607312	3	Berkshire, Massachusetts, United States	US	USMA	MA003	42.5126	-73.1929	607312	20171108014500	http://www.masslive.com/news/index.ssf/2017/11/judge_oks_berskhire_museums_pl.html
704837219	20171101	201711	2017	2017.8247	BUS	COMPANIES						BUS													1	110	110	11	3	-2.0	10	1	10	-5.61330561330561	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171108014500	http://www.azcentral.com/story/news/local/phoenix/2017/11/07/phoenix-could-sue-pill-maker-council-members-want-city-sue-opioid-companies-fraudulent-marketing/840999001/
704837220	20171101	201711	2017	2017.8247	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			0	043	043	04	1	2.8	4	1	4	2.96191819464034	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20171108014500	http://www.ecns.cn/2017/11-08/280024.shtml
704837221	20171101	201711	2017	2017.8247	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								0	042	042	04	1	1.9	4	1	4	2.96191819464034	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20171108014500	http://www.ecns.cn/2017/11-08/280024.shtml
704837222	20171101	201711	2017	2017.8247	FRA	MARSEILLE	FRA								BUS	CHAMBER OF COMMERCE						BUS			1	010	010	01	1	0.0	10	1	10	-2.29696472518458	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171108014500	http://www.mywebtimes.com/news/local/marseilles-cuts-ties-with-chamber/article_78955ca9-f06e-5f2f-93e9-4fb4427ef0bc.html
704837223	20171101	201711	2017	2017.8247	GOV	UNDERSECRETARY						GOV			DEU	BONN	DEU								0	036	036	03	1	4.0	6	1	6	0	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	20171108014500	http://gulfnews.com/news/europe/germany/syria-to-join-paris-climate-deal-isolating-us-1.2120731
704837224	20171101	201711	2017	2017.8247	JUD	COUNSEL						JUD													0	010	010	01	1	0.0	10	1	10	-0.9587727708533	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171108014500	https://www.indianz.com/News/2017/11/07/navajo-nation-welcomes-public-hearings-i.asp
704837225	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	1	1	1	0.15673981191223	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171108014500	https://www.seattletimes.com/nation-world/nation-politics/trump-and-the-dmz-the-surprise-that-wasnt-to-be/
704837226	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	010	010	01	1	0.0	28	14	28	2.21214654862376	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20171108014500	http://www.chieftain.com/news/national/california-to-collaborate-with-eu-china-on-carbon-markets/article_84986ba6-adea-5d53-b0a5-86ba532b8cfa.html
704837227	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	010	010	01	1	0.0	28	14	28	2.21214654862376	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108014500	http://www.chieftain.com/news/national/california-to-collaborate-with-eu-china-on-carbon-markets/article_84986ba6-adea-5d53-b0a5-86ba532b8cfa.html
704837228	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			0	051	051	05	1	3.4	2	1	2	2.84552845528456	3	Berkshire, Massachusetts, United States	US	USMA	MA003	42.5126	-73.1929	607312	3	Berkshire, Massachusetts, United States	US	USMA	MA003	42.5126	-73.1929	607312	3	Berkshire, Massachusetts, United States	US	USMA	MA003	42.5126	-73.1929	607312	20171108014500	http://www.masslive.com/news/index.ssf/2017/11/judge_oks_berskhire_museums_pl.html
704837229	20171107	201711	2017	2017.8411	CVL	COMMUNITY						CVL			EDU	SCHOOL						EDU			1	018	018	01	1	3.4	4	1	4	-8.31353919239906	4	Callide, Queensland, Australia	AS	AS04	154651	-24.3167	150.467	-1563641	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Callide, Queensland, Australia	AS	AS04	154651	-24.3167	150.467	-1563641	20171108014500	https://www.centraltelegraph.com.au/news/heartache-of-widowed-mumoffour-charged-over-greena/3259918/
704837230	20171107	201711	2017	2017.8411	CVL	COMMUNITY						CVL			EDU	SCHOOL						EDU			1	018	018	01	1	3.4	6	1	6	-8.31353919239906	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171108014500	https://www.centraltelegraph.com.au/news/heartache-of-widowed-mumoffour-charged-over-greena/3259918/
704837231	20171107	201711	2017	2017.8411	CVL	COMMUNITY						CVL			EDU	SCHOOL						EDU			1	042	042	04	1	1.9	6	1	6	-8.31353919239906	4	Callide, Queensland, Australia	AS	AS04	154651	-24.3167	150.467	-1563641	4	Callide, Queensland, Australia	AS	AS04	154651	-24.3167	150.467	-1563641	4	Callide, Queensland, Australia	AS	AS04	154651	-24.3167	150.467	-1563641	20171108014500	https://www.centraltelegraph.com.au/news/heartache-of-widowed-mumoffour-charged-over-greena/3259918/
704837232	20171107	201711	2017	2017.8411	CVL	COMMUNITY						CVL			EDU	SCHOOL						EDU			1	042	042	04	1	1.9	4	1	4	-8.31353919239906	4	Callide, Queensland, Australia	AS	AS04	154651	-24.3167	150.467	-1563641	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171108014500	https://www.centraltelegraph.com.au/news/heartache-of-widowed-mumoffour-charged-over-greena/3259918/
704837233	20171107	201711	2017	2017.8411	EDU	SCHOOL						EDU			CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	4	1	4	-8.31353919239906	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Callide, Queensland, Australia	AS	AS04	154651	-24.3167	150.467	-1563641	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171108014500	https://www.centraltelegraph.com.au/news/heartache-of-widowed-mumoffour-charged-over-greena/3259918/
704837234	20171107	201711	2017	2017.8411	ELI	FIRST LADY						ELI			GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	1	1	1	2.14477211796247	5	Mashonaland West, Mashonaland West, Zimbabwe	ZI	ZI05	40201	-17	29.5	-2315777	5	Mashonaland West, Mashonaland West, Zimbabwe	ZI	ZI05	40201	-17	29.5	-2315777	4	Chinhoyi, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-17.3667	30.2	-2308873	20171108014500	http://www.chronicle.co.zw/harare-mashonaland-womens-league-back-first-lady-for-vp-post/
704837235	20171107	201711	2017	2017.8411	ELI	FIRST LADY						ELI			ZWE	ZIMBABWE	ZWE								0	040	040	04	1	1.0	2	1	2	2.14477211796247	5	Mashonaland West, Mashonaland West, Zimbabwe	ZI	ZI05	40201	-17	29.5	-2315777	4	Chinhoyi, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-17.3667	30.2	-2308873	4	Chinhoyi, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-17.3667	30.2	-2308873	20171108014500	http://www.chronicle.co.zw/harare-mashonaland-womens-league-back-first-lady-for-vp-post/
704837236	20171107	201711	2017	2017.8411	ELIJUD	RETIRED						ELI	JUD												1	110	110	11	3	-2.0	5	1	5	-4.79452054794521	0								0								0								20171108014500	http://www.irishexaminer.com/ireland/stardust-families-undeterred-as-inquiry-denied-462402.html
704837237	20171107	201711	2017	2017.8411	ELIJUD	RETIRED						ELI	JUD		ELI	RETIRED						ELI			1	110	110	11	3	-2.0	5	1	5	-4.79452054794521	0								0								0								20171108014500	http://www.irishexaminer.com/ireland/stardust-families-undeterred-as-inquiry-denied-462402.html
704837238	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			ELI	FIRST LADY						ELI			0	040	040	04	1	1.0	1	1	1	2.14477211796247	5	Mashonaland West, Mashonaland West, Zimbabwe	ZI	ZI05	40201	-17	29.5	-2315777	5	Mashonaland West, Mashonaland West, Zimbabwe	ZI	ZI05	40201	-17	29.5	-2315777	4	Chinhoyi, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-17.3667	30.2	-2308873	20171108014500	http://www.chronicle.co.zw/harare-mashonaland-womens-league-back-first-lady-for-vp-post/
704837239	20171107	201711	2017	2017.8411	ZWE	ZIMBABWE	ZWE								ELI	FIRST LADY						ELI			0	040	040	04	1	1.0	2	1	2	2.14477211796247	4	Chinhoyi, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-17.3667	30.2	-2308873	5	Mashonaland West, Mashonaland West, Zimbabwe	ZI	ZI05	40201	-17	29.5	-2315777	4	Chinhoyi, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-17.3667	30.2	-2308873	20171108014500	http://www.chronicle.co.zw/harare-mashonaland-womens-league-back-first-lady-for-vp-post/
