705512372	20161110	201611	2016	2016.8493	CAN	CANADA	CAN								CANLEG	ONTARIO	CAN					LEG			0	020	020	02	1	3.0	2	1	2	3.36448598130841	4	Dufferin County, Ontario, Canada	CA	CA08	12681	44.0833	-80.1667	-563830	4	Dufferin County, Ontario, Canada	CA	CA08	12681	44.0833	-80.1667	-563830	4	Dufferin County, Ontario, Canada	CA	CA08	12681	44.0833	-80.1667	-563830	20171110003000	http://caledoncitizen.com/?p=25495
705512373	20161110	201611	2016	2016.8493	CAN	VANCOUVER	CAN								OPP	ACTIVIST						OPP			0	043	043	04	1	2.8	7	1	7	-1.31291028446389	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171110003000	http://vancouversun.com/news/local-news/seniors-group-calls-for-washrooms-at-skytrain-stations
705512374	20161110	201611	2016	2016.8493	GOV	AUTHORITIES						GOV			COG	CONGO	COG								1	173	173	17	4	-5.0	2	1	2	-10.5820105820106	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110003000	https://news.trust.org/item/20171109215600-1fanc
705512375	20161110	201611	2016	2016.8493	GOV	AUTHORITIES						GOV			COP	DEPUTY						COP			1	173	173	17	4	-5.0	3	1	3	-10.5820105820106	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110003000	https://news.trust.org/item/20171109215600-1fanc
705512376	20161110	201611	2016	2016.8493	IGOUNO	UNITED NATIONS		UNO				IGO			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	6	1	6	0.91370558375635	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	20171110003000	http://nrb.org/news-room/articles/nrbt/nrb-members-participant-first-ever-christian-media-summit-jerusalem/
705512377	20161110	201611	2016	2016.8493	ISR	ISRAEL	ISR								IGOUNO	UNITED NATIONS		UNO				IGO			0	112	112	11	3	-2.0	2	1	2	0.91370558375635	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171110003000	http://nrb.org/news-room/articles/nrbt/nrb-members-participant-first-ever-christian-media-summit-jerusalem/
705512378	20161110	201611	2016	2016.8493	ISR	ISRAEL	ISR								IGOUNO	UNITED NATIONS		UNO				IGO			0	112	112	11	3	-2.0	2	1	2	0.91370558375635	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171110003000	http://nrb.org/news-room/articles/nrbt/nrb-members-participant-first-ever-christian-media-summit-jerusalem/
705512379	20161110	201611	2016	2016.8493	JUD	PROSECUTOR						JUD			DEU	GERMANY	DEU								1	010	010	01	1	0.0	4	1	4	-9.40695296523513	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Delmenhorst, Niedersachsen, Germany	GM	GM06	40698	53.05	8.61667	-1758313	1	Turkey	TU	TU		39.059012	34.911546	TU	20171110003000	http://www.thesundaily.my/news/2017/11/10/german-killer-nurses-suspected-victims-pass-100
705512380	20161110	201611	2016	2016.8493	KHM	CAMBODIA	KHM								USA	THE US	USA								0	1041	104	10	3	-5.0	2	1	2	-6.17577197149644	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20171110003000	http://www.khmertimeskh.com/5089917/judge-question-sokha-prison/
705512381	20161110	201611	2016	2016.8493	OPP	ACTIVIST						OPP			CAN	VANCOUVER	CAN								0	042	042	04	1	1.9	7	1	7	-1.31291028446389	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171110003000	http://vancouversun.com/news/local-news/seniors-group-calls-for-washrooms-at-skytrain-stations
705512382	20161110	201611	2016	2016.8493	SYR	SYRIAN	SYR								TUR	TURKISH	TUR								0	084	084	08	2	7.0	1	1	1	-4.94652406417112	4	Azaz, ?alab, Syria	SY	SY09	26314	36.5866	37.0463	-2539825	4	Azaz, ?alab, Syria	SY	SY09	26314	36.5866	37.0463	-2539825	4	Azaz, ?alab, Syria	SY	SY09	26314	36.5866	37.0463	-2539825	20171110003000	https://www.dailysabah.com/turkey/2017/11/10/syrians-head-home-as-security-partially-improves-in-war-torn-country
705512383	20161110	201611	2016	2016.8493	SYR	SYRIAN	SYR								TUR	TURKISH	TUR								0	084	084	08	2	7.0	1	1	1	-4.94652406417112	5	Euphrates, Dayr az Zawr, Syria	SY	SY07	26341	35	40.25	-2541121	4	Kilis, Kilis, Turkey	TU	TU90	28016	36.7161	37.115	-759988	4	Kilis, Kilis, Turkey	TU	TU90	28016	36.7161	37.115	-759988	20171110003000	https://www.dailysabah.com/turkey/2017/11/10/syrians-head-home-as-security-partially-improves-in-war-torn-country
705512384	20161110	201611	2016	2016.8493	SYR	SYRIAN	SYR								TURMIL	TURKISH	TUR					MIL			0	084	084	08	2	7.0	3	1	3	-4.94652406417112	5	Euphrates, Dayr az Zawr, Syria	SY	SY07	26341	35	40.25	-2541121	4	Kilis, Kilis, Turkey	TU	TU90	28016	36.7161	37.115	-759988	5	Euphrates, Dayr az Zawr, Syria	SY	SY07	26341	35	40.25	-2541121	20171110003000	https://www.dailysabah.com/turkey/2017/11/10/syrians-head-home-as-security-partially-improves-in-war-torn-country
705512385	20161110	201611	2016	2016.8493	USA	THE US	USA																		0	1041	104	10	3	-5.0	3	1	3	-6.17577197149644	1	Cambodia	CB	CB		13	105	CB	0								1	Cambodia	CB	CB		13	105	CB	20171110003000	http://www.khmertimeskh.com/5089917/judge-question-sokha-prison/
705512386	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	013	013	01	1	0.4	2	1	2	1.44	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20171110003000	https://www.chalkbeat.org/posts/in/2017/11/09/one-website-no-waitlists-indianapolis-is-rolling-out-a-single-application-for-district-and-charter-schools/
705512387	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								USAEDU	MIAMI	USA					EDU			1	042	042	04	1	1.9	2	1	2	3.80228136882129	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171110003000	https://www.bet.com/style/living/2017/11/09/4-year-old-interracial-bffs-go-viral.html
705512388	20161110	201611	2016	2016.8493	USAEDU	MIAMI	USA					EDU													1	043	043	04	1	2.8	8	1	8	3.80228136882129	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171110003000	https://www.bet.com/style/living/2017/11/09/4-year-old-interracial-bffs-go-viral.html
705512389	20161110	201611	2016	2016.8493	USAEDU	MIAMI	USA					EDU			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	3.80228136882129	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171110003000	https://www.bet.com/style/living/2017/11/09/4-year-old-interracial-bffs-go-viral.html
705512390	20161110	201611	2016	2016.8493	VNM	VIET NAM	VNM																		1	043	043	04	1	2.8	10	1	10	1.96850393700787	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110003000	http://conceptnewscentral.com/index.php/2017/11/10/duterte-moves-increase-trade-vietnam-papua-new-guinea/
705512391	20171011	201710	2017	2017.7699											CVL	POPULATION						CVL			0	043	043	04	1	2.8	5	1	5	-1.60550458715596	0								4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	20171110003000	https://www.thestar.com/news/canada/2017/11/09/ottawa-to-order-ships-to-give-right-whales-a-100-metre-buffer-zone-in-gulf.html
705512392	20171011	201710	2017	2017.7699											GOV	AUTHORITIES						GOV			1	1821	182	18	4	-9.0	25	1	20	-5.87078651685394	0								1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20171110003000	http://www.louisianaradionetwork.com/default.asp?pid=523243&tag=WBRZ
705512393	20171011	201710	2017	2017.7699	AGO	ANGOLA	AGO								GOV	AUTHORITIES						GOV			1	1821	182	18	4	-9.0	25	1	20	-5.87078651685394	1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20171110003000	http://www.louisianaradionetwork.com/default.asp?pid=523243&tag=WBRZ
705512394	20171011	201710	2017	2017.7699	COP	POLICE						COP			CRM	CRIMINAL						CRM			1	112	112	11	3	-2.0	5	1	5	-3.98230088495575	0								0								0								20171110003000	http://www.metrowestdailynews.com/news/20171109/southborough-couple-charged-after-underage-drinking-party
705512395	20171011	201710	2017	2017.7699	CVL	POPULATION						CVL													0	010	010	01	1	0.0	5	1	5	-1.60550458715596	4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	0								4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	20171110003000	https://www.thestar.com/news/canada/2017/11/09/ottawa-to-order-ships-to-give-right-whales-a-100-metre-buffer-zone-in-gulf.html
705512396	20171011	201710	2017	2017.7699	CVL	POPULATION						CVL													0	026	026	02	1	4.0	5	1	5	-1.60550458715596	4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	0								4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	20171110003000	https://www.thestar.com/news/canada/2017/11/09/ottawa-to-order-ships-to-give-right-whales-a-100-metre-buffer-zone-in-gulf.html
705512397	20171011	201710	2017	2017.7699	CVL	POPULATION						CVL													0	042	042	04	1	1.9	5	1	5	-1.60550458715596	4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	0								4	Gaspe, Quebec, Canada	CA	CA10	12726	48.8333	-64.4833	-565124	20171110003000	https://www.thestar.com/news/canada/2017/11/09/ottawa-to-order-ships-to-give-right-whales-a-100-metre-buffer-zone-in-gulf.html
705512398	20171011	201710	2017	2017.7699	EDU	UNIVERSITY						EDU													1	084	084	08	2	7.0	10	1	10	-0.65359477124183	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20171110003000	http://business.scoop.co.nz/2017/11/10/the-bakhshali-manuscript-the-worlds-oldest-true-zero/
705512399	20171011	201710	2017	2017.7699	GBR	LONDON	GBR								ITA	ROME	ITA								1	042	042	04	1	1.9	4	1	4	-2.86738351254481	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171110003000	http://nypost.com/2017/11/09/christopher-plummer-on-reshooting-kevin-spaceys-scenes-its-awfully-sad/
705512400	20171011	201710	2017	2017.7699	GBR	LONDON	GBR								ITA	ROME	ITA								1	042	042	04	1	1.9	1	1	1	-2.86738351254481	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171110003000	http://nypost.com/2017/11/09/christopher-plummer-on-reshooting-kevin-spaceys-scenes-its-awfully-sad/
705512401	20171011	201710	2017	2017.7699	GBR	UNITED KINGDOM	GBR								PAK	PAKISTAN	PAK								0	040	040	04	1	1.0	1	1	1	-1.74563591022443	4	Rainham, Medway, United Kingdom	UK	UKI3	40117	51.35	0.6	-2605951	1	Pakistan	PK	PK		30	70	PK	4	Rainham, Medway, United Kingdom	UK	UKI3	40117	51.35	0.6	-2605951	20171110003000	http://www.kentonline.co.uk/medway/news/mp-under-fire-after-invite-135002/
705512402	20171011	201710	2017	2017.7699	GBR	UNITED KINGDOM	GBR								PAK	PAKISTAN	PAK								0	040	040	04	1	1.0	1	1	1	-1.74563591022443	4	Rainham, Medway, United Kingdom	UK	UKI3	40117	51.35	0.6	-2605951	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171110003000	http://www.kentonline.co.uk/medway/news/mp-under-fire-after-invite-135002/
705512403	20171011	201710	2017	2017.7699	GBR	LONDON	GBR								PAK	PAKISTAN	PAK								0	046	046	04	1	7.0	2	1	2	-1.74563591022443	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171110003000	http://www.kentonline.co.uk/medway/news/mp-under-fire-after-invite-135002/
705512404	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV			USA	FLORIDA	USA								0	010	010	01	1	0.0	2	1	2	-0.61728395061728	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110003000	http://www.orlandosentinel.com/opinion/os-ed-2020-census-funding-florida-20171108-story.html
705512405	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV			USA	FLORIDA	USA								0	010	010	01	1	0.0	1	1	1	-0.61728395061728	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110003000	http://www.orlandosentinel.com/opinion/os-ed-2020-census-funding-florida-20171108-story.html
705512406	20171011	201710	2017	2017.7699	ITA	ROME	ITA								GBR	LONDON	GBR								1	043	043	04	1	2.8	1	1	1	-2.86738351254481	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171110003000	http://nypost.com/2017/11/09/christopher-plummer-on-reshooting-kevin-spaceys-scenes-its-awfully-sad/
705512407	20171011	201710	2017	2017.7699	JUD	ATTORNEY						JUD			CVLEDU	COMMUNITY						CVL	EDU		1	010	010	01	1	0.0	10	1	10	-4.16982562547384	0								0								0								20171110003000	http://www.wilmingtonbiz.com/education/2017/11/09/ted_spring_attorneys_blast_cfcc_board_of_trustees/16778
705512408	20171011	201710	2017	2017.7699	JUD	LAWYER						JUD			GOV	ADMINISTRATION						GOV			0	174	174	17	4	-5.0	6	1	6	-5.29411764705883	3	Imperial County Jail, California, United States	US	USCA	CA025	32.792	-115.563	1868309	3	Imperial County Jail, California, United States	US	USCA		32.792	-115.563	1868309	3	Imperial County Jail, California, United States	US	USCA		32.792	-115.563	1868309	20171110003000	http://www.kusi.com/story/36808722/first-dreamer-deported-under-trump-administration-caught-trying-to-illegally-cross-us-border
705512409	20171011	201710	2017	2017.7699	JUD	COUNSEL						JUD			ROU	ROMANIA									1	042	042	04	1	1.9	3	1	3	2.04081632653061	3	Rowan County, Kentucky, United States	US	USKY	KY205	38.1834	-83.4332	516949	3	Rowan County, Kentucky, United States	US	USKY		38.1834	-83.4332	516949	3	Rowan County, Kentucky, United States	US	USKY		38.1834	-83.4332	516949	20171110003000	https://www.nbcnews.com/feature/nbc-out/kentucky-clerk-opposed-gay-marriage-run-2018-re-election-n819011?cid=public-rss_20171110
705512410	20171011	201710	2017	2017.7699	JUD	COUNSEL						JUD			ROU	ROMANIA									1	042	042	04	1	1.9	2	1	2	2.04081632653061	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171110003000	https://www.nbcnews.com/feature/nbc-out/kentucky-clerk-opposed-gay-marriage-run-2018-re-election-n819011?cid=public-rss_20171110
705512411	20171011	201710	2017	2017.7699	JUD	LAWYER						JUD			USAGOV	UNITED STATES	USA					GOV			0	174	174	17	4	-5.0	4	1	4	-5.29411764705883	3	Imperial County Jail, California, United States	US	USCA	CA025	32.792	-115.563	1868309	3	Imperial County Jail, California, United States	US	USCA		32.792	-115.563	1868309	3	Imperial County Jail, California, United States	US	USCA		32.792	-115.563	1868309	20171110003000	http://www.kusi.com/story/36808722/first-dreamer-deported-under-trump-administration-caught-trying-to-illegally-cross-us-border
705512412	20171011	201710	2017	2017.7699	KHMCOP	KAMPONG SPEU	KHM					COP			EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	10	1	10	-5	0								0								0								20171110003000	http://www.khmertimeskh.com/5089920/three-arrested-felling-valuable-tree-school/
705512413	20171011	201710	2017	2017.7699	PAK	PAKISTAN	PAK								GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	1	1	1	-1.74563591022443	1	Pakistan	PK	PK		30	70	PK	4	Rainham, Medway, United Kingdom	UK	UKI3	40117	51.35	0.6	-2605951	4	Rainham, Medway, United Kingdom	UK	UKI3	40117	51.35	0.6	-2605951	20171110003000	http://www.kentonline.co.uk/medway/news/mp-under-fire-after-invite-135002/
705512414	20171011	201710	2017	2017.7699	PAK	PAKISTAN	PAK								GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	1	1	1	-1.74563591022443	1	Pakistan	PK	PK		30	70	PK	4	Rainham, Medway, United Kingdom	UK	UKI3	40117	51.35	0.6	-2605951	1	Pakistan	PK	PK		30	70	PK	20171110003000	http://www.kentonline.co.uk/medway/news/mp-under-fire-after-invite-135002/
705512415	20171011	201710	2017	2017.7699	PAK	PAKISTAN	PAK								GBR	LONDON	GBR								0	046	046	04	1	7.0	2	1	2	-1.74563591022443	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171110003000	http://www.kentonline.co.uk/medway/news/mp-under-fire-after-invite-135002/
705512416	20171011	201710	2017	2017.7699	ROU	ROMANIA									JUD	COUNSEL						JUD			1	043	043	04	1	2.8	1	1	1	2.04081632653061	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171110003000	https://www.nbcnews.com/feature/nbc-out/kentucky-clerk-opposed-gay-marriage-run-2018-re-election-n819011?cid=public-rss_20171110
705512417	20171011	201710	2017	2017.7699	ROU	ROMANIA									JUD	COUNSEL						JUD			1	043	043	04	1	2.8	4	1	4	2.04081632653061	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20171110003000	https://www.nbcnews.com/feature/nbc-out/kentucky-clerk-opposed-gay-marriage-run-2018-re-election-n819011?cid=public-rss_20171110
705512418	20171011	201710	2017	2017.7699	USA	UNITED STATES	USA																		0	015	015	01	1	0.0	4	1	4	-9.3093093093093	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171110003000	http://www.hollywood.com/general/ed-westwick-denies-second-rape-allegation-60702947/
705512419	20171011	201710	2017	2017.7699	ZWEGOV	ROBERT MUGABE	ZWE					GOV			GOV	MINIST						GOV			0	060	060	06	2	6.0	10	1	10	-11.6438356164384	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171110003000	http://www.dailyjournal.net/2017/11/09/af-zimbabwe-american-arrested-3/
705512420	20171011	201710	2017	2017.7699	ZWEGOV	ROBERT MUGABE	ZWE					GOV			GOV	MINIST						GOV			0	173	173	17	4	-5.0	10	1	10	-11.6438356164384	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171110003000	http://www.dailyjournal.net/2017/11/09/af-zimbabwe-american-arrested-3/
705512421	20171011	201710	2017	2017.7699	ZWEGOV	ROBERT MUGABE	ZWE					GOV			OPP	ACTIVIST						OPP			0	111	111	11	3	-2.0	5	1	5	-11.6438356164384	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171110003000	http://www.dailyjournal.net/2017/11/09/af-zimbabwe-american-arrested-3/
705512422	20171103	201711	2017	2017.8301	CHN	CHINA	CHN								FRA	FRANCE	FRA								1	195	195	19	4	-10.0	2	1	2	-2.83400809716599	1	China	CH	CH		35	105	CH	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171110003000	https://www.sott.net/article/367153-Paris-losing-its-charm-after-Chinese-tourists-repeatedly-targeted-by-ruthless-thieves
705512423	20171103	201711	2017	2017.8301	CHN	CHINA	CHN								FRA	FRANCE	FRA								1	195	195	19	4	-10.0	2	1	2	-2.83400809716599	1	China	CH	CH		35	105	CH	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	China	CH	CH		35	105	CH	20171110003000	https://www.sott.net/article/367153-Paris-losing-its-charm-after-Chinese-tourists-repeatedly-targeted-by-ruthless-thieves
705512424	20171103	201711	2017	2017.8301	CHN	CHINESE	CHN								FRA	FRANCE	FRA								1	195	195	19	4	-10.0	6	1	6	-2.83400809716599	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110003000	https://www.sott.net/article/367153-Paris-losing-its-charm-after-Chinese-tourists-repeatedly-targeted-by-ruthless-thieves
