703661132	20161103	201611	2016	2016.8301	GBRGOV	UNITED KINGDOM	GBR					GOV			MIL	MILITARY						MIL			0	030	030	03	1	4.0	4	1	4	-3.79310344827587	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Israel	IS	IS		31.5	34.75	IS	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103163000	http://www.redpepper.org.uk/balfour100-100-years-of-british-complicity-in-israels-oppression-of-palestinians/
703661133	20161103	201611	2016	2016.8301	GBRGOV	UNITED KINGDOM	GBR					GOV			MIL	MILITARY						MIL			0	030	030	03	1	4.0	1	1	1	-3.79310344827587	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103163000	http://www.redpepper.org.uk/balfour100-100-years-of-british-complicity-in-israels-oppression-of-palestinians/
703661134	20161103	201611	2016	2016.8301	GOV	MINIST						GOV													0	014	014	01	1	0.0	10	1	10	1.88405797101449	1	Gambia	GA	GA		13.5	-15.5	GA	0								1	Gambia	GA	GA		13.5	-15.5	GA	20171103163000	http://www.foroyaa.gm/archives/18822
703661135	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			GBRGOV	BRITAIN	GBR					GOV			1	043	043	04	1	2.8	2	1	2	1.15606936416185	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103163000	http://indiatoday.intoday.in/story/britians-prince-charles-to-visit-india-next-week/1/1081946.html
703661136	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			GBRGOV	BRITAIN	GBR					GOV			1	043	043	04	1	2.8	2	1	2	1.15606936416185	1	United Kingdom	UK	UK		54	-4	UK	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103163000	http://indiatoday.intoday.in/story/britians-prince-charles-to-visit-india-next-week/1/1081946.html
703661137	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			IND	NEW DELHI	IND								1	043	043	04	1	2.8	4	1	4	1.15606936416185	1	United Kingdom	UK	UK		54	-4	UK	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103163000	http://indiatoday.intoday.in/story/britians-prince-charles-to-visit-india-next-week/1/1081946.html
703661138	20161103	201611	2016	2016.8301	GOV	INTERIOR MINIST						GOV			REF	ASYLUM SEEKER						REF			0	120	120	12	3	-4.0	5	1	5	-6.03864734299517	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171103163000	https://www.thelocal.de/20171103/no-30000-migrants-havent-disappeared-in-germany-without-a-trace
703661139	20161103	201611	2016	2016.8301	GOVHLH	HEALTH OFFICIAL						GOV	HLH		USA	NORTH CAROLINA	USA								1	130	130	13	3	-4.4	10	1	10	-1.97368421052632	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171103163000	http://abc11.com/health/north-carolina-reports-first-2-flu-deaths-of-season/2600013/
703661140	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	4	1	4	1.15606936416185	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171103163000	http://indiatoday.intoday.in/story/britians-prince-charles-to-visit-india-next-week/1/1081946.html
703661141	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND								GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	2	1	2	1.15606936416185	1	United Kingdom	UK	UK		54	-4	UK	4	Bhiwandi, Maharashtra, India	IN	IN16	17783	19.3	73.0667	-2091610	4	Bhiwandi, Maharashtra, India	IN	IN16	17783	19.3	73.0667	-2091610	20171103163000	http://indiatoday.intoday.in/story/britians-prince-charles-to-visit-india-next-week/1/1081946.html
703661142	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND								GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	2	1	2	1.15606936416185	1	United Kingdom	UK	UK		54	-4	UK	4	Bhiwandi, Maharashtra, India	IN	IN16	17783	19.3	73.0667	-2091610	1	United Kingdom	UK	UK		54	-4	UK	20171103163000	http://indiatoday.intoday.in/story/britians-prince-charles-to-visit-india-next-week/1/1081946.html
703661143	20161103	201611	2016	2016.8301	MED	NEWSPAPER						MED			PTY	PRESIDENTIAL CANDIDATE									0	051	051	05	1	3.4	1	1	1	-3.2608695652174	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171103163000	https://www.dallasnews.com/opinion/letters-to-the-editor/2017/11/03/sen-john-cornyn-mike-pence-greg-abbott-chip-yuli-gurriel-media-daylight-saving-time
703661144	20161103	201611	2016	2016.8301	MED	NEWSPAPER						MED			USAGOV	HILLARY CLINTON	USA					GOV			0	020	020	02	1	3.0	1	1	1	-3.2608695652174	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171103163000	https://www.dallasnews.com/opinion/letters-to-the-editor/2017/11/03/sen-john-cornyn-mike-pence-greg-abbott-chip-yuli-gurriel-media-daylight-saving-time
703661145	20161103	201611	2016	2016.8301	MNCUSA	NETFLIX	USA					MNC			MED	TELEVISION						MED			1	017	017	01	1	0.0	5	1	5	3.53697749196141	0								0								0								20171103163000	http://www.latimes.com/home/la-hm-gg-tv-gifts-20171105-htmlstory.html
703661146	20161103	201611	2016	2016.8301	NIC	NICARAGUA	NIC																		1	042	042	04	1	1.9	10	1	10	2.91666666666667	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20171103163000	http://www.swindonadvertiser.co.uk/news/15640021.Juggler___s_mission_to_teach_circus_skills_in_Nicaragua/
703661147	20161103	201611	2016	2016.8301	NZL	NEW ZEALAND	NZL								GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	2	1	2	0.87032201914709	4	Maori, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.8	169.117	-1513340	4	Maori, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.8	169.117	-1513340	4	Maori, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.8	169.117	-1513340	20171103163000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11939280
703661148	20161103	201611	2016	2016.8301	REF	ASYLUM SEEKER						REF													1	051	051	05	1	3.4	5	1	5	-4.37158469945355	4	Saint-Martory, Midi-Pyrées, France	FR	FRB3	16301	43.1398	0.93225	-1467257	0								4	Saint-Martory, Midi-Pyrées, France	FR	FRB3	16301	43.1398	0.93225	-1467257	20171103163000	http://www.france24.com/en/20171103-focus-france-village-martory-asylum-seekers-migrants-photography-willocq-frescoes
703661149	20161103	201611	2016	2016.8301	REF	ASYLUM SEEKER						REF			CVL	VILLAGE						CVL			1	042	042	04	1	1.9	10	1	10	-4.37158469945355	4	Saint-Martory, Midi-Pyrées, France	FR	FRB3	16301	43.1398	0.93225	-1467257	4	Saint-Martory, Midi-Pyrées, France	FR	FRB3	16301	43.1398	0.93225	-1467257	4	Saint-Martory, Midi-Pyrées, France	FR	FRB3	16301	43.1398	0.93225	-1467257	20171103163000	http://www.france24.com/en/20171103-focus-france-village-martory-asylum-seekers-migrants-photography-willocq-frescoes
703661150	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-8.15217391304347	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								1	Afghanistan	AF	AF		33	66	AF	20171103163000	http://fox61.com/2017/11/03/judge-no-prison-time-for-bowe-bergdahl-after-abandoning-afgahnistan-post/
703661151	20161103	201611	2016	2016.8301	USA	NORTH DAKOTA	USA								ELI	RETIRED						ELI			0	010	010	01	1	0.0	20	1	20	-2.54452926208651	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171103163000	http://www.grandforksherald.com/opinion/4353758-commentary-north-dakota-voters-made-tragic-mistake-when-they-approved-marsys-law
703661152	20161103	201611	2016	2016.8301	USA	NORTH DAKOTA	USA								ELI	RETIRED						ELI			1	010	010	01	1	0.0	20	1	20	-2.54452926208651	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20171103163000	http://www.grandforksherald.com/opinion/4353758-commentary-north-dakota-voters-made-tragic-mistake-when-they-approved-marsys-law
703661153	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								PTY	PRESIDENTIAL CANDIDATE									0	051	051	05	1	3.4	4	1	4	-3.2608695652174	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171103163000	https://www.dallasnews.com/opinion/letters-to-the-editor/2017/11/03/sen-john-cornyn-mike-pence-greg-abbott-chip-yuli-gurriel-media-daylight-saving-time
703661154	20161103	201611	2016	2016.8301	USA	THE US	USA								RUS	RUSSIAN	RUS								0	173	173	17	4	-5.0	10	1	10	-6.14973262032085	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171103163000	http://www.dailymail.co.uk/news/article-5047163/US-investigators-identify-six-Russian-DNC-hackers.html
703661155	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								USAGOV	HILLARY CLINTON	USA					GOV			0	020	020	02	1	3.0	2	1	2	-3.2608695652174	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171103163000	https://www.dallasnews.com/opinion/letters-to-the-editor/2017/11/03/sen-john-cornyn-mike-pence-greg-abbott-chip-yuli-gurriel-media-daylight-saving-time
703661156	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								USAGOV	HILLARY CLINTON	USA					GOV			0	020	020	02	1	3.0	1	1	1	-3.2608695652174	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171103163000	https://www.dallasnews.com/opinion/letters-to-the-editor/2017/11/03/sen-john-cornyn-mike-pence-greg-abbott-chip-yuli-gurriel-media-daylight-saving-time
703661157	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								USAGOV	HILLARY CLINTON	USA					GOV			0	020	020	02	1	3.0	1	1	1	-3.2608695652174	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103163000	https://www.dallasnews.com/opinion/letters-to-the-editor/2017/11/03/sen-john-cornyn-mike-pence-greg-abbott-chip-yuli-gurriel-media-daylight-saving-time
703661158	20161103	201611	2016	2016.8301	ZAF	GAUTENG	ZAF								AFR	AFRICA	AFR								1	010	010	01	1	0.0	2	1	2	-1.67714884696017	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20171103163000	https://www.news24.com/SouthAfrica/News/motsoaledi-laments-zero-authority-to-help-ailing-hospitals-20170914
703661159	20161103	201611	2016	2016.8301	mao	MAORI			mao						GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	1	1	1	0.87032201914709	4	Maori, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.8	169.117	-1513340	4	Maori, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.8	169.117	-1513340	4	Maori, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.8	169.117	-1513340	20171103163000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11939280
703661160	20171004	201710	2017	2017.7507											AFRBUS	AFRICA	AFR					BUS			1	043	043	04	1	2.8	6	1	6	4.25531914893617	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171103163000	https://www.pmnewsnigeria.com/2017/11/03/tony-elumelu-marks-foundations-7th-anniversary/
703661161	20171004	201710	2017	2017.7507											ELI	RETIRED						ELI			1	036	036	03	1	4.0	2	1	2	-2.1978021978022	0								3	Cass City, Michigan, United States	US	USMI		43.6009	-83.1747	622846	3	Cass City, Michigan, United States	US	USMI		43.6009	-83.1747	622846	20171103163000	http://www.michigansthumb.com/news/article/Thumb-Area-MEA-meeting-planned-12328909.php
703661162	20171004	201710	2017	2017.7507	AFRBUS	AFRICA	AFR					BUS													1	042	042	04	1	1.9	6	1	6	4.25531914893617	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171103163000	https://www.pmnewsnigeria.com/2017/11/03/tony-elumelu-marks-foundations-7th-anniversary/
703661163	20171004	201710	2017	2017.7507	AFRBUS	AFRICA	AFR					BUS			NGA	NIGERIA	NGA								1	043	043	04	1	2.8	4	1	4	4.25531914893617	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171103163000	https://www.pmnewsnigeria.com/2017/11/03/tony-elumelu-marks-foundations-7th-anniversary/
703661164	20171004	201710	2017	2017.7507	ARE	UNITED ARAB EMIRATES	ARE								MNCUSABUS	FORD MOTOR	USA					MNC	BUS		1	013	013	01	1	0.4	4	1	4	5.57880055788006	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171103163000	http://saudigazette.com.sa/article/520943/Life/Drive/Ford-Middle-East-unveils-three-of-its-iconic-models
703661165	20171004	201710	2017	2017.7507	ARE	UNITED ARAB EMIRATES	ARE								MNCUSABUS	FORD MOTOR	USA					MNC	BUS		1	0841	084	08	2	7.0	4	1	4	5.57880055788006	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171103163000	http://saudigazette.com.sa/article/520943/Life/Drive/Ford-Middle-East-unveils-three-of-its-iconic-models
703661166	20171004	201710	2017	2017.7507	CVL	COMMUNITY						CVL													0	071	071	07	2	7.4	10	1	10	-1.45530145530145	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171103163000	http://www.washingtonexaminer.com/house-passes-child-insurance-bill-sends-it-to-the-senate/article/2639541
703661167	20171004	201710	2017	2017.7507	EDUMED	COLLEGE						EDU	MED		EDU	UNIVERSITY						EDU			1	051	051	05	1	3.4	4	1	4	4.11764705882353	3	Kent State University, Ohio, United States	US	USOH	OH151	40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	20171103163000	https://www.clevescene.com/scene-and-heard/archives/2017/11/03/the-kent-stater-named-newspaper-of-the-year-at-national-college-media-convention
703661168	20171004	201710	2017	2017.7507	EDUMED	COLLEGE						EDU	MED		EDUMED	UNIVERSITY						EDU	MED		1	051	051	05	1	3.4	2	1	2	4.11764705882353	3	Kent State University, Ohio, United States	US	USOH	OH151	40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	20171103163000	https://www.clevescene.com/scene-and-heard/archives/2017/11/03/the-kent-stater-named-newspaper-of-the-year-at-national-college-media-convention
703661169	20171004	201710	2017	2017.7507	EDUMED	COLLEGE						EDU	MED		MED	NEWSPAPER						MED			1	051	051	05	1	3.4	10	1	10	4.11764705882353	3	Kent State University, Ohio, United States	US	USOH	OH151	40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	20171103163000	https://www.clevescene.com/scene-and-heard/archives/2017/11/03/the-kent-stater-named-newspaper-of-the-year-at-national-college-media-convention
703661170	20171004	201710	2017	2017.7507	EDUMED	COLLEGE						EDU	MED		USAMED	UNITED STATES	USA					MED			1	051	051	05	1	3.4	4	1	4	4.11764705882353	3	Kent State University, Ohio, United States	US	USOH	OH151	40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	3	Kent State University, Ohio, United States	US	USOH		40.8667	-81.4387	1061140	20171103163000	https://www.clevescene.com/scene-and-heard/archives/2017/11/03/the-kent-stater-named-newspaper-of-the-year-at-national-college-media-convention
703661171	20171004	201710	2017	2017.7507	ELI	RETIRED						ELI													1	036	036	03	1	4.0	2	1	2	-2.1978021978022	3	Cass City, Michigan, United States	US	USMI	MI157	43.6009	-83.1747	622846	0								3	Cass City, Michigan, United States	US	USMI		43.6009	-83.1747	622846	20171103163000	http://www.michigansthumb.com/news/article/Thumb-Area-MEA-meeting-planned-12328909.php
703661172	20171004	201710	2017	2017.7507	ELI	RETIRED						ELI			USA	UNITED STATES	USA								1	036	036	03	1	4.0	8	1	8	-2.1978021978022	3	Cass City, Michigan, United States	US	USMI	MI157	43.6009	-83.1747	622846	3	Cass City, Michigan, United States	US	USMI		43.6009	-83.1747	622846	3	Cass City, Michigan, United States	US	USMI		43.6009	-83.1747	622846	20171103163000	http://www.michigansthumb.com/news/article/Thumb-Area-MEA-meeting-planned-12328909.php
703661173	20171004	201710	2017	2017.7507	JUD	JUDGE						JUD													1	020	020	02	1	3.0	3	1	3	-10.1604278074866	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171103163000	http://www.westernmassnews.com/story/36757527/bowe-bergdahl-gets-dishonorable-discharge-avoids-jail-time-in-desertion-trial
703661174	20171004	201710	2017	2017.7507	JUD	JUDGE						JUD			AFG	AFGHANISTAN	AFG								1	020	020	02	1	3.0	2	1	2	-10.1604278074866	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171103163000	http://www.westernmassnews.com/story/36757527/bowe-bergdahl-gets-dishonorable-discharge-avoids-jail-time-in-desertion-trial
703661175	20171004	201710	2017	2017.7507	JUD	SUPREME COURT						JUD			KEN	KENYA	KEN								0	051	051	05	1	3.4	10	1	10	0.19646365422397	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171103163000	https://www.news24.com/Africa/News/odinga-says-kenya-election-must-not-stand-20171031-2
703661176	20171004	201710	2017	2017.7507	LEG	SENATE						LEG													1	014	014	01	1	0.0	5	1	5	-1.75054704595186	5	Camarines Sur, Camarines Sur, Philippines	RP	RP16	24242	13.6667	123.333	-2419535	0								5	Camarines Sur, Camarines Sur, Philippines	RP	RP16	24242	13.6667	123.333	-2419535	20171103163000	http://thestandard.com.ph/news/national/250973/-win-backs-probe-on-malampaya-fund-misuse.html
703661177	20171004	201710	2017	2017.7507	LEG	SENATE						LEG													1	014	014	01	1	0.0	5	1	5	-1.75054704595186	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171103163000	http://thestandard.com.ph/news/national/250973/-win-backs-probe-on-malampaya-fund-misuse.html
703661178	20171004	201710	2017	2017.7507	MIL	ARMY						MIL													1	015	015	01	1	0.0	6	1	6	-10.9649122807018	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171103163000	http://fox5sandiego.com/2017/11/03/decision-reached-in-bowe-bergdahl-sentencing-hearing/
703661179	20171004	201710	2017	2017.7507	MNCUSABUS	FORD MOTOR	USA					MNC	BUS												1	013	013	01	1	0.4	6	1	6	5.57880055788006	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171103163000	http://saudigazette.com.sa/article/520943/Life/Drive/Ford-Middle-East-unveils-three-of-its-iconic-models
